期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20130701,,,,,,,,,,,,20130702,,,,,,,,,,,,20130703,,,,,,,,,,,,20130704,,,,,,,,,,,,20130705,,,,,,,,,,,,20130708,,,,,,,,,,,,20130709,,,,,,,,,,,,20130710,,,,,,,,,,,,20130711,,,,,,,,,,,,20130712,,,,,,,,,,,,20130715,,,,,,,,,,,
F021000,元大寶來期貨,0,26601,0,2631,2817,58291,0,63,4,87,3519,94013,0,21561,0,1859,1801,42378,0,35,0,45,4520,72199,0,29440,0,2586,4821,59341,0,44,2,46,2540,98820,0,27850,0,2085,2585,55035,0,58,4,24,2780,90421,0,30227,0,2596,3514,63186,0,66,0,23,4985,104597,0,31484,0,3011,3103,67611,0,100,5,52,2358,107724,0,33157,0,2459,4015,64668,0,78,0,61,2652,107090,0,36066,0,3286,4316,74213,0,88,0,27,3656,121652,0,33055,0,2645,4233,65665,0,85,0,48,4840,110571,0,20742,0,1923,2554,37977,0,73,0,58,3555,66882,0,31114,0,2565,3055,70010,0,291,30,29,7922,115016
F004000,凱基期貨,0,11553,0,1360,998,21144,0,44,0,28,2055,37182,0,9398,0,1087,699,16844,0,16,0,28,2265,30337,0,11774,0,1905,1169,21173,0,37,0,27,2538,38623,0,13167,0,1662,843,21072,0,11,0,10,2729,39494,0,13161,1,2194,1269,23257,0,26,0,12,2305,42225,0,13949,1,1724,804,24629,0,15,2,31,2879,44034,0,14348,2,1476,1102,30283,0,14,0,60,2232,49517,0,16532,0,1602,1368,32880,0,17,0,11,4028,56438,0,14628,0,1912,1094,26179,0,36,0,54,4648,48551,0,9741,0,1644,718,15450,0,18,0,16,4074,31661,0,15501,0,802,775,30466,0,31,0,6,9502,57083
S980999,元大寶來證券自營,0,6346,0,356,140,12568,0,249,2,142,7854,27657,0,4387,0,264,106,7460,0,121,0,162,8376,20876,0,7565,0,554,128,11681,0,86,0,83,7289,27386,0,7385,0,493,44,9822,0,81,0,31,8850,26706,0,8081,0,376,79,12793,0,140,0,30,20392,41891,0,11108,0,689,79,18309,0,326,4,64,16965,47544,0,9924,0,528,160,17399,0,125,0,138,6738,35012,0,10766,0,580,118,18461,0,320,0,77,8463,38785,0,8552,0,505,173,18067,0,135,3,143,20305,47883,0,4426,0,350,59,6276,0,150,0,73,10054,21388,0,8244,0,389,83,15266,0,264,14,94,37322,61676
F020000,群益期貨,0,10696,0,352,468,16260,0,12,1,11,2415,30215,0,7287,0,169,193,9725,0,16,1,16,1789,19196,0,10471,0,206,706,14914,0,7,0,4,1497,27805,0,10274,0,205,330,13770,0,16,0,3,1908,26506,0,11031,0,522,591,16693,0,16,0,5,5470,34328,0,12050,0,250,332,16925,0,22,0,16,5100,34695,0,12285,0,258,504,14240,0,8,0,28,2258,29581,0,12142,0,443,525,17032,0,12,0,12,2258,32424,0,11295,0,312,455,16864,0,42,2,15,6135,35120,0,6874,0,150,341,10694,0,12,0,8,2218,20297,0,10376,0,157,400,16732,0,19,10,8,8248,35950
F002000,永豐期貨,0,10043,0,284,413,11975,0,16,1,33,1005,23770,0,7323,0,247,235,7350,0,11,1,18,1130,16315,0,12440,0,495,783,12158,0,4,0,12,1367,27259,0,10932,0,547,453,12062,0,2,0,10,1135,25141,0,10817,0,592,627,11833,0,20,0,5,1088,24982,0,12588,0,500,651,14712,0,13,0,12,938,29414,0,14223,0,352,705,13747,0,8,0,29,1313,30377,0,13583,0,402,902,15835,0,4,0,13,1242,31981,0,12410,0,430,680,14119,0,8,0,18,1335,29000,0,7232,0,502,579,9768,0,8,0,5,5931,24025,0,11268,0,754,642,15996,0,41,26,4,3746,32477
F008000,統一期貨,0,4249,0,231,280,9656,0,17,0,17,899,15349,0,4008,0,260,257,6862,0,0,0,1,955,12343,0,4687,0,179,671,9639,0,1,0,2,1091,16270,0,4286,0,252,430,5906,0,1,0,8,1187,12070,0,4388,0,233,415,8201,0,1,0,8,1409,14655,0,5874,0,294,402,8212,0,1,0,8,1369,16160,0,6088,0,346,791,10278,0,1,0,101,1494,19099,0,6604,0,323,749,11853,0,1,0,6,1477,21013,0,5831,0,345,767,11803,0,30,0,34,1097,19907,0,3811,0,273,396,4985,0,10,0,2,950,10427,0,5573,0,272,696,9465,0,0,0,2,924,16932
F007000,日盛期貨,0,4218,0,234,301,7210,0,2,0,20,482,12467,0,3426,0,157,150,5292,0,8,0,15,318,9366,0,4578,0,188,741,7769,0,5,1,30,490,13802,0,4930,0,257,393,6391,0,16,0,12,2376,14375,0,5133,0,446,394,6356,0,10,0,10,229,12578,0,4910,0,208,301,7951,0,11,0,18,2680,16079,0,5303,0,256,442,7820,0,5,0,11,1452,15289,0,5825,0,264,467,9221,0,8,0,22,1096,16903,0,5205,0,298,445,8010,0,4,1,31,1402,15396,0,3323,0,185,265,4350,0,9,0,9,1541,9682,0,4974,0,401,390,8324,0,21,0,9,529,14648
F029000,康和期貨,0,5196,0,149,130,6666,0,0,0,6,168,12315,0,3960,0,110,92,4824,0,0,0,3,305,9294,0,5158,0,116,325,6569,0,0,0,3,306,12477,0,5200,0,101,227,7760,0,0,0,2,208,13498,0,5105,0,117,214,7269,0,0,0,4,448,13157,0,5375,0,237,126,6874,0,0,0,1,358,12971,0,6153,0,101,135,7985,0,3,0,13,232,14622,0,6765,0,169,179,8873,0,0,0,8,277,16271,0,5369,0,148,222,7148,0,2,0,16,633,13538,0,3954,0,73,220,4934,0,0,0,5,355,9541,0,5943,0,99,140,7553,0,6,2,2,270,14015
F018000,元富期貨,0,3912,0,199,188,4544,0,1,0,19,586,9449,0,2841,0,194,89,3997,0,4,0,21,366,7512,0,3056,0,137,330,4975,0,2,0,7,577,9084,0,3410,0,228,251,5435,0,7,0,13,480,9824,0,4216,1,300,350,6098,0,11,0,3,541,11520,0,3670,1,236,247,5653,0,33,0,19,584,10443,0,4171,0,273,427,6803,0,2,0,7,693,12376,0,4819,0,313,370,7104,0,5,0,5,486,13102,0,4023,0,354,446,7501,0,1,0,22,600,12947,0,2349,0,152,308,4845,0,7,0,14,754,8429,0,3665,0,288,322,5788,0,39,0,8,672,10782
