期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20131101,,,,,,,,,,,,20131104,,,,,,,,,,,,20131105,,,,,,,,,,,,20131106,,,,,,,,,,,,20131107,,,,,,,,,,,,20131108,,,,,,,,,,,,20131111,,,,,,,,,,,,20131112,,,,,,,,,,,,20131113,,,,,,,,,,,,20131114,,,,,,,,,,,,20131115,,,,,,,,,,,
F021000,元大寶來期貨,0,32502,0,2774,2064,46595,0,85,3,39,3477,87539,0,25496,0,2110,1784,37090,0,87,2,27,3353,69949,0,32029,0,2979,2107,48185,0,56,2,16,4390,89764,0,26736,0,2170,1925,41340,0,51,0,34,3691,75947,0,25287,0,1712,1876,36427,0,49,2,47,3793,69193,0,23226,0,1804,1528,42426,0,48,2,6,3491,72531,0,22337,0,1633,1271,35799,0,89,0,36,3315,64480,0,24871,0,3104,1858,43610,0,149,3,70,4723,78388,0,27263,0,2606,1953,43881,0,102,4,29,3938,79776,0,26177,0,2679,1767,42040,0,63,0,33,3974,76733,0,26291,0,2236,1861,51702,0,124,0,7,3176,85397
F004000,凱基期貨,0,12267,0,1440,399,27884,0,7,0,60,4204,46261,0,9802,2,941,299,20864,0,22,0,10,3456,35396,0,11727,0,1266,321,26225,0,50,1,2,4389,43981,0,11832,0,994,321,25534,0,41,0,8,6221,44951,0,10470,0,926,334,26236,0,40,0,2,4529,42537,0,10341,0,647,318,25016,0,30,0,11,4073,40436,0,8182,0,660,268,23365,0,13,0,12,3224,35724,0,10920,0,1114,394,24594,0,123,0,31,4877,42053,0,11645,0,834,320,26587,0,70,0,66,3505,43027,0,10143,0,1024,313,25368,0,36,0,8,4526,41418,0,11537,1,789,307,25742,0,64,0,16,3866,42322
S980999,元大寶來證券自營,0,10620,0,235,30,13441,0,105,0,47,10010,34488,0,8661,0,225,39,12423,0,168,1,9,9859,31385,0,10322,0,267,36,11971,0,64,0,18,9703,32381,0,7499,0,326,29,12182,0,96,0,34,11876,32042,0,7167,0,91,38,7842,0,71,0,1,10351,25561,0,7980,0,112,17,9022,0,70,0,29,9292,26522,0,7112,0,116,16,10811,0,63,0,16,7795,25929,0,8771,0,134,33,11085,0,113,0,20,15337,35493,0,7919,0,120,28,11709,0,130,0,20,10776,30702,0,5694,0,85,22,9709,0,116,6,57,11056,26745,0,8136,0,228,40,11810,0,134,0,13,10316,30677
F020000,群益期貨,0,11053,0,243,344,16730,0,0,1,6,2639,31016,0,8429,0,239,349,14852,0,23,0,4,6542,30438,0,10902,0,340,348,16404,0,15,1,2,2815,30827,0,8519,0,211,261,15627,0,1,0,1,6570,31190,0,8733,0,187,238,12841,0,1,0,14,2638,24652,0,8517,0,205,249,13769,0,7,2,8,2296,25053,0,7626,0,156,207,13302,0,3,0,5,1867,23166,0,8101,0,259,217,11827,0,13,0,3,2711,23131,0,10581,0,213,401,14271,0,9,0,2,1992,27469,0,9354,0,236,202,14695,0,28,1,10,3044,27570,0,10401,0,225,498,15201,0,40,3,2,2510,28880
F002000,永豐期貨,0,10368,0,500,440,9437,0,36,0,11,1198,21990,0,9001,0,478,378,8009,0,40,0,14,1725,19645,0,11360,0,455,375,12753,0,25,0,7,1828,26803,0,9302,0,330,249,10377,0,32,0,9,1111,21410,0,8317,0,335,338,9294,0,33,0,6,1458,19781,0,8646,0,339,318,10164,0,37,3,12,1211,20730,0,7714,0,226,246,8767,0,17,0,10,1218,18198,0,7632,0,495,456,10897,0,6,4,15,1129,20634,0,10073,0,547,470,14311,0,20,2,10,1180,26613,0,9280,0,426,485,12537,0,20,0,10,1690,24448,0,10492,1,476,622,15222,0,30,1,3,1313,28160
F008000,統一期貨,0,5692,0,226,274,8135,0,0,0,31,1751,16109,0,4443,0,182,178,5606,0,9,0,21,2093,12532,0,4726,0,227,174,8250,0,10,0,4,2771,16162,0,3840,0,184,176,6750,0,9,0,5,2470,13434,0,3414,0,142,180,5423,0,4,0,8,2064,11235,0,3693,0,262,132,5283,0,4,0,11,1554,10939,0,3278,0,184,131,6672,0,6,0,11,1480,11762,0,4235,0,230,131,8190,0,3,0,5,2202,14996,0,4707,0,165,141,6852,0,4,0,20,1803,13692,0,5015,0,219,183,7550,0,0,0,7,1870,14844,0,4334,0,134,84,7512,0,0,0,6,1607,13677
F029000,康和期貨,0,5419,0,166,131,8508,0,0,0,5,362,14591,0,4413,0,93,98,5927,0,0,0,5,397,10933,0,5172,0,152,122,6705,0,1,0,0,572,12724,0,4728,0,102,133,5425,0,1,0,2,504,10895,0,4849,0,85,73,4204,0,0,0,1,493,9705,0,4653,0,140,143,4533,0,2,0,1,433,9905,0,4030,0,52,50,4776,0,2,0,4,340,9254,0,4348,0,128,126,6228,0,0,0,1,881,11712,0,4896,0,98,107,6876,0,0,6,0,478,12461,0,4689,0,102,54,6959,0,4,0,1,983,12792,0,4885,0,69,97,6266,0,0,0,1,430,11748
F007000,日盛期貨,0,5074,0,221,304,7483,0,14,0,3,528,13627,0,3820,0,135,312,5865,0,8,0,12,603,10755,0,4815,0,210,229,6827,0,3,0,2,795,12881,0,4000,0,132,173,5677,0,5,0,3,542,10532,0,3851,0,154,194,4907,0,0,0,1,516,9623,0,3776,0,120,152,4855,0,11,4,8,435,9361,0,3480,0,149,113,4148,0,3,0,4,410,8307,0,4182,0,206,160,7093,0,9,4,3,735,12392,0,4166,0,219,234,6003,0,5,0,7,652,11286,0,4242,0,297,153,6466,0,54,0,7,744,11963,0,4554,0,212,192,6555,0,22,0,3,561,12099
F026000,富邦期貨,0,4255,0,289,275,5165,0,8,0,15,1353,11360,0,3440,0,176,167,3540,0,14,0,36,1387,8760,0,4359,0,262,200,4473,0,31,2,15,1813,11155,0,3566,0,144,261,3859,0,15,0,1,1841,9687,0,3208,0,174,209,3404,0,18,0,2,1892,8907,0,3591,0,212,140,3948,0,6,0,31,1765,9693,0,3038,0,116,156,4103,0,12,0,9,1164,8598,0,4056,0,233,200,3968,0,27,0,3,1678,10165,0,3867,0,178,193,4413,0,13,1,8,1529,10202,0,4018,0,235,186,4257,0,12,1,19,1582,10310,0,4126,0,213,197,4092,0,12,1,9,1429,10079
