期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20140701,,,,,,,,,,,,20140702,,,,,,,,,,,,20140703,,,,,,,,,,,,20140704,,,,,,,,,,,,20140707,,,,,,,,,,,,20140708,,,,,,,,,,,,20140709,,,,,,,,,,,,20140710,,,,,,,,,,,,20140711,,,,,,,,,,,,20140714,,,,,,,,,,,,20140715,,,,,,,,,,,
F021000,元大寶來期貨,0,16985,0,4467,1995,40459,0,169,4,17,3472,67568,0,34543,0,6878,2932,78061,0,454,2,8,7137,130015,0,24094,0,4936,1623,47742,0,310,6,5,5513,84229,0,23214,0,4243,2033,43412,0,187,2,6,5224,78321,0,19500,0,3603,1418,38735,0,203,4,7,5637,69107,0,18205,0,3662,2824,35322,0,171,2,2,3140,63328,0,16664,0,4000,2984,32921,0,215,0,2,6951,63737,0,20889,0,4440,4324,45917,0,220,1,17,6251,82059,0,31104,0,6087,3870,65775,0,312,9,11,8141,115309,0,16616,0,3720,6576,41973,0,727,14,6,4829,74461,0,17827,0,4448,6958,48407,0,295,18,25,7547,85525
F004000,凱基期貨,0,12437,0,1671,721,31683,0,58,1,5,4293,50869,0,21574,1,2750,992,55400,0,82,1,5,7271,88076,0,16625,0,2852,685,37720,0,182,1,5,4918,62988,0,14932,0,1550,690,37720,0,63,3,4,4161,59123,0,8576,0,833,330,25916,0,35,0,11,6115,41816,0,11803,0,1750,1232,29117,0,142,1,5,5140,49190,0,10655,0,1697,1640,23656,0,65,0,12,5229,42954,0,12589,0,1564,2059,28628,0,44,0,8,4716,49608,0,19596,0,3747,1631,51816,0,97,5,6,5519,82417,0,10172,0,2271,2728,23359,0,39,0,4,6135,44708,0,11514,0,1784,3011,31297,0,59,2,20,4675,52362
S980999,元大寶來證券自營,0,3569,0,581,356,14125,0,169,0,74,20383,39257,0,9658,0,823,471,30296,0,272,0,44,25978,67542,0,5383,0,458,347,16694,0,163,0,8,13204,36257,0,4282,0,200,447,13707,0,111,0,0,27834,46581,0,5151,0,301,314,13035,0,102,0,2,26080,44985,0,2733,0,163,426,11215,0,123,0,19,15659,30338,0,3329,0,302,419,11350,0,144,0,83,14600,30227,0,3859,0,325,429,13580,0,223,0,13,21530,39959,0,7396,0,580,615,22744,0,266,0,20,21566,53187,0,3546,0,380,941,9936,0,187,0,76,16657,31723,0,4004,0,400,794,15640,0,118,0,64,23886,44906
F020000,群益期貨,0,9057,0,672,260,19209,0,33,9,2,4299,33541,0,15080,0,1079,327,32718,0,14,4,7,5968,55197,0,10502,0,857,157,23531,0,12,4,2,6102,41167,0,9668,0,757,287,20964,0,13,2,2,5709,37402,0,8322,0,467,209,15853,0,12,2,3,14907,39775,0,7881,0,436,448,11744,0,5,1,5,12996,33516,0,6678,0,927,414,13801,0,8,0,5,7258,29091,0,10282,0,836,709,17664,0,9,0,7,9749,39256,0,14866,0,915,567,28493,0,22,4,3,10032,54902,0,7495,0,415,1695,18946,0,8,10,4,7724,36297,0,9149,0,826,1951,19858,0,8,9,12,7454,39267
F002000,永豐期貨,0,7955,0,567,464,14482,0,20,3,6,1727,25224,0,16386,0,1102,658,24035,0,27,0,8,2258,44474,0,10842,0,583,248,14812,0,26,3,1,2194,28709,0,9817,0,597,365,14129,0,16,3,1,2704,27632,0,7679,0,457,209,12117,0,13,1,2,2483,22961,0,7473,0,401,511,10114,0,12,0,10,1818,20339,0,7407,0,545,696,9865,0,12,0,6,1654,20185,0,8861,0,669,1130,14908,0,20,1,14,2150,27753,0,12936,0,829,989,23426,0,10,5,1,2826,41022,0,6470,0,1096,1512,13876,0,41,2,4,2524,25525,0,7133,0,751,1672,16653,0,64,6,22,2250,28551
F008000,統一期貨,0,3496,0,438,130,7476,0,2,1,0,3288,14831,0,5583,0,432,195,15656,0,2,8,0,3130,25006,0,4314,0,370,128,9639,0,0,1,0,2715,17167,0,4951,0,581,246,9554,0,4,0,0,5158,20494,0,3845,0,621,114,8349,0,8,0,0,5479,18416,0,3098,0,471,567,6136,0,0,0,0,4798,15070,0,2916,0,454,541,4469,0,0,0,0,8422,16802,0,4174,0,375,645,7718,0,5,0,0,3150,16067,0,6205,0,570,876,10514,0,2,0,1,4161,22329,0,3877,0,287,1001,6074,0,0,0,2,4093,15334,0,3420,0,397,1117,6487,0,0,1,3,3864,15289
F007000,日盛期貨,0,3974,0,368,134,5598,0,2,1,2,743,10822,0,6056,0,492,260,11283,0,5,0,6,1010,19112,0,4542,0,397,101,8859,0,0,1,2,1074,14976,0,4831,0,336,249,6560,0,4,3,2,1208,13193,0,4079,0,460,90,5387,0,1,1,1,1606,11625,0,3972,0,420,214,5504,0,1,0,1,1834,11946,0,3657,0,462,303,5703,0,2,0,4,2121,12252,0,4603,0,484,654,7699,0,7,0,3,4613,18063,0,6510,0,539,318,10530,0,7,7,6,1706,19623,0,3664,0,510,394,4762,0,2,0,14,2665,12011,0,4734,0,1140,834,5700,0,12,0,8,642,13070
F026000,富邦期貨,0,3441,0,394,207,5002,0,16,0,20,2703,11783,0,5615,0,730,446,8960,0,32,0,4,3477,19264,0,3798,0,553,213,6738,0,36,0,4,2515,13857,0,3504,0,387,242,4771,0,3,0,6,2625,11538,0,2973,0,331,74,4623,0,16,0,3,2313,10333,0,2947,0,326,327,4353,0,17,0,5,2265,10240,0,2495,0,365,656,4508,0,5,0,0,3132,11161,0,3320,0,455,886,5455,0,33,0,5,3437,13591,0,4790,0,613,782,12045,0,41,1,3,2567,20842,0,2748,0,346,1572,6806,0,36,0,2,2876,14386,0,3065,0,372,1108,5967,0,51,1,4,2420,12988
S920999,凱基證券自營,0,448,0,50,59,1331,0,33,0,39,7736,9696,0,837,0,98,62,1990,0,65,0,10,9735,12797,0,688,0,82,10,1263,0,70,0,27,9380,11520,0,356,0,30,73,1300,0,66,0,7,9513,11345,0,338,0,21,7,571,0,71,0,3,21073,22084,0,572,0,13,145,400,0,70,0,32,21177,22409,0,356,0,25,149,816,0,77,0,104,12213,13740,0,878,0,35,350,1091,0,119,0,36,9010,11519,0,819,0,97,277,1870,0,94,0,20,13660,16837,0,209,0,27,191,933,0,27,0,25,4132,5544,0,1066,0,13,235,1816,0,36,0,72,13772,17010
