期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
F018000,元富期貨,0,4269,0,595,258,6174,0,7,1,2,1055,12361,0,2765,0,517,167,4354,0,30,0,1,1189,9023,0,3464,0,280,164,4138,0,24,0,4,921,8995,0,2764,0,343,248,4311,0,7,0,3,840,8516,0,2950,0,133,142,4229,0,2,0,6,666,8128,0,3185,0,190,146,5427,0,12,0,3,813,9776,0,2439,0,284,122,4545,0,0,0,1,956,8347,0,3785,0,397,309,6338,0,8,2,4,984,11827
F039000,大昌期貨,0,4894,0,81,35,3629,0,1,0,7,674,9321,0,3381,0,52,33,3278,0,0,0,2,344,7090,0,4054,0,117,62,3570,0,0,0,2,596,8401,0,3495,0,48,62,3545,0,3,0,2,356,7511,0,3257,0,77,44,2959,0,2,0,5,464,6808,0,3976,0,144,58,3192,0,4,0,2,459,7835,0,3229,0,82,77,3474,0,2,0,6,460,7330,0,4688,0,149,76,4609,0,3,0,5,508,10038
F034000,澳帝華期貨,0,5217,0,207,78,7414,0,197,0,0,0,13113,0,2850,0,140,48,5044,0,220,0,0,0,8302,0,3234,0,81,42,4920,0,100,0,0,0,8377,0,2577,0,103,56,3479,0,107,0,0,0,6322,0,1895,0,94,54,5025,0,114,0,0,0,7182,0,3821,0,68,22,4007,0,165,0,0,0,8083,0,1847,0,46,14,2649,0,68,0,0,0,4624,0,5004,0,90,31,6761,0,161,0,0,0,12047
B224999,中國信託商業銀行自營,0,307,0,0,58,1230,0,0,0,3,0,1598,0,160,0,0,4,473,0,146,0,16,6269,7068,0,129,0,0,28,330,0,140,0,82,3438,4147,0,128,0,0,0,439,0,175,0,56,7431,8229,0,74,0,0,0,278,0,100,0,137,7179,7768,0,354,0,0,0,440,0,158,0,55,6677,7684,0,17,0,0,0,456,0,66,0,28,6474,7041,0,152,0,10,0,926,0,220,0,123,6218,7649
F030000,兆豐期貨,0,2583,0,91,206,3070,0,20,0,12,373,6355,0,1842,0,166,99,2112,0,30,8,2,288,4547,0,2273,0,50,129,3047,0,10,0,2,344,5855,0,1946,0,52,145,2126,0,38,1,1,264,4573,0,1721,0,51,84,1658,0,13,2,1,442,3972,0,2197,0,75,152,3125,0,2,0,3,485,6039,0,2041,0,98,100,2382,0,1,2,5,502,5131,0,2792,0,85,102,3932,0,0,0,4,541,7456
F021999,元大寶來期貨自營,0,1403,0,28,18,4608,0,2,0,0,77,6136,0,587,0,8,8,1944,0,4,0,0,274,2825,0,1016,0,32,11,4454,0,0,0,0,260,5773,0,602,0,10,25,3222,0,15,0,0,172,4046,0,488,0,3,4,2758,0,14,0,0,156,3423,0,744,0,34,7,3645,0,31,0,0,370,4831,0,520,0,22,12,2098,0,2,0,0,256,2910,0,681,0,62,13,4518,0,4,0,2,253,5533
S920999,凱基證券自營,0,567,0,15,56,883,0,0,0,0,1761,3282,0,379,0,8,12,970,0,0,0,3,2362,3734,0,529,0,12,9,589,0,0,0,0,2482,3621,0,415,0,8,10,699,0,0,0,0,2990,4122,0,316,0,4,5,509,0,0,0,7,1817,2658,0,281,0,4,9,914,0,0,0,0,2438,3646,0,236,0,6,4,658,0,0,0,3,2208,3115,0,262,0,5,3,2115,0,0,0,9,1750,4144
F020999,群益期貨自營,0,3983,0,4,0,2581,0,12,0,0,658,7238,0,1420,0,8,0,1084,0,0,0,0,5157,7669,0,2978,0,0,0,1875,0,10,0,0,1406,6269,0,2309,0,8,0,1550,0,92,0,0,409,4368,0,1938,0,8,20,1405,0,2,0,0,738,4111,0,2343,0,0,10,1672,0,12,0,0,818,4855,0,419,0,0,0,1022,0,0,0,0,411,1852,0,2700,0,0,0,1540,0,88,0,0,697,5025
F014000,華南期貨,0,1794,0,272,238,2038,0,0,0,0,165,4507,0,1251,0,97,116,1335,0,2,0,0,592,3393,0,1564,0,159,59,1826,0,0,0,0,506,4114,0,1488,0,44,122,1461,0,1,0,0,732,3848,0,1456,0,88,147,1428,0,2,0,1,483,3605,0,1730,0,114,57,1903,0,3,0,0,307,4114,0,1375,0,94,77,1272,0,3,0,1,758,3580,0,1850,0,122,201,2201,0,4,0,2,312,4692
F005000,國票期貨,0,1739,0,29,57,1780,0,0,1,1,724,4331,0,1091,0,28,44,1147,0,0,7,1,825,3143,0,1366,0,42,29,1506,0,0,16,1,927,3887,0,1143,0,44,45,1538,0,0,1,3,527,3301,0,1275,0,29,33,1254,0,0,2,2,795,3390,0,1337,0,28,50,1302,0,0,4,3,757,3481,0,1366,0,30,53,1281,0,0,5,3,504,3242,0,1939,0,54,58,2789,0,0,7,6,811,5664
F004999,凱基期貨自營,0,2244,0,368,193,3827,0,90,0,0,0,6722,0,865,0,131,48,1427,0,104,0,0,0,2575,0,2315,0,159,79,1722,0,57,0,0,0,4332,0,506,0,93,38,1777,0,59,0,0,0,2473,0,571,0,76,32,1904,0,29,0,0,0,2612,0,833,0,96,63,2395,0,28,0,0,0,3415,0,499,0,26,189,1858,0,2,0,0,0,2574,0,2724,0,314,46,3349,0,109,0,0,0,6542
S147000,台灣摩根士丹利證券,0,0,0,174,183,2687,0,68,0,0,774,3886,0,0,0,369,0,2984,0,35,0,0,599,3987,0,0,0,102,6,2282,0,15,0,0,424,2829,0,0,0,24,3,1901,0,14,0,0,296,2238,0,0,0,0,8,2451,0,6,0,0,498,2963,0,0,0,3,0,1540,0,12,0,0,346,1901,0,0,0,23,52,780,0,6,0,0,228,1089,0,0,0,573,0,3807,0,42,0,0,391,4813
S585999,統一證券自營,0,0,0,3,1,2229,0,0,0,0,282,2515,0,0,0,8,9,1188,0,0,0,0,120,1325,0,481,0,24,30,2238,0,0,0,0,62,2835,0,0,0,12,29,1922,0,0,0,0,127,2090,0,313,0,16,51,2802,0,0,0,0,218,3400,0,50,0,45,57,3826,0,0,0,0,460,4438,0,357,0,0,9,2880,0,0,0,0,340,3586,0,156,0,20,58,5403,0,0,0,0,289,5926
S152000,瑞士信貸銀行台北證券,0,629,0,0,72,2845,0,0,0,0,0,3546,0,814,0,0,47,1410,0,0,0,0,0,2271,0,144,0,0,14,740,0,0,0,0,0,898,0,365,0,0,51,431,0,0,0,0,0,847,0,255,0,0,309,2228,0,0,0,0,0,2792,0,438,0,0,31,2781,0,0,0,0,0,3250,0,339,0,0,63,1035,0,0,0,0,0,1437,0,247,0,0,14,3559,0,0,0,0,0,3820
F034999,澳帝華期貨自營,0,2938,0,59,64,1794,0,18,0,8,218,5099,0,1545,0,19,13,807,0,34,0,19,654,3091,0,46,0,12,16,1031,0,9,0,48,483,1645,0,806,0,15,39,783,0,24,0,102,576,2345,0,1280,0,7,9,548,0,16,0,194,509,2563,0,2147,0,27,21,1353,0,24,0,84,564,4220,0,1042,0,5,19,1041,0,5,0,35,475,2622,0,2431,0,11,25,1868,0,35,0,137,230,4737
F008999,統一期貨自營,0,2541,0,170,230,1517,0,0,0,0,0,4458,0,1114,0,158,92,1536,0,0,0,0,0,2900,0,1537,0,162,162,561,0,0,0,0,0,2422,0,318,0,238,260,298,0,0,0,0,0,1114,0,497,0,100,120,1188,0,0,0,0,0,1905,0,975,0,160,194,693,0,0,0,0,0,2022,0,540,0,130,40,794,0,0,0,0,0,1504,0,1476,0,234,422,474,0,0,0,0,0,2606
S144000,美林證券,0,0,0,0,46,3858,0,0,0,0,0,3904,0,0,0,0,130,5303,0,0,0,0,0,5433,0,0,0,4,12,1948,0,0,0,0,0,1964,0,0,0,0,10,1607,0,0,0,0,0,1617,0,0,0,18,7,2443,0,0,0,0,0,2468,0,0,0,38,31,3026,0,0,0,0,0,3095,0,0,0,2,0,638,0,0,0,0,0,640,0,0,0,18,12,2185,0,0,0,0,0,2215
S538000,第一金證券,0,1185,0,34,79,1554,0,10,2,2,219,3085,0,607,0,49,66,947,0,0,5,0,274,1948,0,1090,0,20,35,1038,0,0,6,2,349,2540,0,1048,0,15,34,839,0,0,3,2,543,2484,0,915,0,12,26,845,0,0,5,16,536,2355,0,1022,0,33,12,1164,0,0,1,8,424,2664,0,657,0,26,41,894,0,0,4,22,222,1866,0,990,0,51,25,1323,0,3,5,9,399,2805
S153000,港商德意志證券台北,0,0,0,101,46,3663,0,0,0,0,0,3810,0,0,0,80,8,1944,0,0,0,0,0,2032,0,0,0,25,10,1324,0,0,0,0,4,1363,0,0,0,35,5,1563,0,0,0,0,0,1603,0,0,0,26,29,1130,0,0,0,0,0,1185,0,0,0,32,0,1525,0,0,0,0,0,1557,0,0,0,15,52,1591,0,0,0,0,0,1658,0,0,0,20,25,1794,0,0,0,0,226,2065
S884000,玉山證券,0,735,0,49,73,1844,0,0,0,2,358,3061,0,643,0,44,41,1015,0,0,0,0,209,1952,0,715,0,45,41,1288,0,0,0,2,283,2374,0,541,0,18,58,994,0,0,0,0,175,1786,0,601,0,20,28,919,0,0,0,14,195,1777,0,591,0,38,22,1059,0,0,0,4,259,1973,0,539,0,42,38,1030,0,0,0,0,194,1843,0,726,0,32,37,1623,0,0,0,0,230,2648
F029999,康和期貨自營,0,0,0,0,0,3590,0,0,0,0,0,3590,0,0,0,0,0,2404,0,0,0,0,0,2404,0,18,0,0,0,2270,0,0,0,0,0,2288,0,4,0,0,0,1803,0,0,0,0,0,1807,0,0,0,0,0,1976,0,0,0,0,0,1976,0,0,0,0,0,2537,0,0,0,0,0,2537,0,0,0,0,0,1810,0,0,0,0,0,1810,0,0,0,0,0,2385,0,0,0,0,0,2385
S888999,國泰證券自營,0,240,0,287,77,1632,0,19,0,0,1215,3470,0,164,0,220,25,512,0,57,0,0,1210,2188,0,232,0,163,43,618,0,72,0,0,809,1937,0,84,0,122,28,311,0,31,0,0,648,1224,0,49,0,53,29,222,0,0,0,0,444,797,0,85,0,152,24,820,0,7,0,0,698,1786,0,42,0,93,22,429,0,12,0,0,1168,1766,0,141,0,113,34,1056,0,25,0,0,1442,2811
F001000,國泰期貨,0,618,0,28,31,1447,0,0,0,0,246,2370,0,371,0,20,25,722,0,1,1,0,250,1390,0,594,0,18,32,833,0,0,0,0,173,1650,0,505,0,21,18,1014,0,1,0,0,121,1680,0,419,0,17,23,2725,0,0,0,0,146,3330,0,667,0,72,16,1328,0,2,0,0,242,2327,0,495,0,46,39,858,0,0,0,1,69,1508,0,675,0,56,25,1580,0,0,0,0,155,2491
S653999,大眾證券自營,0,0,0,0,0,1850,0,0,0,0,200,2050,0,0,0,0,0,1206,0,0,0,0,42,1248,0,8,0,0,0,848,0,0,0,0,62,918,0,24,0,2,0,1841,0,0,0,0,195,2062,0,16,0,1,0,1412,0,0,0,0,102,1531,0,24,0,11,0,1388,0,0,0,0,137,1560,0,0,0,18,12,925,0,0,0,0,62,1017,0,8,0,8,8,1679,0,0,0,0,227,1930
S844000,摩根大通證券,0,0,0,15,27,1501,0,1,0,0,0,1544,0,0,0,36,1,1541,0,0,0,0,0,1578,0,0,0,5,9,257,0,0,0,0,0,271,0,0,0,76,0,1074,0,0,0,0,0,1150,0,0,0,67,66,1167,0,25,0,0,0,1325,0,0,0,15,0,2211,0,0,0,0,0,2226,0,0,0,64,0,1532,0,0,0,0,0,1596,0,0,0,64,63,653,0,1,0,0,0,781
S592999,元富證券自營,0,15,0,0,1,1480,0,0,0,0,176,1672,0,2,0,0,0,648,0,0,0,0,805,1455,0,0,0,0,0,985,0,0,0,0,633,1618,0,0,0,0,2,1012,0,0,0,0,766,1780,0,0,0,0,0,788,0,0,0,0,410,1198,0,0,0,0,0,1261,0,0,0,0,248,1509,0,0,0,0,0,437,0,0,0,0,470,907,0,0,0,0,0,1645,0,0,0,0,349,1994
S960999,富邦證券自營,0,0,0,0,1,18,0,0,0,0,1019,1038,0,0,0,0,0,2,0,0,0,0,1028,1030,0,0,0,0,0,47,0,0,0,0,1102,1149,0,0,0,0,0,24,0,0,0,0,1385,1409,0,0,0,0,0,39,0,0,0,0,1334,1373,0,0,0,0,0,18,0,0,0,0,1217,1235,0,0,0,0,0,38,0,0,0,0,1259,1297,0,0,0,0,0,46,0,0,0,0,1244,1290
S616999,中國信託證券自營,0,0,0,101,0,477,0,0,0,0,229,807,0,0,0,223,12,520,0,0,0,0,304,1059,0,0,0,66,26,393,0,0,0,0,518,1003,0,0,0,202,20,512,0,0,0,0,349,1083,0,0,0,194,26,476,0,0,0,0,239,935,0,0,0,156,30,336,0,0,0,0,628,1150,0,0,0,145,75,394,0,0,0,0,637,1251,0,0,0,143,43,813,0,0,0,0,409,1408
S157999,港商法國興業證券自營,0,0,0,24,7,1202,0,2,0,36,1089,2360,0,0,0,2,2,240,0,10,0,22,895,1171,0,0,0,1,3,418,0,42,0,34,600,1098,0,0,0,0,2,365,0,6,0,66,786,1225,0,0,0,0,0,201,0,0,0,182,586,969,0,0,0,1,0,267,0,16,0,68,769,1121,0,0,0,1,0,172,0,2,0,34,442,651,0,0,0,0,0,227,0,16,0,66,589,898
S526000,大慶證券,0,464,0,11,46,472,0,0,0,0,40,1033,0,221,0,21,17,356,0,0,0,0,39,654,0,276,0,21,23,478,0,0,0,0,27,825,0,265,0,7,20,318,0,0,0,0,14,624,0,281,0,17,19,521,0,0,0,1,22,861,0,292,0,17,27,453,0,1,0,0,56,846,0,181,0,5,26,406,0,1,0,1,24,644,0,378,0,18,18,694,0,0,0,1,57,1166
F002999,永豐期貨自營,0,3,0,26,25,475,0,14,0,0,0,543,0,18,0,7,11,269,0,12,0,0,0,317,0,171,0,25,15,379,0,0,0,0,0,590,0,342,0,24,6,354,0,8,0,0,0,734,0,669,0,34,12,596,0,1,0,0,0,1312,0,446,0,14,7,504,0,3,0,0,0,974,0,227,0,14,7,320,0,1,0,0,0,569,0,538,0,17,5,725,0,1,0,0,0,1286
S616000,中國信託證券,0,205,0,10,8,431,0,0,0,2,68,724,0,167,0,1,3,223,0,0,0,0,44,438,0,244,0,1,6,400,0,0,0,0,89,740,0,137,0,3,17,269,0,0,0,0,29,455,0,118,0,1,1,287,0,0,0,0,66,473,0,251,0,24,7,474,0,0,0,0,102,858,0,245,0,11,6,264,0,0,0,0,42,568,0,327,0,14,10,474,0,0,0,1,30,856
S856000,新光證券,0,285,0,25,6,517,0,0,0,3,293,1129,0,220,0,9,7,283,0,1,0,5,242,767,0,233,0,13,13,445,0,1,0,3,186,894,0,204,0,4,7,290,0,0,0,7,16,528,0,190,0,10,8,306,0,7,0,0,22,543,0,210,0,9,8,307,0,0,0,0,20,554,0,225,0,6,8,276,0,0,0,5,21,541,0,302,0,11,16,431,0,0,0,8,21,789
S653000,大眾證券,0,300,0,7,11,288,0,0,0,0,99,705,0,167,0,5,4,235,0,0,0,0,63,474,0,265,0,6,4,330,0,0,0,0,48,653,0,235,0,9,3,216,0,0,0,0,38,501,0,249,0,5,3,285,0,0,0,0,34,576,0,227,0,5,3,403,0,0,0,0,29,667,0,186,0,13,5,258,0,0,0,0,27,489,0,323,0,16,12,474,0,0,0,0,148,973
S126000,宏遠證券,0,153,0,4,1,409,0,0,0,0,3,570,0,126,0,2,2,207,0,0,0,0,12,349,0,160,0,1,1,288,0,0,0,0,46,496,0,128,0,2,6,203,0,0,0,0,24,363,0,77,0,1,2,301,0,0,0,0,36,417,0,124,0,3,6,275,0,0,0,1,11,420,0,92,0,15,0,190,0,0,0,0,10,307,0,143,0,16,17,453,0,0,0,1,42,672
S126999,宏遠證券自營,0,0,0,0,0,1242,0,0,0,0,0,1242,0,0,0,0,0,327,0,0,0,0,0,327,0,0,0,0,0,147,0,0,0,0,0,147,0,18,0,0,0,90,0,0,0,0,0,108,0,20,0,0,0,100,0,0,0,0,0,120,0,10,0,0,0,203,0,0,0,0,0,213,0,0,0,0,0,258,0,0,0,0,0,258,0,0,0,0,0,1099,0,0,0,0,0,1099
S116999,日盛證券自營,0,0,0,29,55,253,0,0,0,0,207,544,0,0,0,58,70,208,0,0,0,0,223,559,0,0,0,8,72,98,0,0,0,0,164,342,0,0,0,68,69,87,0,0,0,0,188,412,0,4,0,52,55,83,0,0,0,0,132,326,0,4,0,19,45,164,0,0,0,0,138,370,0,2,0,42,75,128,0,0,0,0,178,425,0,4,0,28,70,292,0,0,0,0,187,581
S109000,台灣工銀證券,0,160,0,1,1,232,0,0,0,0,38,432,0,137,0,5,2,80,0,0,0,0,34,258,0,170,0,5,2,110,0,0,0,0,62,349,0,134,0,0,1,104,0,0,0,0,28,267,0,91,0,5,2,112,0,0,0,0,41,251,0,213,0,5,5,178,0,0,0,0,78,479,0,131,0,5,1,99,0,0,0,0,34,270,0,201,0,8,12,236,0,0,0,0,37,494
S218000,亞東證券,0,121,0,2,0,77,0,0,0,0,111,311,0,49,0,0,1,27,0,0,0,0,242,319,0,78,0,1,4,81,0,0,0,0,240,404,0,69,0,1,0,78,0,0,0,0,218,366,0,55,0,1,3,49,0,0,0,0,141,249,0,49,0,4,2,41,0,0,0,0,180,276,0,41,0,5,2,44,0,0,0,1,191,284,0,94,0,6,0,89,0,0,0,0,279,468
F007999,日盛期貨自營,0,0,0,5,0,304,0,0,0,0,0,309,0,0,0,0,0,151,0,0,0,0,0,151,0,0,0,0,0,273,0,0,0,0,0,273,0,0,0,0,0,252,0,0,0,0,0,252,0,0,0,0,0,179,0,0,0,0,0,179,0,0,0,0,0,269,0,0,0,0,0,269,0,0,0,0,0,213,0,0,0,0,0,213,0,0,0,0,0,374,0,0,0,0,0,374
S109999,台灣工銀證券自營,0,166,0,17,52,120,0,0,0,0,100,455,0,69,0,17,41,85,0,0,0,0,43,255,0,25,0,0,1,103,0,0,0,0,86,215,0,7,0,18,38,51,0,0,0,0,123,237,0,45,0,0,10,213,0,0,0,0,156,424,0,68,0,34,42,120,0,0,0,0,49,313,0,21,0,0,6,63,0,0,0,0,91,181,0,23,0,16,21,163,0,0,0,0,60,283
S551999,永豐金證券自營,0,0,0,56,30,190,0,0,0,0,12,288,0,0,0,12,12,63,0,0,0,0,4,91,0,0,0,12,0,199,0,9,0,0,34,254,0,0,0,0,0,166,0,0,0,0,0,166,0,0,0,1,0,73,0,0,0,0,9,83,0,0,0,1,0,99,0,9,0,0,23,132,0,0,0,2,0,129,0,0,0,0,3,134,0,0,0,28,16,64,0,0,0,0,3,111
S165000,新加坡商瑞銀證券,0,0,0,0,1,74,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,1414
S505000,大展證券,0,12,0,0,1,44,0,0,0,0,8,65,0,28,0,2,0,41,0,0,0,0,13,84,0,32,0,3,0,40,0,0,0,0,11,86,0,44,0,2,0,104,0,0,0,0,16,166,0,32,0,1,0,51,0,0,0,0,43,127,0,49,0,5,1,48,0,0,0,0,60,163,0,24,0,2,0,33,0,0,0,0,33,92,0,40,0,6,1,49,0,0,0,1,0,97
S645000,永全證券,0,59,0,4,4,77,0,0,0,0,21,165,0,20,0,0,4,57,0,0,0,0,23,104,0,40,0,0,0,45,0,0,0,0,40,125,0,32,0,1,0,52,0,0,0,0,27,112,0,36,0,2,0,44,0,0,0,0,23,105,0,39,0,2,0,55,0,0,0,0,31,127,0,25,0,2,0,46,0,0,0,0,30,103,0,40,0,2,0,44,0,0,0,0,36,122
S538999,第一金證券自營,0,36,0,42,44,25,0,0,0,0,0,147,0,80,0,44,52,5,0,0,0,0,0,181,0,16,0,20,30,7,0,0,0,0,0,73,0,8,0,44,72,14,0,0,0,0,0,138,0,40,0,38,51,2,0,0,0,0,0,131,0,36,0,8,9,11,0,0,0,0,0,64,0,44,0,24,18,9,0,0,0,0,0,95,0,36,0,30,28,17,0,0,0,0,0,111
F018999,元富期貨自營,0,187,0,0,0,55,0,0,0,0,1,243,0,85,0,0,0,33,0,0,0,0,0,118,0,9,0,0,0,52,0,0,0,0,28,89,0,3,0,0,0,48,0,0,0,0,0,51,0,67,0,0,0,68,0,0,0,0,4,139,0,17,0,0,0,92,0,0,0,0,16,125,0,46,0,0,0,60,0,0,0,0,1,107,0,0,0,0,0,98,0,0,0,0,0,98
S700999,兆豐證券自營,0,222,0,0,0,0,0,0,0,0,0,222,0,31,0,0,0,0,0,0,0,0,0,31,0,136,0,0,0,10,0,0,0,0,0,146,0,80,0,0,0,3,0,0,0,0,0,83,0,41,0,0,0,21,0,0,0,0,0,62,0,102,0,0,0,10,0,0,0,0,0,112,0,27,0,0,0,10,0,0,0,0,0,37,0,68,0,0,0,20,0,0,0,0,0,88
S703000,致和證券,0,77,0,1,5,61,0,0,0,0,2,146,0,22,0,0,5,37,0,0,0,0,1,65,0,36,0,4,5,56,0,0,0,1,0,102,0,41,0,2,3,105,0,0,0,0,0,151,0,55,0,2,1,47,0,0,0,0,1,106,0,40,0,2,5,81,0,0,0,1,1,130,0,46,0,0,0,36,0,0,0,0,8,90,0,50,0,2,4,87,0,0,0,2,5,150
S779999,國票證券自營,0,0,0,0,0,314,0,0,0,0,0,314,0,0,0,0,0,104,0,0,0,0,0,104,0,0,0,0,0,103,0,0,0,0,0,103,0,0,0,0,0,67,0,0,0,0,0,67,0,0,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,141,0,0,0,0,0,141,0,0,0,0,0,57,0,0,0,0,0,57,0,0,0,0,0,232,0,0,0,0,0,232
S509999,華南永昌證券自營,0,0,0,2,60,120,0,2,0,0,0,184,0,0,0,0,20,26,0,0,0,0,0,46,0,0,0,4,0,75,0,2,0,0,0,81,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,154,0,0,0,0,0,154,0,0,0,0,0,78,0,0,0,0,0,78,0,0,0,1,0,157,0,1,0,0,0,159
