期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
F034000,澳帝華期貨,0,5896,0,71,25,4402,0,151,0,0,0,10545,0,5708,0,123,35,2281,0,126,0,0,0,8273,0,5785,0,88,34,2758,0,116,0,0,0,8781,0,6139,0,88,29,2883,0,68,0,0,0,9207,0,2717,0,51,21,1560,0,39,0,0,0,4388,0,6094,0,83,32,2571,0,73,0,0,0,8853,0,3625,0,117,16,1589,0,10,0,0,0,5357,0,4030,0,89,31,2311,0,34,0,0,0,6495,0,6029,0,79,79,3101,0,109,0,0,0,9397
S920999,凱基證券自營,0,19,0,5,17,843,0,87,0,32,7374,8377,0,53,0,7,94,400,0,125,0,45,6293,7017,0,270,0,0,34,504,0,93,0,49,6180,7130,0,282,0,2,51,492,0,147,0,72,7698,8744,0,180,0,6,1,318,0,45,0,47,4889,5486,0,407,0,0,22,576,0,89,0,76,4905,6075,0,157,0,14,17,498,0,74,0,44,6485,7289,0,72,0,0,273,898,0,92,0,28,6088,7451,0,491,0,14,98,761,0,186,0,51,961,2562
F018000,元富期貨,0,2518,1,750,373,3799,0,1,0,6,726,8174,0,1899,1,671,229,2392,0,1,0,3,578,5774,0,2226,0,405,251,4190,0,2,0,0,801,7875,0,2470,0,157,159,4437,0,0,0,4,698,7925,0,1411,0,69,148,2918,0,1,0,0,917,5464,0,2532,0,194,273,4280,0,1,1,1,1097,8379,0,1393,0,147,128,1863,0,1,0,4,1000,4536,0,1582,0,155,329,3088,0,0,0,1,868,6023,0,1956,0,420,252,3730,0,9,0,1,745,7113
F039000,大昌期貨,0,3536,0,132,82,4195,0,0,0,0,419,8364,0,2180,0,108,120,2907,0,2,0,0,458,5775,0,3017,0,269,105,3356,0,1,0,0,451,7199,0,2947,0,132,93,3460,0,0,0,6,551,7189,0,1911,0,97,72,2466,0,0,0,2,457,5005,0,2941,0,180,141,3335,0,0,2,3,418,7020,0,1696,0,124,76,1882,0,0,0,3,459,4240,0,2029,0,135,58,2257,0,0,0,0,464,4943,0,2994,0,179,63,3690,0,1,0,1,399,7327
B224999,中國信託商業銀行自營,0,84,0,5,0,815,0,64,0,25,4423,5416,0,153,0,3,8,445,0,64,0,22,4326,5021,0,69,0,0,0,353,0,75,0,28,6303,6828,0,20,0,0,0,629,0,28,0,64,5630,6371,0,0,0,5,5,303,0,65,0,43,4718,5139,0,73,0,0,0,451,0,87,0,39,4718,5368,0,49,0,0,14,676,0,82,0,4,4079,4904,0,0,0,5,40,955,0,65,0,30,5376,6471,0,32,0,0,30,486,0,444,0,100,4087,5179
F030000,兆豐期貨,0,1833,0,197,233,4526,0,79,0,6,1013,7887,0,977,0,172,212,2676,0,142,6,1,746,4932,0,1355,0,164,120,2766,0,81,0,1,964,5451,0,1260,0,137,146,3606,0,66,0,13,675,5903,0,954,0,132,237,2559,0,58,0,0,1006,4946,0,1525,0,148,184,2891,0,65,0,0,922,5735,0,801,0,137,130,1729,0,53,0,0,918,3768,0,1017,0,116,184,2337,0,38,0,1,891,4584,0,1521,0,166,187,2485,0,26,0,0,953,5338
F014000,華南期貨,0,1564,0,162,100,2474,0,4,0,3,183,4490,0,884,0,105,105,1705,0,4,0,0,211,3014,0,1295,0,136,92,2310,0,0,0,0,276,4109,0,1308,0,118,76,1700,0,0,0,1,322,3525,0,766,0,230,62,1247,0,0,0,0,293,2598,0,1270,0,163,212,2301,0,0,0,0,326,4272,0,804,0,137,84,1387,0,0,0,0,367,2779,0,955,0,161,131,1332,0,0,0,0,413,2992,0,1458,0,123,192,2455,0,0,0,0,289,4517
F005000,國票期貨,0,1673,0,76,147,1530,0,0,1,3,612,4042,0,944,0,55,121,970,0,0,1,3,659,2753,0,1154,0,70,96,1161,0,0,2,4,767,3254,0,1197,0,61,67,1207,0,0,1,9,596,3138,0,879,0,65,56,745,0,0,0,3,1023,2771,0,1366,0,77,114,1298,0,0,1,7,944,3807,0,698,0,56,77,867,0,0,0,1,1261,2960,0,814,0,79,68,920,0,0,0,2,690,2573,0,1164,0,84,82,1274,0,0,1,3,815,3423
S888999,國泰證券自營,0,47,0,56,25,822,0,5,0,0,2170,3125,0,29,0,46,21,966,0,30,0,0,1549,2641,0,23,0,116,9,474,0,15,0,0,2372,3009,0,47,0,43,19,529,0,3,0,0,1484,2125,0,12,0,52,11,362,0,15,0,0,1522,1974,0,77,0,83,26,1085,0,47,0,0,1398,2716,0,23,0,75,17,812,0,27,0,0,2236,3190,0,76,0,78,27,635,0,58,0,0,2014,2888,0,158,0,122,41,1060,0,143,0,0,1965,3489
S585999,統一證券自營,0,7,0,143,30,3097,0,0,0,0,836,4113,0,0,0,108,49,2335,0,0,0,0,1155,3647,0,168,0,57,24,1865,0,0,0,0,1087,3201,0,80,0,50,44,1416,0,0,0,0,641,2231,0,0,0,35,60,693,0,0,0,0,459,1247,0,2,0,49,96,2630,0,0,0,0,351,3128,0,0,0,46,9,1625,0,0,0,0,270,1950,0,4,0,61,31,1390,0,20,0,0,695,2201,0,2,0,153,22,2412,0,20,0,0,705,3314
S884000,玉山證券,0,752,0,68,48,1951,0,0,0,7,349,3175,0,460,0,55,43,1318,0,0,0,0,258,2134,0,608,0,120,58,1391,0,0,0,2,274,2453,0,548,0,75,32,1421,0,0,0,5,334,2415,0,413,0,35,33,926,0,0,0,6,296,1709,0,551,0,35,42,1086,0,0,0,1,306,2021,0,381,0,25,35,1263,0,0,0,1,290,1995,0,385,0,45,24,856,0,2,0,5,299,1616,0,651,0,84,36,2099,0,0,0,1,215,3086
S538000,第一金證券,0,846,0,39,37,1252,0,3,3,10,107,2297,0,497,0,59,59,851,0,4,3,6,137,1616,0,762,0,56,60,1088,0,4,2,0,185,2157,0,603,0,47,65,1112,0,0,2,2,417,2248,0,519,0,55,34,742,0,0,0,4,233,1587,0,804,0,50,62,1520,0,0,2,2,165,2605,0,337,0,31,57,786,0,0,2,1,339,1553,0,523,0,35,86,980,0,0,1,1,258,1884,0,664,0,45,34,1713,0,0,2,3,259,2720
S147000,台灣摩根士丹利證券,0,0,0,8,71,1621,0,37,0,0,865,2602,0,0,0,0,0,1586,0,0,0,0,0,1586,0,0,0,100,63,1376,0,15,0,0,469,2023,0,0,0,0,0,884,0,0,0,0,0,884,0,0,0,25,70,517,0,2,0,0,419,1033,0,0,0,0,53,461,0,21,0,0,523,1058,0,0,0,0,0,862,0,1,0,0,372,1235,0,0,0,0,234,1677,0,25,0,0,375,2311,0,0,0,46,268,3238,0,20,0,0,353,3925
F034999,澳帝華期貨自營,0,265,0,20,27,555,0,82,0,60,493,1502,0,169,0,0,8,396,0,49,0,22,423,1067,0,624,0,16,12,2574,0,95,0,50,561,3932,0,318,0,21,17,956,0,60,0,77,501,1950,0,1475,0,13,13,741,0,30,0,39,235,2546,0,24,0,11,58,906,0,24,0,53,276,1352,0,7,0,13,19,1216,0,4,0,34,396,1689,0,0,0,26,48,723,0,67,0,0,1232,2096,0,1602,0,18,18,2368,0,107,0,65,223,4401
S153000,港商德意志證券台北,0,375,0,84,97,3150,0,0,0,0,0,3706,0,117,0,8,1,539,0,0,0,0,140,805,0,240,0,119,79,1800,0,0,0,0,0,2238,0,144,0,8,55,534,0,0,0,0,0,741,0,143,0,46,47,1098,0,0,0,0,664,1998,0,535,0,10,13,2649,0,0,0,0,100,3307,0,136,0,10,26,1938,0,0,0,0,172,2282,0,154,0,14,21,1369,0,0,0,0,50,1608,0,247,0,76,7,1295,0,0,0,0,110,1735
S616000,中國信託證券,0,173,0,34,15,298,0,2,0,3,60,585,0,125,0,47,14,339,0,0,0,2,47,574,0,145,0,9,8,308,0,6,0,0,110,586,0,174,0,35,10,338,0,0,0,1,93,651,0,114,0,39,6,214,0,0,0,0,68,441,0,165,0,38,6,321,0,4,0,0,160,694,0,72,0,53,6,237,0,0,0,0,26,394,0,77,0,14,6,245,0,0,0,0,68,410,0,115,0,21,9,299,0,0,0,1,2583,3028
F001000,國泰期貨,0,462,0,24,52,1623,0,2,0,0,170,2333,0,233,0,62,52,1093,0,2,0,1,256,1699,0,364,0,57,50,1287,0,4,0,0,246,2008,0,404,0,103,39,1374,0,2,0,1,325,2248,0,216,0,107,22,841,0,2,0,1,249,1438,0,369,0,51,71,1335,0,2,0,1,242,2071,0,142,0,36,51,656,0,2,0,0,225,1112,0,210,0,54,19,848,0,0,1,0,147,1279,0,325,0,121,32,2220,0,6,0,2,204,2910
F008999,統一期貨自營,0,715,0,74,43,430,0,0,0,0,0,1262,0,303,0,42,90,384,0,0,0,0,0,819,0,1151,0,22,42,937,0,0,0,0,0,2152,0,698,0,66,58,878,0,0,0,0,0,1700,0,644,0,34,14,475,0,0,0,0,0,1167,0,1195,0,86,153,902,0,0,0,0,0,2336,0,332,0,108,113,579,0,0,0,0,0,1132,0,564,0,114,4,643,0,0,0,0,0,1325,0,460,0,204,43,2303,0,0,0,0,0,3010
F004999,凱基期貨自營,0,205,0,61,37,875,0,14,0,0,0,1192,0,307,0,12,92,1160,0,7,0,0,0,1578,0,360,0,47,50,1533,0,22,0,0,0,2012,0,505,0,34,39,763,0,0,0,0,0,1341,0,131,0,22,10,938,0,8,0,0,0,1109,0,451,0,32,69,2360,0,5,0,0,0,2917,0,293,0,73,52,665,0,26,0,0,0,1109,0,523,0,218,67,1426,0,131,0,0,0,2365,0,486,0,53,4,1743,0,9,0,0,0,2295
S144000,美林證券,0,0,0,25,7,1098,0,0,0,0,0,1130,0,0,0,9,14,3149,0,0,0,0,0,3172,0,0,0,42,2,1051,0,0,0,0,0,1095,0,0,0,92,0,1446,0,0,0,0,0,1538,0,0,0,3,2,417,0,0,0,0,0,422,0,0,0,87,2,825,0,0,0,0,0,914,0,0,0,3,28,396,0,0,0,0,0,427,0,2,0,14,60,912,0,0,0,0,0,988,0,0,0,16,7,1724,0,0,0,0,0,1747
F021999,元大寶來期貨自營,0,355,0,69,4,1465,0,2,0,5,87,1987,0,131,0,68,7,851,0,2,0,0,235,1294,0,312,0,94,7,1938,0,4,0,0,172,2527,0,221,0,73,3,1408,0,4,0,0,231,1940,0,98,0,59,6,1052,0,2,0,0,197,1414,0,360,0,130,24,1700,0,4,0,0,156,2374,0,140,0,72,8,710,0,2,0,32,120,1084,0,176,0,46,5,830,0,2,0,0,156,1215,0,258,0,56,6,1504,0,16,0,0,98,1938
F029999,康和期貨自營,0,0,0,0,0,1057,0,0,0,0,1,1058,0,84,0,0,0,1310,0,0,0,0,10,1404,0,24,0,0,6,1692,0,0,0,0,0,1722,0,56,0,0,0,1498,0,0,0,0,0,1554,0,44,0,0,8,756,0,0,0,0,0,808,0,36,0,3,8,1898,0,0,0,0,0,1945,0,13,0,21,6,1372,0,0,0,0,0,1412,0,35,0,12,22,1277,0,0,0,0,23,1369,0,0,0,0,0,1598,0,0,0,0,11,1609
S616999,中國信託證券自營,0,12,0,191,85,1066,0,0,0,0,483,1837,0,2,0,142,0,511,0,0,0,0,1319,1974,0,0,0,161,0,394,0,0,0,0,553,1108,0,0,0,138,0,316,0,0,0,0,1102,1556,0,0,0,120,0,290,0,0,0,0,1533,1943,0,23,0,122,0,487,0,0,0,0,736,1368,0,0,0,268,0,434,0,0,0,0,645,1347,0,0,0,257,0,380,0,0,0,0,1066,1703,0,0,0,447,20,552,0,0,0,0,872,1891
S152000,瑞士信貸銀行台北證券,0,0,0,0,28,993,0,0,0,0,0,1021,0,0,0,0,24,462,0,0,0,0,0,486,0,0,0,0,9,628,0,0,0,0,0,637,0,0,0,0,11,493,0,0,0,0,0,504,0,0,0,0,161,1129,0,0,0,0,0,1290,0,0,0,5,36,339,0,0,0,0,0,380,0,0,0,0,25,176,0,0,0,0,0,201,0,0,0,12,8,99,0,0,0,0,0,119,0,0,0,23,9,589,0,0,0,0,0,621
S844000,摩根大通證券,0,0,0,30,14,793,0,2,0,0,0,839,0,0,0,1,2,548,0,0,0,0,0,551,0,0,0,6,26,708,0,1,0,0,0,741,0,0,0,3,52,74,0,21,0,0,0,150,0,0,0,16,25,1242,0,3,0,0,0,1286,0,0,0,68,141,1035,0,1,0,0,0,1245,0,0,0,81,28,271,0,0,0,0,0,380,0,0,0,14,24,88,0,0,0,0,0,126,0,0,0,21,50,2425,0,16,0,0,0,2512
S960999,富邦證券自營,0,0,0,0,0,16,0,0,0,0,1233,1249,0,0,0,0,0,6,0,0,0,0,1077,1083,0,0,0,0,0,19,0,0,0,0,1265,1284,0,0,0,0,0,5,0,0,0,0,1588,1593,0,0,0,0,0,8,0,0,0,0,1056,1064,0,0,0,0,3,9,0,0,0,0,1134,1146,0,0,0,0,0,6,0,0,0,0,1226,1232,0,0,0,2,0,7,0,0,0,0,1183,1192,0,0,0,0,0,2,0,0,0,0,1237,1239
S592999,元富證券自營,0,0,0,0,0,608,0,0,0,0,350,958,0,0,0,0,0,411,0,0,0,0,186,597,0,0,0,0,0,461,0,0,0,0,338,799,0,0,0,0,0,634,0,0,0,0,207,841,0,0,0,0,0,555,0,0,0,0,255,810,0,0,0,0,0,900,0,0,0,0,606,1506,0,0,0,0,0,3575,0,0,0,0,172,3747,0,54,0,0,0,622,0,0,0,0,139,815,0,0,0,0,0,598,0,0,0,0,167,765
S157999,港商法國興業證券自營,0,0,0,0,0,666,0,34,0,50,633,1383,0,0,0,0,0,392,0,26,0,46,534,998,0,0,0,0,0,606,0,42,0,34,524,1206,0,0,0,0,0,737,0,26,0,100,330,1193,0,0,0,0,0,292,0,4,0,32,332,660,0,0,0,0,0,830,0,12,0,58,460,1360,0,0,0,0,0,325,0,24,0,70,176,595,0,0,0,0,0,500,0,68,0,14,384,966,0,0,0,3,0,933,0,50,0,96,55,1137
S526000,大慶證券,0,226,0,19,33,445,0,1,0,1,48,773,0,161,0,37,39,382,0,3,0,0,108,730,0,147,0,19,36,251,0,0,0,0,91,544,0,147,0,26,22,412,0,0,0,0,68,675,0,162,0,19,23,220,0,1,0,2,68,495,0,210,0,26,51,369,0,2,0,0,73,731,0,94,0,9,27,186,0,1,0,2,53,372,0,103,0,15,10,199,0,0,0,1,59,387,0,236,0,30,9,288,0,0,0,0,78,641
F002999,永豐期貨自營,0,223,0,71,59,235,0,0,0,0,14,602,0,152,0,41,61,111,0,0,0,0,0,365,0,200,0,32,43,110,0,0,0,0,0,385,0,135,0,38,60,154,0,0,0,0,0,387,0,123,0,30,72,123,0,0,0,0,0,348,0,248,0,34,110,484,0,0,0,0,0,876,0,89,0,96,46,115,0,0,0,0,0,346,0,186,0,34,49,191,0,0,0,0,0,460,0,291,0,37,36,295,0,0,0,0,6,665
S856000,新光證券,0,274,0,41,24,285,0,0,0,3,58,685,0,108,0,13,7,214,0,1,0,1,120,464,0,196,0,23,24,288,0,0,0,4,91,626,0,211,0,17,40,323,0,0,0,0,91,682,0,100,0,11,29,294,0,1,0,0,85,520,0,202,0,26,21,306,0,1,0,0,117,673,0,111,0,20,13,184,0,1,0,0,115,444,0,131,0,7,9,188,0,0,0,0,83,418,0,200,0,10,10,355,0,0,0,1,55,631
S653000,大眾證券,0,317,0,8,26,193,0,0,0,0,45,589,0,225,0,13,13,115,0,1,0,0,68,435,0,280,0,13,15,212,0,0,0,0,107,627,0,245,0,16,7,183,0,1,0,0,81,533,0,145,0,11,2,304,0,0,0,0,57,519,0,208,0,10,36,192,0,0,0,0,53,499,0,105,0,9,25,185,0,0,0,0,57,381,0,157,0,10,11,107,0,0,0,0,51,336,0,281,0,10,9,360,0,0,0,0,39,699
S116999,日盛證券自營,0,0,0,47,85,203,0,0,0,0,221,556,0,0,0,101,60,109,0,0,0,0,82,352,0,0,0,54,16,77,0,0,0,0,155,302,0,0,0,27,36,158,0,0,0,0,127,348,0,0,0,72,35,112,0,0,0,0,63,282,0,0,0,69,52,174,0,0,0,0,189,484,0,0,0,92,168,178,0,0,2,0,64,504,0,0,0,29,35,217,0,0,0,0,217,498,0,0,0,43,16,178,0,4,1,0,117,359
S126000,宏遠證券,0,160,0,1,7,229,0,0,0,0,103,500,0,53,0,0,4,113,0,0,0,0,67,237,0,70,0,1,0,201,0,0,0,0,85,357,0,69,0,3,10,180,0,0,0,0,76,338,0,62,0,2,2,181,0,0,0,0,68,315,0,91,0,2,7,302,0,0,0,0,94,496,0,30,0,1,9,163,0,0,0,0,86,289,0,64,0,1,8,212,0,0,0,0,61,346,0,100,0,5,8,320,0,0,0,0,158,591
F007999,日盛期貨自營,0,0,0,0,2,435,0,0,0,0,0,437,0,0,0,0,4,165,0,0,0,0,0,169,0,0,0,2,18,337,0,0,0,0,0,357,0,0,0,1,13,248,0,0,0,0,0,262,0,0,0,0,8,140,0,0,0,0,0,148,0,0,0,0,20,592,0,0,0,0,0,612,0,0,0,18,10,268,0,0,0,0,0,296,0,0,0,2,19,337,0,0,0,0,0,358,0,0,0,0,6,625,0,0,0,0,0,631
S653999,大眾證券自營,0,0,0,19,18,875,0,0,0,0,0,912,0,0,0,14,18,267,0,0,0,0,0,299,0,0,0,4,4,146,0,0,0,0,14,168,0,0,0,15,12,276,0,0,0,0,0,303,0,0,0,17,8,134,0,0,0,0,12,171,0,0,0,45,40,299,0,0,0,0,0,384,0,0,0,7,5,158,0,0,0,0,0,170,0,0,0,28,14,141,0,0,0,0,26,209,0,0,0,35,26,296,0,0,0,0,5,362
S109000,台灣工銀證券,0,101,0,16,10,222,0,0,0,0,16,365,0,52,0,13,0,139,0,0,1,0,35,240,0,89,0,13,4,295,0,0,3,0,66,470,0,97,0,16,3,148,0,0,2,0,48,314,0,64,0,10,3,108,0,0,0,0,18,203,0,106,0,15,15,226,0,0,0,0,39,401,0,67,0,9,10,95,0,0,1,0,28,210,0,69,0,15,3,145,0,0,1,0,45,278,0,89,0,10,2,113,0,0,0,0,60,274
S218000,亞東證券,0,63,0,2,0,102,0,0,0,0,208,375,0,48,0,2,1,74,0,0,0,0,224,349,0,43,0,1,0,61,0,0,1,0,268,374,0,49,0,1,0,77,0,0,1,0,223,351,0,48,0,4,31,99,0,0,0,0,216,398,0,67,0,25,19,75,0,0,0,0,149,335,0,47,0,6,1,73,0,0,0,0,167,294,0,41,0,11,13,76,0,0,0,0,277,418,0,67,0,9,12,34,0,0,1,0,205,328
S109999,台灣工銀證券自營,0,0,0,0,0,60,0,0,0,0,58,118,0,0,0,0,0,36,0,0,0,0,59,95,0,0,0,0,0,63,0,0,0,0,40,103,0,0,0,0,0,322,0,0,0,0,26,348,0,2,0,0,0,106,0,0,0,0,49,157,0,6,0,0,0,56,0,0,0,0,166,228,0,0,0,0,0,97,0,0,0,0,177,274,0,0,0,0,0,204,0,0,0,0,362,566,0,0,0,0,67,53,0,0,0,0,243,363
S509999,華南永昌證券自營,0,0,0,0,10,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,14,0,0,0,0,0,43,0,2,0,0,0,45,0,0,0,0,10,27,0,0,0,0,0,37,0,0,0,0,0,39,0,1,0,0,0,40,0,0,0,0,0,12,0,1,0,0,0,13,0,0,0,29,78,12,0,7,0,0,0,126,0,0,0,20,92,114,0,0,0,0,0,226
S884999,玉山證券自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,66,0,0,0,0,16,84,0,14,0,2,0,199,0,0,0,0,18,233
S126999,宏遠證券自營,0,24,0,0,0,35,0,0,0,0,0,59,0,50,0,0,0,16,0,0,0,0,0,66,0,38,0,0,0,41,0,0,0,0,0,79,0,14,0,0,0,64,0,0,0,0,0,78,0,22,0,0,0,212,0,0,0,0,0,234,0,41,0,0,0,407,0,0,0,0,0,448,0,18,0,0,0,56,0,0,0,0,0,74,0,6,0,0,0,87,0,0,0,0,0,93,0,63,0,0,0,124,0,0,0,0,0,187
F020999,群益期貨自營,0,0,0,7,27,90,0,0,0,0,0,124,0,0,0,36,30,60,0,0,0,0,0,126,0,0,0,4,17,87,0,0,0,0,0,108,0,0,0,2,10,57,0,0,0,0,0,69,0,0,0,6,10,74,0,0,0,0,0,90,0,0,0,11,7,176,0,0,0,0,0,194,0,0,0,0,4,96,0,0,0,0,0,100,0,0,0,2,1,64,0,0,0,0,0,67,0,0,0,1,1,178,0,0,0,0,0,180
S159000,花旗環球國際證券,0,0,0,0,0,139,0,0,0,0,0,139,0,0,0,0,0,227,0,0,0,0,0,227,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,219,0,0,0,0,0,219,0,0,0,0,0,542,0,0,0,0,0,542,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,106,0,0,0,0,0,106,0,0,0,0,0,68,0,0,0,0,0,68,0,0,0,0,0,35,0,0,0,0,0,35
