期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20131202,,,,,,,,,,,,20131203,,,,,,,,,,,,20131204,,,,,,,,,,,,20131205,,,,,,,,,,,,20131206,,,,,,,,,,,,20131209,,,,,,,,,,,,20131210,,,,,,,,,,,,20131211,,,,,,,,,,,,20131212,,,,,,,,,,,,20131213,,,,,,,,,,,
F021000,元大寶來期貨,0,20006,0,1534,1570,35931,0,93,0,30,2910,62074,0,19312,0,1547,1403,30493,0,38,2,53,2964,55812,0,26297,0,2260,1872,41586,0,75,1,5,3048,75144,0,30868,0,2016,1899,47413,0,55,1,20,3090,85362,0,24298,0,1855,1627,35221,0,67,0,41,2555,65664,0,21978,0,2070,1716,34716,0,84,0,22,3735,64321,0,16263,0,1874,1769,26145,0,44,0,19,2609,48723,0,30325,0,2589,2825,53257,0,63,0,41,3684,92784,0,24612,0,2631,1949,41253,0,55,0,13,3010,73523,0,22376,0,2134,1648,41722,0,49,1,62,2736,70728
F004000,凱基期貨,0,9715,0,793,480,22744,0,82,0,14,2432,36260,0,8189,0,698,365,19676,0,25,0,29,3652,32634,0,11207,0,1004,470,29641,0,39,0,7,4275,46643,0,13337,0,989,392,32464,0,61,0,23,4055,51321,0,10438,0,979,302,24468,0,33,0,10,4714,40944,0,9980,0,697,255,20962,0,41,0,12,5019,36966,0,6922,0,689,304,15377,0,44,0,13,3314,26663,0,13114,2,1200,737,32888,0,26,0,12,4518,52497,0,10582,0,1065,518,25774,0,36,0,20,4177,42172,0,10454,0,575,350,22041,0,19,0,38,23456,56933
S980999,元大寶來證券自營,0,6990,0,203,40,9317,0,105,0,10,8145,24810,0,6429,0,180,16,7124,0,58,0,36,9085,22928,0,8960,0,174,15,11217,0,120,0,23,9311,29820,0,9690,0,204,48,12358,0,116,0,78,10291,32785,0,7855,0,119,24,9567,0,66,0,64,10344,28039,0,8231,0,151,52,11610,0,122,0,75,10746,30987,0,3947,0,108,26,6054,0,94,0,53,9013,19295,0,9513,0,206,50,14736,0,75,0,80,11692,36352,0,6057,0,132,59,10075,0,101,0,30,10145,26599,0,5441,0,110,19,7714,0,66,0,60,30446,43856
F020000,群益期貨,0,8044,0,205,294,11339,0,24,0,0,1877,21783,0,6720,0,144,144,10611,0,10,0,6,2256,19891,0,9649,0,200,191,14322,0,41,0,2,2009,26414,0,11889,0,218,251,14947,0,7,0,10,1967,29289,0,8800,0,218,210,11495,0,5,3,2,1572,22305,0,8834,0,228,287,10788,0,15,0,2,2011,22165,0,6136,0,205,277,9040,0,6,0,7,1775,17446,0,11470,0,363,788,15881,0,19,0,19,2102,30642,0,9839,0,262,378,14599,0,5,0,3,3960,29046,0,8649,0,177,277,13974,0,15,0,6,2229,25327
F002000,永豐期貨,0,8474,0,252,266,9560,0,24,0,7,920,19503,0,7956,0,317,197,8813,0,22,0,16,1779,19100,0,11903,0,302,380,12240,0,34,0,10,1259,26128,0,11778,0,363,383,11841,0,21,0,22,1587,25995,0,8671,0,407,358,9452,0,44,1,10,1142,20085,0,9483,0,269,379,9750,0,31,0,4,1498,21414,0,6723,0,251,340,7757,0,21,0,8,912,16012,0,11365,2,485,525,17777,0,22,0,22,1074,31272,0,11084,0,279,306,14559,0,14,0,1,831,27074,0,9823,0,352,389,17338,0,21,0,30,1025,28978
F008000,統一期貨,0,2813,0,135,139,5167,0,0,0,6,1190,9450,0,2864,0,130,153,4796,0,4,0,9,1450,9406,0,4001,0,160,178,8891,0,2,0,2,1670,14904,0,4409,0,218,174,7686,0,6,0,2,1772,14267,0,4136,0,239,190,6602,0,0,0,0,1026,12193,0,3543,0,136,130,6580,0,6,0,3,1080,11478,0,2956,0,114,124,4152,0,0,0,3,1218,8567,0,4434,0,296,286,10099,0,0,0,4,1627,16746,0,4766,0,176,122,7077,0,2,0,5,1299,13447,0,3688,0,196,185,6768,0,0,0,9,1184,12030
F029000,康和期貨,0,4052,0,80,128,5721,0,0,0,0,637,10618,0,3593,0,85,131,5115,0,0,0,2,409,9335,0,4485,0,95,162,7521,0,4,0,1,559,12827,0,5159,0,109,132,7821,0,1,0,3,662,13887,0,4433,0,99,70,5711,0,0,0,3,610,10926,0,4008,0,110,162,4530,0,2,0,4,288,9104,0,3388,0,81,75,4437,0,0,0,5,424,8410,0,5842,0,182,213,7656,0,0,0,1,561,14455,0,5103,0,99,152,6526,0,0,0,0,544,12424,0,4605,0,110,151,5603,0,0,0,5,789,11263
F026000,富邦期貨,0,3423,0,102,155,4274,0,0,0,15,1021,8990,0,2821,0,112,144,4222,0,4,0,25,1298,8626,0,3930,0,232,310,5996,0,12,1,6,1158,11645,0,4428,0,156,252,6937,0,19,0,23,1299,13114,0,3864,0,152,240,5466,0,1,1,11,1046,10781,0,3137,0,212,223,5382,0,23,0,7,1142,10126,0,2392,0,105,241,3592,0,5,0,15,1330,7680,0,4346,0,372,395,6143,0,12,1,58,1535,12862,0,3567,0,155,216,5811,0,17,0,5,1174,10945,0,3330,0,138,163,4889,0,5,0,21,1340,9886
F007000,日盛期貨,0,3781,0,148,110,4474,0,20,0,1,247,8781,0,3217,0,188,120,4594,0,14,0,18,278,8429,0,4234,0,147,179,6166,0,15,3,2,306,11052,0,4901,0,160,153,6986,0,18,0,10,377,12605,0,4343,0,134,121,5129,0,18,0,4,219,9968,0,4004,0,139,143,4597,0,0,0,4,327,9214,0,2749,0,81,86,3801,0,17,0,4,342,7080,0,5069,0,310,225,7283,0,23,0,7,420,13337,0,4275,0,152,173,5879,0,89,0,1,306,10875,0,3761,0,117,103,5870,0,4,0,9,334,10198
