期貨商代號,名稱,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20131001,,,,,,,,,,,,20131002,,,,,,,,,,,,20131003,,,,,,,,,,,,20131004,,,,,,,,,,,,20131007,,,,,,,,,,,,20131008,,,,,,,,,,,,20131009,,,,,,,,,,,,20131011,,,,,,,,,,,,20131014,,,,,,,,,,,,20131015,,,,,,,,,,,
F021000,元大寶來期貨,0,20275,0,1813,1988,38343,0,74,0,15,2848,65356,0,15893,0,1960,2014,31379,0,78,0,149,3295,54768,0,33293,0,2850,3591,57817,0,132,3,126,3683,101495,0,20410,0,1754,2108,40188,0,119,2,50,3737,68368,0,19712,0,2190,2210,33141,0,81,4,28,2649,60015,0,24526,0,2472,4068,44570,0,91,2,54,4003,79786,0,22191,0,2113,4307,38992,0,86,1,16,3147,70853,0,26951,0,2450,3268,46882,0,128,0,81,2772,82532,0,26515,0,4366,2765,57421,0,285,32,117,2877,94378,0,22958,0,2967,2377,52458,1,127,40,88,3266,84282
F004000,凱基期貨,0,8666,0,852,417,17121,0,21,0,1,3333,30411,0,6569,0,586,383,17966,0,37,0,19,4704,30264,0,13998,0,1067,767,26972,0,33,0,16,3791,46644,0,7881,0,626,307,21578,0,9,0,0,3559,33960,0,6784,0,918,499,21025,0,28,0,2,3749,33005,0,10246,0,1055,948,25566,0,69,0,5,5903,43792,0,8874,0,722,1068,16537,0,9,0,4,5629,32843,0,11243,0,1003,657,31182,0,8,0,8,4051,48152,0,10858,0,1446,695,27263,0,51,2,10,4870,45195,0,9335,0,1188,640,22403,0,30,2,6,3623,37227
S980999,元大寶來證券自營,0,6390,0,101,84,8693,0,60,2,56,9970,25356,0,4245,0,141,109,5637,0,196,0,82,11993,22403,0,15161,0,336,132,21150,0,140,2,49,13523,50493,0,6451,0,132,45,9771,0,100,0,48,10467,27014,0,7599,0,96,35,10585,0,122,0,24,11247,29708,0,6472,0,80,72,11453,0,168,0,33,11141,29419,0,5043,0,368,75,10390,0,103,0,20,12203,28202,0,6541,0,365,92,13790,0,155,0,69,9181,30193,0,7128,0,457,90,14697,0,176,0,58,12984,35590,0,5715,0,419,64,14447,0,168,0,82,13324,34219
F020000,群益期貨,0,6898,0,91,210,13458,0,18,0,1,2972,23648,0,6086,0,139,353,12638,0,9,0,7,2014,21246,0,14681,0,298,816,19824,0,20,1,10,2030,37680,0,7778,0,116,293,14431,0,28,0,3,2130,24779,0,6457,0,201,382,10226,0,19,3,6,1867,19161,0,9422,0,251,519,14735,0,51,1,7,1863,26849,0,7860,0,201,765,12495,0,3,0,2,2499,23825,0,10383,0,303,477,17975,0,29,0,7,1877,31051,0,10331,0,409,616,16014,0,75,7,5,2765,30222,0,9648,0,303,413,19119,0,4,4,2,2780,32273
F002000,永豐期貨,0,6933,0,189,241,10439,0,4,0,1,1703,19510,0,6863,0,223,294,8045,0,7,0,50,910,16392,0,12068,0,536,700,15944,0,31,0,24,1107,30410,0,6574,0,389,702,10462,0,1,0,22,992,19142,0,6931,0,314,392,8210,0,10,0,3,1058,16918,0,8270,0,407,832,9735,0,12,0,5,837,20098,0,8304,0,373,1168,8941,0,12,0,7,881,19686,0,9035,0,410,578,13534,0,13,0,23,765,24358,0,11438,0,523,761,19975,0,11,0,23,1653,34384,0,9817,0,811,688,15921,0,30,1,19,1470,28757
F008000,統一期貨,0,2845,0,109,121,6525,0,0,0,2,1044,10646,0,2392,0,134,150,5695,0,0,0,3,724,9098,0,5695,0,213,273,10431,0,2,0,0,1193,17807,0,2835,0,132,149,6588,0,0,0,8,1638,11350,0,2866,0,123,179,5562,0,0,1,8,1688,10427,0,4301,0,253,500,6373,0,0,1,2,1530,12960,0,3465,0,255,555,6444,0,0,0,1,1447,12167,0,4596,0,183,257,8179,0,4,0,11,1168,14398,0,4332,0,224,212,7252,0,0,20,19,1539,13598,0,3756,0,223,236,5544,0,0,16,6,1615,11396
F029000,康和期貨,0,3735,0,40,100,5204,0,0,0,2,485,9566,0,3523,0,84,91,4884,0,2,0,8,395,8987,0,5975,0,199,391,8898,0,1,0,4,532,16000,0,3448,0,64,215,4760,0,3,0,3,451,8944,0,3351,0,67,151,4594,0,0,2,2,456,8623,0,4236,0,185,361,5670,0,1,0,2,306,10761,0,4185,0,120,395,5534,0,0,0,5,493,10732,0,4686,0,173,321,7513,0,0,0,15,478,13186,0,4617,0,132,136,4927,0,0,0,5,422,10239,0,4149,0,123,258,6195,0,0,0,5,471,11201
F007000,日盛期貨,0,3401,0,85,296,4966,0,0,0,3,440,9191,0,2721,0,63,177,4057,0,3,0,20,494,7535,0,5617,0,220,383,8971,0,8,0,13,412,15624,0,2844,0,221,291,4821,0,32,0,3,461,8673,0,2728,0,198,241,4561,0,6,0,1,375,8110,0,4168,0,237,310,5485,0,1,0,7,317,10525,0,3351,0,287,400,6195,0,33,0,3,457,10726,0,4012,0,230,285,6726,0,19,0,14,404,11690,0,3977,0,426,375,6990,0,21,0,26,377,12192,0,3337,0,295,416,5918,0,31,0,3,413,10413
F034000,澳帝華期貨,0,2630,0,53,23,3151,0,96,0,0,0,5953,0,2818,0,102,40,2939,0,135,0,0,0,6034,0,8927,0,138,43,7387,0,145,0,0,0,16640,0,4052,0,102,35,5038,0,132,0,0,0,9359,0,5397,0,144,80,5718,0,141,0,0,0,11480,0,4417,0,156,68,5661,0,158,0,0,0,10460,0,4304,0,234,50,4045,0,80,0,0,0,8713,0,6502,0,113,60,9564,0,136,0,0,0,16375,0,5741,0,111,67,8941,0,172,0,0,0,15032,0,6565,0,125,50,12045,0,143,0,0,0,18928
F026000,富邦期貨,0,3015,0,105,171,5137,0,10,0,12,1214,9664,0,2451,0,123,206,3860,0,10,0,39,1232,7921,0,5484,0,249,443,7522,0,41,1,43,1760,15543,0,2712,0,107,99,3749,0,5,0,4,1393,8069,0,2716,0,170,255,3558,0,18,0,19,1260,7996,0,3632,0,208,460,4910,0,22,0,21,1011,10264,0,3497,0,186,485,4674,0,9,0,4,1199,10054,0,4395,0,217,304,5680,0,2,0,18,932,11548,0,3984,0,218,320,4166,0,4,5,28,1204,9929,0,3701,0,143,258,3938,0,10,0,24,1757,9831
F018000,元富期貨,0,2549,0,320,162,4525,0,10,0,10,444,8020,0,2984,0,197,172,3809,0,4,0,38,669,7873,0,5052,0,190,334,7259,0,15,0,4,581,13435,0,2557,0,141,250,4925,0,65,0,6,754,8698,0,2505,0,156,217,4045,0,5,0,4,1187,8119,0,2780,0,153,473,4804,0,5,0,6,886,9107,0,3440,0,128,599,5862,0,4,0,2,664,10699,0,3262,0,174,570,5164,0,10,0,13,829,10022,0,3158,0,320,458,5747,0,1,0,3,1902,11589,0,3400,0,368,187,4233,0,3,0,5,2025,10221
F039000,大昌期貨,0,2687,0,47,85,3585,0,1,0,13,385,6803,0,2493,0,29,44,3011,0,9,0,48,324,5958,0,4661,0,66,173,5604,0,10,0,30,321,10865,0,2747,0,58,120,3756,0,1,0,8,231,6921,0,2389,0,62,142,2577,0,0,0,13,267,5450,0,3435,0,42,164,3508,0,6,0,31,232,7418,0,3286,0,87,271,3937,0,11,0,16,240,7848,0,4106,0,88,195,3964,0,5,0,34,212,8604,0,3336,0,72,102,3780,0,0,0,18,395,7703,0,3174,0,61,66,3347,0,1,0,27,404,7080
B224999,中國信託商業銀行自營,0,529,0,2,0,855,0,57,2,30,5818,7293,0,1128,0,0,0,1263,0,219,0,88,5518,8216,0,578,0,0,5,1674,0,197,0,89,7267,9810,0,164,0,40,0,834,0,86,0,32,6132,7288,0,455,0,23,0,297,0,51,2,35,6329,7192,0,451,0,17,15,621,0,94,0,110,5880,7188,0,247,0,35,39,882,0,66,0,26,5651,6946,0,64,0,0,39,364,0,118,0,33,90,708,0,19,0,90,0,590,0,30,0,21,2535,3285,0,55,0,62,18,477,1,88,10,108,5126,5945
F030000,兆豐期貨,0,1650,0,42,107,1639,0,27,0,23,333,3821,0,1284,0,93,181,1735,0,82,0,55,750,4180,0,2522,0,64,174,3896,0,64,0,6,613,7339,0,1603,0,63,110,1748,0,42,0,56,442,4064,0,1410,0,96,142,1546,0,35,0,22,1050,4301,0,1886,0,64,184,2367,0,21,0,62,845,5429,0,1860,0,83,211,1863,0,39,0,45,1560,5661,0,2363,0,84,164,2115,0,33,0,54,1667,6480,0,2163,0,77,196,2512,0,44,0,10,2087,7089,0,1781,0,78,93,2586,0,6,0,84,1975,6603
F005000,國票期貨,0,1434,0,33,68,1273,0,0,0,3,537,3348,0,1497,0,44,59,1323,0,0,0,2,530,3455,0,2041,0,67,91,2040,0,0,3,4,574,4820,0,1507,0,22,44,1591,0,1,1,0,660,3826,0,1226,0,50,56,1446,0,0,0,2,567,3347,0,1723,0,55,60,1613,0,0,1,0,470,3922,0,1637,0,58,162,1584,0,0,1,0,552,3994,0,2016,0,79,116,1837,0,0,0,5,585,4638,0,2074,0,63,82,2434,0,0,7,3,637,5300,0,1524,0,77,72,1535,0,10,14,2,649,3883
F034999,澳帝華期貨自營,0,1847,0,7,4,914,0,7,0,6,240,3025,0,1651,0,19,17,789,0,17,0,103,443,3039,0,5738,0,26,74,1412,0,27,0,40,1041,8358,0,2478,0,24,26,751,0,15,0,7,728,4029,0,4038,0,15,25,890,0,44,0,23,631,5666,0,3792,0,7,62,1152,0,39,0,30,1183,6265,0,3585,0,5,39,1303,0,25,0,14,1207,6178,0,3689,0,22,45,1774,0,60,0,114,942,6646,0,1767,0,29,52,1719,0,51,0,101,787,4506,0,1334,0,16,21,1960,0,43,0,65,1211,4650
F014000,華南期貨,0,1225,0,55,151,1452,0,0,0,3,234,3120,0,881,0,70,66,1138,0,5,0,3,311,2474,0,2104,0,79,234,2503,0,0,0,3,194,5117,0,1266,0,47,97,1355,0,0,0,1,320,3086,0,1222,0,83,82,1435,0,0,0,0,296,3118,0,1488,0,68,210,1497,0,5,0,2,644,3914,0,1477,0,78,234,1746,0,0,0,1,224,3760,0,1497,0,76,264,1803,0,0,0,2,313,3955,0,1580,0,85,288,1828,0,1,0,6,418,4206,0,1398,0,91,75,2064,0,1,0,1,378,4008
