期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
Date,,20120601,,,,,,,,20120604,,,,,,,,20120605,,,,,,,,20120606,,,,,,,,20120607,,,,,,,,20120608,,,,,,,,20120611,,,,,,,,20120612,,,,,,,,20120613,,,,,,,,20120614,,,,,,,,20120615,,,,,,,,20120618,,,,,,,,20120619,,,,,,,,20120620,,,,,,,,20120621,,,,,,,,20120622,,,,,,,,20120625,,,,,,,,20120626,,,,,,,,20120627,,,,,,,,20120628,,,,,,,,20120629,,,,,,,,99999999,,,,,,,
S157999,港商法國興業證券自營,91.00000000000000000,375.0000000000000000,121763.0000000000000,107.0000000000000000,0,0,0,122336.0000000000000,198.0000000000000000,377.0000000000000000,223217.0000000000000,132.0000000000000000,0,0,0,223924.0000000000000,27.00000000000000000,813.0000000000000000,128384.0000000000000,101.0000000000000000,0,0,0,129325.0000000000000,1.000000000000000000,529.0000000000000000,97891.0000000000000,128.0000000000000000,0,0,0,98549.0000000000000,1.000000000000000000,383.0000000000000000,107568.0000000000000,82.00000000000000000,0,0,0,108034.0000000000000,21.00000000000000000,215.0000000000000000,96201.0000000000000,83.00000000000000000,0,0,0,96520.0000000000000,0,688.0000000000000000,108851.0000000000000,130.0000000000000000,0,0,0,109669.0000000000000,28.00000000000000000,249.0000000000000000,88231.00000000000000,113.0000000000000000,0,0,0,88621.00000000000000,24.00000000000000000,565.0000000000000000,87156.00000000000000,137.0000000000000000,0,0,0,87882.00000000000000,22.00000000000000000,34.00000000000000000,112230.0000000000000,216.0000000000000000,0,0,0,112502.0000000000000,0,445.0000000000000000,126153.0000000000000,168.0000000000000000,0,0,0,126766.0000000000000,0,30.00000000000000000,160094.0000000000000,180.0000000000000000,0,0,0,160304.0000000000000,3.000000000000000000,63.00000000000000000,114824.0000000000000,228.0000000000000000,0,0,0,115118.0000000000000,6.000000000000000000,100.0000000000000000,67993.00000000000000,235.0000000000000000,0,0,0,68334.00000000000000,74.00000000000000000,217.0000000000000000,54321.00000000000000,20.00000000000000000,0,0,0,54632.00000000000000,28.00000000000000000,171.0000000000000000,51978.00000000000000,10.00000000000000000,0,0,0,52187.00000000000000,0,160.0000000000000000,42513.00000000000000,20.00000000000000000,0,0,0,42693.00000000000000,0,15.00000000000000000,31229.00000000000000,28.00000000000000000,0,0,0,31272.00000000000000,0,176.0000000000000000,50435.00000000000000,37.00000000000000000,0,0,0,50648.00000000000000,0,132.0000000000000000,49664.00000000000000,17.00000000000000000,0,0,0,49813.00000000000000,0,128.0000000000000000,104624.0000000000000,33.00000000000000000,0,0,0,104785.0000000000000,524.0000000000000000,5865.000000000000000,2025320.000000000000,2205.000000000000000,0,0,0,2033914.000000000000,12.22000000000000000
F021000,元大寶來期貨,160.0000000000000000,86.00000000000000000,110813.0000000000000,2.000000000000000000,0,0,47.00000000000000000,111108.0000000000000,165.0000000000000000,131.0000000000000000,194256.0000000000000,0,0,0,117.0000000000000000,194669.0000000000000,120.0000000000000000,84.00000000000000000,92146.00000000000000,1.000000000000000000,0,0,162.0000000000000000,92513.0000000000000,66.00000000000000000,28.00000000000000000,81105.00000000000000,0,1.000000000000000000,0,25.00000000000000000,81225.00000000000000,57.00000000000000000,68.00000000000000000,94025.0000000000000,4.000000000000000000,0,0,8.000000000000000000,94162.0000000000000,95.0000000000000000,53.00000000000000000,74566.00000000000000,1.000000000000000000,11.00000000000000000,0,52.00000000000000000,74778.00000000000000,27.00000000000000000,209.0000000000000000,93174.0000000000000,3.000000000000000000,0,0,20.00000000000000000,93433.0000000000000,129.0000000000000000,156.0000000000000000,66152.00000000000000,1.000000000000000000,1.000000000000000000,0,58.00000000000000000,66497.00000000000000,96.0000000000000000,83.00000000000000000,78153.00000000000000,2.000000000000000000,0,0,37.00000000000000000,78371.00000000000000,200.0000000000000000,127.0000000000000000,107908.0000000000000,3.000000000000000000,2.000000000000000000,0,19.00000000000000000,108259.0000000000000,99.0000000000000000,214.0000000000000000,105159.0000000000000,1.000000000000000000,0,0,62.00000000000000000,105535.0000000000000,30.00000000000000000,242.0000000000000000,115234.0000000000000,2.000000000000000000,0,0,18.00000000000000000,115526.0000000000000,1.000000000000000000,68.00000000000000000,64241.00000000000000,1.000000000000000000,0,0,12.00000000000000000,64323.00000000000000,30.00000000000000000,108.0000000000000000,95846.0000000000000,9.000000000000000000,0,0,30.00000000000000000,96023.0000000000000,3.000000000000000000,59.00000000000000000,54207.00000000000000,4.000000000000000000,0,0,42.00000000000000000,54315.00000000000000,34.00000000000000000,111.0000000000000000,49818.00000000000000,7.000000000000000000,22.00000000000000000,0,56.00000000000000000,50048.00000000000000,50.00000000000000000,50.00000000000000000,45017.00000000000000,3.000000000000000000,24.00000000000000000,0,26.00000000000000000,45170.00000000000000,32.00000000000000000,10.00000000000000000,34070.00000000000000,1.000000000000000000,1.000000000000000000,0,53.00000000000000000,34167.00000000000000,2.000000000000000000,17.00000000000000000,53759.00000000000000,0,1.000000000000000000,0,45.00000000000000000,53824.00000000000000,42.00000000000000000,12.00000000000000000,45909.00000000000000,0,0,0,26.00000000000000000,45989.00000000000000,100.0000000000000000,67.00000000000000000,99647.0000000000000,3.000000000000000000,3.000000000000000000,0,28.00000000000000000,99848.0000000000000,1538.000000000000000,1983.000000000000000,1755205.000000000000,48.00000000000000000,66.00000000000000000,0,943.000000000000000,1759783.000000000000,10.57000000000000000
F034999,澳帝華期貨自營,338.0000000000000000,595.0000000000000000,122147.0000000000000,46.00000000000000000,0,0,216.0000000000000000,123342.0000000000000,152.0000000000000000,427.0000000000000000,235635.0000000000000,238.0000000000000000,0,0,389.0000000000000000,236841.0000000000000,270.0000000000000000,514.0000000000000000,114570.0000000000000,84.00000000000000000,0,0,122.0000000000000000,115560.0000000000000,267.0000000000000000,283.0000000000000000,77348.00000000000000,37.00000000000000000,0,0,103.0000000000000000,78038.00000000000000,99.0000000000000000,292.0000000000000000,86313.00000000000000,114.0000000000000000,0,0,231.0000000000000000,87049.00000000000000,215.0000000000000000,400.0000000000000000,70550.00000000000000,128.0000000000000000,0,0,203.0000000000000000,71496.00000000000000,151.0000000000000000,636.0000000000000000,104209.0000000000000,254.0000000000000000,0,0,118.0000000000000000,105368.0000000000000,79.00000000000000000,358.0000000000000000,51558.00000000000000,182.0000000000000000,0,0,133.0000000000000000,52310.00000000000000,181.0000000000000000,198.0000000000000000,71704.00000000000000,46.00000000000000000,0,0,65.00000000000000000,72194.00000000000000,42.00000000000000000,4.000000000000000000,65959.00000000000000,223.0000000000000000,0,0,170.0000000000000000,66398.00000000000000,20.00000000000000000,275.0000000000000000,83079.00000000000000,49.00000000000000000,0,0,88.00000000000000000,83511.00000000000000,7.000000000000000000,76.00000000000000000,92622.0000000000000,198.0000000000000000,0,0,102.0000000000000000,93005.0000000000000,3.000000000000000000,68.00000000000000000,83250.00000000000000,96.0000000000000000,0,0,166.0000000000000000,83583.00000000000000,1.000000000000000000,11.00000000000000000,94405.0000000000000,87.00000000000000000,0,0,157.0000000000000000,94661.0000000000000,71.00000000000000000,375.0000000000000000,43242.00000000000000,146.0000000000000000,0,0,128.0000000000000000,43962.00000000000000,14.00000000000000000,228.0000000000000000,39876.00000000000000,66.00000000000000000,0,0,200.0000000000000000,40384.00000000000000,34.00000000000000000,79.00000000000000000,36373.00000000000000,62.00000000000000000,0,0,187.0000000000000000,36735.00000000000000,78.00000000000000000,23.00000000000000000,29448.00000000000000,41.00000000000000000,0,0,63.00000000000000000,29653.00000000000000,38.00000000000000000,170.0000000000000000,57126.00000000000000,90.00000000000000000,0,0,414.0000000000000000,57838.00000000000000,21.00000000000000000,87.00000000000000000,47876.00000000000000,109.0000000000000000,0,0,476.0000000000000000,48569.00000000000000,0,48.00000000000000000,91108.00000000000000,94.0000000000000000,0,0,65.00000000000000000,91315.00000000000000,2081.000000000000000,5147.000000000000000,1698398.000000000000,2390.000000000000000,0,0,3796.000000000000000,1711812.000000000000,10.28999999999999872
S980999,元大寶來證券自營,478.0000000000000000,951.000000000000000,96903.0000000000000,331.0000000000000000,0,0,41.00000000000000000,98704.0000000000000,534.0000000000000000,905.0000000000000000,71094.00000000000000,337.0000000000000000,0,0,201.0000000000000000,73071.00000000000000,155.0000000000000000,651.0000000000000000,80084.00000000000000,357.0000000000000000,0,0,102.0000000000000000,81349.00000000000000,116.0000000000000000,480.0000000000000000,77173.00000000000000,244.0000000000000000,0,0,20.00000000000000000,78033.00000000000000,104.0000000000000000,319.0000000000000000,91394.00000000000000,125.0000000000000000,0,0,122.0000000000000000,92064.00000000000000,260.0000000000000000,436.0000000000000000,76184.00000000000000,168.0000000000000000,0,0,217.0000000000000000,77265.00000000000000,210.0000000000000000,760.0000000000000000,76431.00000000000000,176.0000000000000000,0,0,50.00000000000000000,77627.00000000000000,244.0000000000000000,337.0000000000000000,69861.00000000000000,137.0000000000000000,0,0,152.0000000000000000,70731.00000000000000,95.0000000000000000,455.0000000000000000,70547.00000000000000,56.00000000000000000,0,0,83.00000000000000000,71236.00000000000000,51.00000000000000000,407.0000000000000000,84369.00000000000000,230.0000000000000000,0,0,39.00000000000000000,85096.00000000000000,131.0000000000000000,525.0000000000000000,92714.0000000000000,87.00000000000000000,0,0,21.00000000000000000,93478.0000000000000,159.0000000000000000,825.0000000000000000,98074.0000000000000,133.0000000000000000,0,0,16.00000000000000000,99207.0000000000000,5.000000000000000000,51.00000000000000000,60324.00000000000000,163.0000000000000000,0,0,51.00000000000000000,60594.00000000000000,25.00000000000000000,162.0000000000000000,74859.00000000000000,262.0000000000000000,0,0,12.00000000000000000,75320.00000000000000,40.00000000000000000,320.0000000000000000,44289.00000000000000,320.0000000000000000,0,0,116.0000000000000000,45085.00000000000000,101.0000000000000000,178.0000000000000000,32674.00000000000000,148.0000000000000000,0,0,32.00000000000000000,33133.00000000000000,72.00000000000000000,91.00000000000000000,41133.00000000000000,206.0000000000000000,0,0,20.00000000000000000,41522.00000000000000,48.00000000000000000,31.00000000000000000,29223.00000000000000,60.00000000000000000,0,0,87.00000000000000000,29449.00000000000000,43.00000000000000000,74.00000000000000000,46121.00000000000000,207.0000000000000000,0,0,167.0000000000000000,46612.00000000000000,37.00000000000000000,79.00000000000000000,38246.00000000000000,144.0000000000000000,0,0,93.0000000000000000,38599.00000000000000,98.0000000000000000,180.0000000000000000,88968.00000000000000,180.0000000000000000,0,0,21.00000000000000000,89447.00000000000000,3006.000000000000000,8217.000000000000000,1440665.000000000000,4071.000000000000000,0,0,1663.000000000000000,1457622.000000000000,8.760000000000000000
F004000,凱基期貨,4.000000000000000000,19.00000000000000000,57052.00000000000000,18.00000000000000000,0,0,36.00000000000000000,57129.00000000000000,5.000000000000000000,13.00000000000000000,119986.0000000000000,34.00000000000000000,4.000000000000000000,0,26.00000000000000000,120068.0000000000000,4.000000000000000000,10.00000000000000000,51521.00000000000000,42.00000000000000000,0,0,9.000000000000000000,51586.00000000000000,0,2.000000000000000000,48604.00000000000000,16.00000000000000000,0,0,12.00000000000000000,48634.00000000000000,23.00000000000000000,14.00000000000000000,54656.00000000000000,76.00000000000000000,0,0,4.000000000000000000,54773.00000000000000,1.000000000000000000,9.000000000000000000,45091.00000000000000,54.00000000000000000,0,0,26.00000000000000000,45181.00000000000000,8.000000000000000000,28.00000000000000000,54473.00000000000000,123.0000000000000000,0,0,17.00000000000000000,54649.00000000000000,13.00000000000000000,10.00000000000000000,36182.00000000000000,42.00000000000000000,0,0,3.000000000000000000,36250.00000000000000,4.000000000000000000,7.000000000000000000,37131.00000000000000,13.00000000000000000,0,0,11.00000000000000000,37166.00000000000000,29.00000000000000000,8.000000000000000000,43617.00000000000000,64.00000000000000000,0,0,3.000000000000000000,43721.00000000000000,7.000000000000000000,22.00000000000000000,59780.00000000000000,64.00000000000000000,0,0,4.000000000000000000,59877.00000000000000,16.00000000000000000,23.00000000000000000,89566.00000000000000,66.00000000000000000,0,0,12.00000000000000000,89683.00000000000000,4.000000000000000000,11.00000000000000000,51934.00000000000000,51.00000000000000000,40.00000000000000000,0,1.000000000000000000,52041.00000000000000,2.000000000000000000,20.00000000000000000,62755.00000000000000,52.00000000000000000,16.00000000000000000,0,11.00000000000000000,62856.00000000000000,0,32.00000000000000000,35879.00000000000000,60.00000000000000000,0,0,14.00000000000000000,35985.00000000000000,0,19.00000000000000000,29456.00000000000000,48.00000000000000000,0,0,11.00000000000000000,29534.00000000000000,0,26.00000000000000000,29247.00000000000000,10.00000000000000000,0,0,2.000000000000000000,29285.00000000000000,0,3.000000000000000000,20341.00000000000000,7.000000000000000000,0,0,5.000000000000000000,20356.00000000000000,1.000000000000000000,9.000000000000000000,32036.00000000000000,6.000000000000000000,0,0,35.00000000000000000,32087.00000000000000,0,13.00000000000000000,26528.00000000000000,7.000000000000000000,0,0,196.0000000000000000,26744.00000000000000,0,17.00000000000000000,55575.00000000000000,187.0000000000000000,2.000000000000000000,0,10.00000000000000000,55791.00000000000000,121.0000000000000000,315.0000000000000000,1041410.000000000000,1040.000000000000000,62.00000000000000000,0,448.0000000000000000,1043396.000000000000,6.270000000000000000
F002000,永豐期貨,2.000000000000000000,14.00000000000000000,47197.00000000000000,4.000000000000000000,0,0,3.000000000000000000,47220.00000000000000,20.00000000000000000,17.00000000000000000,91008.00000000000000,3.000000000000000000,0,0,75.00000000000000000,91123.00000000000000,2.000000000000000000,5.000000000000000000,46476.00000000000000,10.00000000000000000,0,0,0,46493.00000000000000,0,36.00000000000000000,37842.00000000000000,6.000000000000000000,0,0,7.000000000000000000,37891.00000000000000,1.000000000000000000,4.000000000000000000,47080.00000000000000,1.000000000000000000,0,0,0,47086.00000000000000,1.000000000000000000,6.000000000000000000,35442.00000000000000,1.000000000000000000,0,0,10.00000000000000000,35460.00000000000000,1.000000000000000000,33.00000000000000000,44952.00000000000000,6.000000000000000000,0,0,1.000000000000000000,44993.00000000000000,0,16.00000000000000000,32619.00000000000000,0,0,0,6.000000000000000000,32641.00000000000000,0,5.000000000000000000,43001.00000000000000,0,0,0,8.000000000000000000,43014.00000000000000,0,22.00000000000000000,40628.00000000000000,33.00000000000000000,0,0,1.000000000000000000,40684.00000000000000,1.000000000000000000,70.00000000000000000,47527.00000000000000,30.00000000000000000,0,0,7.000000000000000000,47635.00000000000000,0,57.00000000000000000,62071.00000000000000,26.00000000000000000,0,0,0,62154.00000000000000,0,20.00000000000000000,39995.00000000000000,25.00000000000000000,0,0,2.000000000000000000,40042.00000000000000,1.000000000000000000,2.000000000000000000,55004.00000000000000,10.00000000000000000,0,0,0,55017.00000000000000,0,1.000000000000000000,24364.00000000000000,32.00000000000000000,0,0,6.000000000000000000,24403.00000000000000,4.000000000000000000,2.000000000000000000,26191.00000000000000,6.000000000000000000,12.00000000000000000,0,11.00000000000000000,26226.00000000000000,1.000000000000000000,5.000000000000000000,23526.00000000000000,1.000000000000000000,20.00000000000000000,0,7.000000000000000000,23560.00000000000000,22.00000000000000000,3.000000000000000000,15044.00000000000000,9.000000000000000000,1.000000000000000000,0,4.000000000000000000,15083.00000000000000,20.00000000000000000,20.00000000000000000,24638.00000000000000,29.00000000000000000,0,0,73.00000000000000000,24780.00000000000000,0,3.000000000000000000,24034.00000000000000,1.000000000000000000,0,0,13.00000000000000000,24051.00000000000000,0,76.00000000000000000,43901.00000000000000,2.000000000000000000,0,0,21.00000000000000000,44000.00000000000000,76.00000000000000000,417.0000000000000000,852540.0000000000000,235.0000000000000000,33.00000000000000000,0,255.0000000000000000,853556.0000000000000,5.130000000000000000
F020000,群益期貨,0,125.0000000000000000,60295.00000000000000,0,0,0,4.000000000000000000,60424.00000000000000,2.000000000000000000,19.00000000000000000,95971.0000000000000,4.000000000000000000,0,0,30.00000000000000000,96026.0000000000000,1.000000000000000000,425.0000000000000000,49616.00000000000000,1.000000000000000000,0,0,8.000000000000000000,50051.00000000000000,1.000000000000000000,304.0000000000000000,27381.00000000000000,0,1.000000000000000000,0,10.00000000000000000,27697.00000000000000,0,72.00000000000000000,47511.00000000000000,9.000000000000000000,0,0,11.00000000000000000,47603.00000000000000,4.000000000000000000,10.00000000000000000,30781.00000000000000,4.000000000000000000,0,0,9.000000000000000000,30808.00000000000000,1.000000000000000000,757.0000000000000000,36609.00000000000000,4.000000000000000000,0,0,5.000000000000000000,37376.00000000000000,6.000000000000000000,342.0000000000000000,27583.00000000000000,1.000000000000000000,0,0,3.000000000000000000,27935.00000000000000,6.000000000000000000,10.00000000000000000,31000.00000000000000,1.000000000000000000,0,0,69.00000000000000000,31086.00000000000000,0,4.000000000000000000,39973.00000000000000,0,0,0,0,39977.00000000000000,5.000000000000000000,293.0000000000000000,54851.00000000000000,0,0,0,7.000000000000000000,55156.00000000000000,5.000000000000000000,187.0000000000000000,51164.00000000000000,1.000000000000000000,0,0,1.000000000000000000,51358.00000000000000,2.000000000000000000,12.00000000000000000,49311.00000000000000,0,0,0,8.000000000000000000,49333.00000000000000,2.000000000000000000,4.000000000000000000,41436.00000000000000,2.000000000000000000,0,0,9.000000000000000000,41453.00000000000000,1.000000000000000000,33.00000000000000000,25802.00000000000000,9.000000000000000000,0,0,57.00000000000000000,25902.00000000000000,0,8.000000000000000000,22177.00000000000000,0,8.000000000000000000,0,14.00000000000000000,22207.00000000000000,0,5.000000000000000000,18775.00000000000000,0,0,0,35.00000000000000000,18815.00000000000000,0,6.000000000000000000,11450.00000000000000,1.000000000000000000,0,0,13.00000000000000000,11470.00000000000000,0,12.00000000000000000,18443.00000000000000,0,1.000000000000000000,0,51.00000000000000000,18507.00000000000000,1.000000000000000000,1.000000000000000000,16068.00000000000000,0,0,0,132.0000000000000000,16202.00000000000000,0,11.00000000000000000,35416.00000000000000,5.000000000000000000,0,0,182.0000000000000000,35614.00000000000000,37.00000000000000000,2640.000000000000000,791613.0000000000000,42.00000000000000000,10.00000000000000000,0,658.0000000000000000,795000.0000000000000,4.780000000000000000
F026000,富邦期貨,1.000000000000000000,6.000000000000000000,35782.00000000000000,106.0000000000000000,0,0,0,35895.00000000000000,6.000000000000000000,6.000000000000000000,48818.00000000000000,123.0000000000000000,0,0,80.00000000000000000,49033.00000000000000,8.000000000000000000,1.000000000000000000,31861.00000000000000,107.0000000000000000,0,0,5.000000000000000000,31982.00000000000000,1.000000000000000000,6.000000000000000000,24233.00000000000000,137.0000000000000000,0,0,1.000000000000000000,24378.00000000000000,6.000000000000000000,3.000000000000000000,29733.00000000000000,52.00000000000000000,0,0,0,29794.00000000000000,6.000000000000000000,2.000000000000000000,28016.00000000000000,85.00000000000000000,0,0,0,28109.00000000000000,1.000000000000000000,1.000000000000000000,34738.00000000000000,128.0000000000000000,0,0,0,34868.00000000000000,11.00000000000000000,2.000000000000000000,27890.00000000000000,90.00000000000000000,0,0,0,27993.00000000000000,20.00000000000000000,0,24345.00000000000000,196.0000000000000000,0,0,0,24561.00000000000000,15.00000000000000000,5.000000000000000000,23976.00000000000000,100.0000000000000000,0,0,1.000000000000000000,24097.00000000000000,4.000000000000000000,6.000000000000000000,38802.00000000000000,162.0000000000000000,0,0,16.00000000000000000,38990.00000000000000,10.00000000000000000,12.00000000000000000,52769.00000000000000,168.0000000000000000,0,0,0,52959.00000000000000,12.00000000000000000,1.000000000000000000,27309.00000000000000,241.0000000000000000,0,0,0,27563.00000000000000,7.000000000000000000,6.000000000000000000,37906.00000000000000,134.0000000000000000,0,0,0,38053.00000000000000,0,27.00000000000000000,18162.00000000000000,10.00000000000000000,0,0,1.000000000000000000,18200.00000000000000,0,1.000000000000000000,16413.00000000000000,12.00000000000000000,0,0,1.000000000000000000,16427.00000000000000,0,1.000000000000000000,16649.00000000000000,8.000000000000000000,0,0,0,16658.00000000000000,0,0,11913.00000000000000,29.00000000000000000,0,0,1.000000000000000000,11943.00000000000000,1.000000000000000000,3.000000000000000000,20415.00000000000000,25.00000000000000000,0,0,0,20444.00000000000000,0,5.000000000000000000,17718.00000000000000,32.00000000000000000,0,0,0,17755.00000000000000,0,8.000000000000000000,33668.00000000000000,20.00000000000000000,0,0,0,33696.00000000000000,109.0000000000000000,102.0000000000000000,601116.0000000000000,1965.000000000000000,0,0,106.0000000000000000,603398.0000000000000,3.630000000000000000
S585999,統一證券自營,0,0,20157.00000000000000,0,0,0,0,20157.00000000000000,0,0,23328.00000000000000,0,0,0,0,23328.00000000000000,0,0,22110.00000000000000,0,0,0,0,22110.00000000000000,0,0,17736.00000000000000,0,0,0,0,17736.00000000000000,0,0,29086.00000000000000,0,0,0,0,29086.00000000000000,0,0,18701.00000000000000,0,0,0,0,18701.00000000000000,0,0,24972.00000000000000,0,0,0,0,24972.00000000000000,0,0,23715.00000000000000,0,0,0,0,23715.00000000000000,0,0,32333.00000000000000,0,0,0,0,32333.00000000000000,0,0,46697.00000000000000,0,0,0,0,46697.00000000000000,0,0,92596.0000000000000,0,0,0,0,92596.0000000000000,20.00000000000000000,0,59225.00000000000000,0,0,0,0,59245.00000000000000,0,0,47658.00000000000000,0,0,0,0,47658.00000000000000,0,0,41890.00000000000000,0,0,0,0,41890.00000000000000,0,0,3830.000000000000000,0,0,0,0,3830.000000000000000,0,0,792.0000000000000000,0,0,0,0,792.0000000000000000,0,0,1620.000000000000000,0,0,0,0,1620.000000000000000,0,0,666.0000000000000000,0,0,0,0,666.0000000000000000,0,0,1807.000000000000000,0,0,0,0,1807.000000000000000,0,0,1751.000000000000000,0,0,0,0,1751.000000000000000,0,0,3060.000000000000000,0,0,0,0,3060.000000000000000,20.00000000000000000,0,513730.0000000000000,0,0,0,0,513750.0000000000000,3.090000000000000000
