期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
F008000,統一期貨,12,6,17672,28,2,0,86,17806,0,2,7198,21,0,0,37,7258,6,278,20825,31,0,0,24,21164,0,4,21608,18,0,0,49,21679,6,243,20747,24,0,0,78,21098,0,7,13451,11,0,0,105,13574,7,210,9822,9,0,0,70,10118,2,9,33011,47,0,0,102,33171,8,7,22208,6,0,0,193,22422,2,386,50492,24,0,0,202,51106,1,27,29045,18,0,0,92,29183,5,33,25558,14,0,0,81,25691,1,26,37248,47,0,0,69,37391,2,7,12325,34,0,0,131,12499,11,4,8735,15,0,0,129,8894,1,3,12627,56,0,0,70,12757,1,2,10457,22,0,0,144,10626,9,7,13186,61,0,0,81,13344,0,0,11366,26,0,0,195,11587,1,8,14388,30,0,0,149,14576,75,1269,391969,542,2,0,2087,395944,2.63
B224999,中國信託商業銀行自營,93,80,9899,299,0,0,25,10396,106,78,6801,192,0,0,38,7215,163,72,16644,126,0,0,22,17027,70,133,17839,176,0,0,58,18276,221,64,18380,309,0,0,205,19179,269,149,6769,370,0,0,259,7816,309,133,13823,190,0,0,125,14580,600,582,21705,194,0,0,118,23199,253,239,19949,136,0,0,117,20694,344,402,44841,160,0,0,247,45994,263,752,36118,154,0,0,86,37373,217,147,26983,133,0,0,97,27577,141,206,28227,179,0,0,120,28873,75,184,9981,231,0,0,65,10536,75,94,15853,158,0,0,59,16239,162,60,14122,162,0,0,70,14576,55,29,13281,118,0,0,124,13607,51,92,18159,166,0,0,180,18648,66,24,14922,211,0,0,236,15459,23,124,16285,216,0,0,198,16846,3556,3644,370581,3880,0,0,2449,384110,2.54999999999999968
F029000,康和期貨,14,1,19455,0,0,0,1,19471,8,2,9129,1,0,0,0,9140,11,1,18776,0,0,0,1,18789,8,1,16122,0,1,0,4,16136,14,13,24899,5,0,0,0,24931,0,16,15062,0,0,0,0,15078,2,12,11791,0,0,0,0,11805,1,25,31404,0,0,0,3,31433,11,2,16561,0,0,0,1,16575,5,90,38093,0,0,0,0,38188,1,23,18010,0,0,0,4,18038,2,17,17898,10,0,0,2,17929,2,1,18942,0,0,0,3,18948,6,4,15893,126,0,0,17,16046,0,1,9838,10,0,0,10,9859,6,0,16152,0,5,0,3,16166,2,1,11320,0,0,0,3,11326,8,15,15673,5,0,0,11,15712,2,2,12972,0,0,0,2,12978,0,2,13477,0,0,0,1,13480,103,229,351467,157,6,0,66,352028,2.34
F007000,日盛期貨,23,167,15042,3,0,0,1,15236,243,198,7321,0,0,0,0,7762,83,201,15172,0,0,0,0,15456,158,440,15341,0,0,0,0,15939,371,198,19867,4,0,0,0,20440,161,120,11692,0,0,0,0,11973,80,308,13708,4,0,0,1,14101,120,312,27086,0,0,0,0,27518,127,1,17273,0,0,0,2,17403,93,168,39439,0,0,0,0,39700,138,81,21727,0,0,0,0,21946,46,82,19212,0,0,0,0,19340,45,53,24773,0,0,0,0,24871,59,386,13668,1,0,0,1,14115,30,424,11868,0,0,0,0,12322,342,372,14090,0,0,0,0,14804,178,186,11038,0,0,0,0,11402,330,424,11606,0,0,0,1,12361,176,0,10786,0,0,0,2,10964,37,188,11112,0,0,0,4,11341,2840,4309,331821,12,0,0,12,338994,2.25
S585999,統一證券自營,0,0,6517,0,0,0,0,6517,0,0,3921,0,0,0,0,3921,0,0,8410,0,0,0,0,8410,0,0,10685,0,0,0,0,10685,0,0,15613,0,0,0,0,15613,0,0,6996,0,0,0,0,6996,0,0,11951,0,0,0,0,11951,0,0,17535,0,0,0,0,17535,0,0,33636,0,0,0,0,33636,0,0,57129,0,0,0,0,57129,0,0,39802,0,0,0,0,39802,0,0,19695,0,0,0,0,19695,0,0,40478,0,0,0,0,40478,0,0,11547,0,0,0,0,11547,0,0,6092,0,0,0,0,6092,0,0,4927,0,0,0,0,4927,0,0,4862,0,0,0,0,4862,0,0,14782,0,0,0,0,14782,0,0,10735,0,0,0,0,10735,0,0,12039,0,0,0,0,12039,0,0,337352,0,0,0,0,337352,2.24000000000000032
F018000,元富期貨,6,24,11051,4,0,0,0,11085,0,4,5472,0,0,0,0,5476,2,11,13040,7,0,0,0,13060,1,3,14715,6,0,0,1,14726,4,40,17443,0,0,0,0,17487,4,13,9475,2,0,0,2,9496,16,9,7085,6,0,0,2,7118,16,18,25997,6,0,0,2,26039,1,4,13990,0,0,0,4,13999,22,38,32097,7,0,0,0,32164,17,46,13201,3,0,0,0,13267,13,43,17333,0,0,0,2,17391,10,21,18103,5,0,0,5,18144,5,7,11099,2,0,0,0,11113,2,8,7321,0,0,0,3,7334,1,6,9099,3,0,0,3,9112,1,29,7507,2,0,0,20,7559,7,14,12088,4,0,0,2,12115,0,7,6456,1,0,0,6,6470,17,8,8948,7,0,0,8,8988,145,353,261520,65,0,0,60,262143,1.74
S592999,元富證券自營,0,0,10062,0,0,0,0,10062,0,0,3688,0,0,0,0,3688,0,0,6446,0,0,0,0,6446,0,0,7684,0,0,0,0,7684,0,0,11383,0,0,0,0,11383,0,0,7249,0,0,0,0,7249,0,0,7717,0,0,0,0,7717,0,0,16446,0,0,0,0,16446,0,0,8045,0,0,0,0,8045,0,0,27469,0,0,0,0,27469,0,0,15721,0,0,0,0,15721,0,0,10978,0,0,0,0,10978,0,0,14250,0,0,0,0,14250,0,0,2927,0,0,0,0,2927,0,0,2962,0,0,0,0,2962,0,0,7769,0,0,0,0,7769,0,0,5423,0,0,0,0,5423,0,0,8207,0,0,0,0,8207,0,0,10120,0,0,0,0,10120,0,0,8561,0,0,0,0,8561,0,0,193107,0,0,0,0,193107,1.28
F030000,兆豐期貨,0,0,18631,1,0,0,0,18632,1,1,3970,0,0,0,0,3972,1,2,5103,0,0,0,0,5106,0,0,9176,0,0,0,0,9176,0,0,9071,1,0,0,0,9072,0,0,6465,0,0,0,1,6466,0,1,4361,0,0,0,1,4363,2,0,9439,1,0,0,0,9442,3,0,6307,6,0,0,0,6316,36,22,14373,0,0,0,0,14431,18,14,6953,2,0,0,4,6991,1,17,11429,1,0,0,0,11448,3,19,11459,0,0,0,0,11481,2,3,11387,0,0,0,0,11392,0,4,4581,0,0,0,0,4585,0,1,11427,0,0,0,0,11428,0,11,3687,4,0,0,6,3708,0,0,9668,3,0,0,0,9671,0,4,8689,0,0,0,0,8693,1,6,7492,1,0,0,0,7500,68,105,173668,20,0,0,12,173873,1.16
F013000,大華期貨,1,11,10933,37,0,0,0,10982,9,15,4198,44,0,0,0,4266,2,21,9849,6,0,0,0,9878,2,23,11112,31,0,0,0,11168,4,24,8646,29,0,0,0,8703,5,21,8585,27,0,0,4,8642,0,10,4231,26,0,0,0,4267,1,13,14780,2,0,0,0,14796,0,13,6865,4,0,0,0,6882,2,41,14688,13,0,0,0,14744,3,41,7658,22,0,0,0,7724,1,26,7547,1,0,0,0,7575,8,31,11331,3,0,0,0,11373,2,41,7459,1,0,0,0,7503,0,11,5925,3,0,0,0,5939,0,12,6905,3,0,0,0,6920,0,15,5602,5,0,0,0,5622,4,18,6963,1,0,0,0,6986,0,8,6755,0,0,0,0,6763,0,20,7251,1,0,0,0,7272,44,415,167283,259,0,0,4,168005,1.12000000000000016
F014000,華南期貨,0,0,8948,0,0,0,2,8950,0,1,3114,0,0,0,0,3115,0,2,6638,0,0,0,0,6640,0,1,8384,4,0,0,0,8389,0,5,7071,0,0,0,0,7076,0,0,4507,0,0,0,0,4507,0,70,6356,0,0,0,2,6428,0,1,10777,0,0,0,0,10778,0,0,7311,35,0,0,0,7346,0,150,13592,5,0,0,0,13747,0,128,6784,16,0,0,0,6928,2,4,9727,0,0,0,3,9736,0,4,8094,36,0,0,5,8139,0,4,4362,5,0,0,0,4371,0,0,5579,0,0,0,0,5579,0,0,6750,0,0,0,0,6750,0,0,5240,0,0,0,0,5240,0,6,7386,5,0,0,0,7397,0,0,9586,0,0,0,0,9586,0,0,8254,0,0,0,0,8254,2,376,148460,106,0,0,12,148956,0.99
F034000,澳帝華期貨,0,0,12997,0,0,0,0,12997,0,0,3490,0,0,0,0,3490,0,0,3170,0,0,0,0,3170,0,0,11517,0,0,0,0,11517,0,0,7660,0,0,0,0,7660,0,0,11852,0,0,0,0,11852,0,0,11609,0,0,0,0,11609,0,0,5982,0,0,0,0,5982,0,0,6545,0,0,0,0,6545,0,0,18785,0,0,0,0,18785,0,0,6018,0,0,0,0,6018,0,0,6183,0,0,0,0,6183,0,0,3673,0,0,0,0,3673,0,0,1535,0,0,0,0,1535,0,0,3422,0,0,0,0,3422,0,0,4877,0,0,0,0,4877,0,0,2987,0,0,0,0,2987,0,0,5128,0,0,0,0,5128,0,0,8703,0,0,0,0,8703,0,0,1891,0,0,0,0,1891,0,0,138024,0,0,0,0,138024,0.92
S920999,凱基證券自營,0,0,10338,20,0,0,0,10358,0,0,5347,5,0,0,0,5352,20,0,15193,14,0,0,0,15227,0,0,8142,5,0,0,10,8157,0,0,8688,10,0,0,14,8712,0,0,10273,28,0,0,0,10301,0,0,5883,15,0,0,0,5898,0,0,23706,0,0,0,20,23726,0,0,6286,0,0,0,25,6311,0,0,11237,0,0,0,40,11277,0,0,3160,0,0,0,0,3160,0,0,1746,0,0,0,12,1758,0,0,1550,3,0,0,0,1553,0,11,1161,5,0,0,0,1177,0,20,398,0,0,0,20,438,0,19,2964,0,0,0,4,2987,0,4,2948,0,0,0,0,2952,0,42,3449,10,0,0,27,3528,1,0,5039,15,0,0,16,5071,0,0,6821,0,0,0,12,6833,21,96,134329,130,0,0,200,134776,0.9
F005000,國票期貨,2,3,6935,0,0,0,0,6940,0,6,2554,0,0,0,0,2560,2,26,5780,0,0,0,0,5808,0,5,5067,0,0,0,0,5072,2,15,5642,12,0,0,6,5677,5,11,4860,0,0,0,6,4882,1,8,3883,0,0,0,0,3892,1,14,10723,0,0,0,6,10744,0,20,6528,0,0,0,0,6548,1,56,14871,0,6,0,3,14937,4,16,5479,1,4,0,6,5510,0,4,6436,0,0,0,0,6440,1,6,9496,0,0,0,0,9503,0,4,3789,1,3,0,20,3817,0,1,3785,0,0,0,20,3806,1,0,4451,0,0,0,20,4472,2,0,4219,0,0,0,0,4221,1,12,4382,0,0,0,0,4395,0,0,4517,5,0,0,0,4522,0,0,5055,0,0,0,3,5058,23,207,118452,19,13,0,90,118804,0.79
F001000,國泰期貨,6,0,3737,0,0,0,0,3743,3,0,2470,0,0,0,0,2473,7,2,4436,0,0,0,0,4445,12,8,3780,6,0,0,0,3806,33,14,4192,6,0,0,0,4245,0,0,6489,7,0,0,3,6499,11,0,4370,6,0,0,3,4390,3,1,7905,4,0,0,0,7913,2,0,5772,0,0,0,0,5774,16,22,14191,0,0,0,0,14229,19,7,4708,0,0,0,2,4736,10,2,13617,0,0,0,0,13629,26,0,4011,0,0,0,1,4038,17,0,2450,0,0,0,0,2467,1,0,2319,0,0,0,0,2320,7,0,3253,0,0,0,0,3260,3,0,2701,0,0,0,0,2704,32,0,3351,0,0,0,0,3383,5,2,1469,0,0,0,0,1476,21,0,4927,0,0,0,0,4948,234,58,100148,29,0,0,9,100478,0.67
F021999,元大寶來期貨自營,0,0,2830,0,0,0,0,2830,0,0,1209,0,0,0,0,1209,20,38,2146,0,0,0,0,2204,40,40,6229,0,0,0,20,6329,0,10,11097,0,0,0,0,11107,0,40,4369,0,0,0,60,4469,0,0,4782,0,0,0,20,4802,0,0,14240,0,0,0,34,14274,40,6,13574,0,0,0,0,13620,0,8,13367,0,0,0,0,13375,0,56,1154,0,0,0,0,1210,0,0,2251,0,0,0,0,2251,0,8,11099,0,0,0,0,11107,40,0,202,0,0,0,20,262,0,0,3730,0,0,0,0,3730,0,0,808,0,0,0,0,808,0,0,1457,0,0,0,0,1457,0,0,898,0,0,0,0,898,0,0,640,0,0,0,0,640,0,0,138,0,0,0,0,138,140,206,96220,0,0,0,154,96720,0.64
S518000,太平洋證券,5,1,3404,9,0,0,2,3421,3,3,1763,14,0,0,4,1787,3,6,3591,12,0,0,0,3612,0,0,3992,0,0,0,1,3993,5,2,6267,0,0,0,1,6275,0,5,3795,10,0,0,1,3811,2,7,3197,0,0,0,0,3206,0,13,9142,0,0,0,2,9157,0,0,5146,0,0,0,0,5146,8,30,9041,0,0,0,6,9085,0,48,5585,0,0,0,1,5634,65,82,6192,0,0,0,2,6341,20,32,7635,0,0,0,4,7691,0,35,4170,35,0,0,0,4240,0,0,2444,21,0,0,0,2465,0,10,3196,0,0,0,0,3206,0,13,2689,22,0,0,0,2724,0,3,2667,35,0,0,0,2705,0,1,3249,2,0,0,1,3253,0,0,3595,0,0,0,0,3595,111,291,90760,160,0,0,25,91347,0.61
F018999,元富期貨自營,0,0,5587,0,0,0,0,5587,0,0,2354,0,0,0,0,2354,0,0,5553,0,0,0,0,5553,0,0,7067,0,0,0,0,7067,0,0,7932,0,0,0,0,7932,0,0,3243,0,0,0,0,3243,0,0,1536,0,0,0,0,1536,0,0,5995,0,0,0,0,5995,0,0,4264,0,0,0,0,4264,0,0,9619,0,0,0,0,9619,0,0,4578,0,0,0,0,4578,0,0,2886,0,0,0,0,2886,0,0,5329,0,0,0,0,5329,0,0,4370,0,0,0,0,4370,0,0,2633,0,0,0,0,2633,0,0,2676,0,0,0,0,2676,0,0,3282,0,0,0,0,3282,0,0,4191,0,0,0,0,4191,0,0,2360,0,0,0,0,2360,0,0,2649,0,0,0,0,2649,0,0,88104,0,0,0,0,88104,0.59
F038999,大眾期貨自營,0,0,8667,0,0,0,0,8667,0,0,1367,0,0,0,0,1367,0,0,3658,0,0,0,0,3658,0,0,2946,0,0,0,0,2946,0,0,4265,0,0,0,0,4265,0,0,1948,0,0,0,0,1948,0,0,2262,0,0,0,0,2262,0,0,6556,0,0,0,0,6556,0,0,6708,0,0,0,0,6708,0,0,11338,0,0,0,0,11338,0,0,5033,0,0,0,0,5033,0,0,5055,0,0,0,0,5055,0,0,11997,0,0,0,0,11997,0,0,2680,0,0,0,0,2680,0,0,1015,0,0,0,0,1015,0,0,1269,0,0,0,0,1269,0,0,865,0,0,0,0,865,0,0,1706,0,0,0,0,1706,0,0,991,0,0,0,0,991,0,0,1161,0,0,0,0,1161,0,0,81487,0,0,0,0,81487,0.540000000000000064
S144000,美林證券,0,0,289,0,0,0,1,290,0,0,611,0,0,0,24,635,0,0,2929,0,0,0,0,2929,0,0,5738,0,0,0,41,5779,0,0,1916,0,0,0,164,2080,0,0,1328,0,0,0,554,1882,0,0,1031,0,0,0,179,1210,0,0,5856,0,0,0,25,5881,0,0,3585,0,0,0,1,3586,0,0,7996,0,0,0,0,7996,0,0,1610,0,0,0,0,1610,0,0,8039,0,0,0,0,8039,0,0,13858,0,0,0,1,13859,0,0,1604,0,0,0,0,1604,0,0,3590,0,0,0,0,3590,0,0,607,0,0,0,0,607,0,0,1867,0,0,0,0,1867,0,0,7457,0,0,0,0,7457,0,0,2264,0,0,0,0,2264,0,0,1225,0,0,0,0,1225,0,0,73400,0,0,0,990,74390,0.49
S116999,日盛證券自營,0,0,3552,0,0,0,0,3552,0,0,2564,0,0,0,0,2564,0,0,3786,0,0,0,0,3786,0,0,3480,0,0,0,0,3480,0,0,5518,0,0,0,0,5518,0,0,2215,0,0,0,0,2215,0,0,4922,0,0,0,0,4922,0,0,6034,0,0,0,0,6034,0,0,5648,0,0,0,0,5648,0,0,6655,0,0,0,0,6655,0,0,4709,0,0,0,0,4709,0,0,2941,0,0,0,0,2941,0,0,3743,0,0,0,0,3743,0,0,1251,0,0,0,0,1251,0,0,1560,0,0,0,0,1560,0,0,2218,0,0,0,0,2218,0,0,2087,0,0,0,0,2087,0,0,2351,0,0,0,0,2351,0,0,2438,0,0,0,0,2438,0,0,2945,0,0,0,0,2945,0,0,70617,0,0,0,0,70617,0.47
S551999,永豐金證券自營,0,0,3615,0,0,0,0,3615,0,0,1512,0,0,0,0,1512,0,0,4750,0,0,0,0,4750,0,0,4925,0,0,0,0,4925,0,0,4673,0,0,0,0,4673,0,0,2487,0,0,0,0,2487,0,0,3492,0,0,0,0,3492,0,0,5274,0,0,0,0,5274,0,0,3266,0,0,0,0,3266,0,0,3179,0,0,0,0,3179,0,0,1145,0,0,0,0,1145,0,0,1743,0,0,0,0,1743,0,0,5025,0,0,0,0,5025,0,0,5191,0,0,0,0,5191,0,0,2304,0,0,0,0,2304,0,0,2919,0,0,0,0,2919,0,0,3817,0,0,0,0,3817,0,0,4106,0,0,0,0,4106,0,0,1788,0,0,0,0,1788,0,0,4330,0,0,0,0,4330,0,0,69541,0,0,0,0,69541,0.46
F004999,凱基期貨自營,0,0,4936,0,0,0,0,4936,0,0,1018,0,0,0,0,1018,0,0,5636,0,0,0,0,5636,0,0,3598,0,0,0,0,3598,0,0,3002,0,0,0,0,3002,0,0,1928,0,0,0,0,1928,0,0,2578,0,0,0,0,2578,0,0,4494,0,0,0,0,4494,0,0,2084,0,0,0,0,2084,0,0,8278,0,0,0,0,8278,0,0,4384,0,0,0,0,4384,0,0,6880,0,0,0,0,6880,0,0,8424,0,0,0,0,8424,0,0,1768,0,0,0,0,1768,0,0,1274,0,0,0,0,1274,0,0,3194,0,0,0,0,3194,0,0,630,0,0,0,0,630,0,0,1604,0,0,0,0,1604,0,0,124,0,0,0,0,124,0,0,1460,0,0,0,0,1460,0,0,67294,0,0,0,0,67294,0.45
