期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
Date,,20140801,,,,,,,,20140804,,,,,,,,20140805,,,,,,,,20140806,,,,,,,,20140807,,,,,,,,20140808,,,,,,,,20140811,,,,,,,,20140812,,,,,,,,20140813,,,,,,,,20140814,,,,,,,,20140815,,,,,,,,20140818,,,,,,,,20140819,,,,,,,,20140820,,,,,,,,20140821,,,,,,,,20140822,,,,,,,,20140825,,,,,,,,20140826,,,,,,,,20140827,,,,,,,,20140828,,,,,,,,20140829,,,,,,,,99999999,,,,,,,
S157999,港商法國興業證券自營,71,164,213922,80,0,0,0,214237,15,21,141510,65,0,0,0,141611,73,338,369878,57,0,0,0,370346,194,62,235945,80,0,0,0,236281,4,10,155270,40,0,0,0,155324,0,0,290018,50,0,0,0,290068,22,2,173817,80,0,0,0,173921,0,1,207613,85,0,0,0,207699,7,41,179063,95,0,0,0,179206,3,0,147831,105,0,0,0,147939,5220,151,160634,175,0,0,0,166180,10,1,195495,70,0,0,0,195576,2,114,207423,200,0,0,0,207739,63,388,159342,35,0,0,0,159828,0,59,127529,40,0,0,0,127628,31,142,198571,50,0,0,0,198794,119,408,99159,50,0,0,0,99736,22,23,103789,50,0,0,0,103884,0,0,193522,30,0,0,0,193552,0,0,104089,40,0,0,0,104129,0,0,163883,40,0,0,0,163923,5856,1925,3828303,1517,0,0,0,3837601,13.61
F021000,元大寶來期貨,291,393,162274,22,14,0,2,162996,431,319,98785,9,34,0,2,99580,599,1088,280993,58,29,0,2,282769,481,464,254515,17,0,0,4,255481,150,160,110011,9,0,0,10,110340,376,411,217706,3,2,0,4,218502,317,252,130773,36,4,0,20,131402,280,267,118854,49,8,0,1,119459,446,454,153778,16,4,0,0,154698,165,150,124957,8,5,0,3,125288,477,287,116641,1,0,0,0,117406,387,445,118209,3,12,0,0,119056,746,807,160698,10,5,0,0,162266,267,839,155842,4,0,0,10,156962,245,414,110564,9,26,0,18,111276,168,784,174102,39,7,0,61,175161,286,412,66967,18,3,0,0,67686,100,122,71899,59,0,0,2,72182,213,268,220903,10,0,0,2,221396,68,99,85596,15,7,0,8,85793,45,228,94133,18,1,0,7,94432,6538,8663,3028200,413,161,0,156,3044131,10.8
F034999,澳帝華期貨自營,214,280,106591,25,0,0,64,107174,125,343,88811,44,0,0,16,89339,6,0,215500,15,0,0,30,215551,56,87,209426,54,0,0,26,209649,99,186,84334,26,0,0,4,84649,352,749,161746,11,0,0,69,162927,194,525,93692,65,0,0,35,94511,233,235,114886,51,0,0,57,115462,231,438,136289,1,0,0,20,136979,433,330,79835,40,0,0,20,80658,346,257,95262,5,0,0,11,95881,206,282,104576,15,0,0,41,105120,209,733,115794,1,0,0,33,116770,436,1391,133642,19,0,0,383,135871,274,566,74560,76,0,0,43,75519,161,632,139364,317,0,0,60,140534,0,0,66900,98,0,0,50,67048,0,60,75270,0,0,0,20,75350,0,0,202879,320,0,0,8,203207,0,0,72783,0,0,0,0,72783,0,0,91572,89,0,0,301,91962,3575,7094,2463712,1272,0,0,1291,2476944,8.78
S980999,元大寶來證券自營,453,801,113124,55,0,0,17,114450,255,513,69124,45,0,0,41,69978,796,2247,165648,99,0,0,13,168803,239,572,138185,65,0,0,24,139085,134,277,82298,70,0,0,28,82807,601,785,150839,122,0,0,27,152374,168,1045,89867,160,0,0,28,91268,350,448,96702,220,0,0,10,97730,122,916,129774,246,0,0,31,131089,347,238,105696,282,0,0,1,106564,3666,331,108838,321,0,0,0,113156,75,167,133339,145,0,0,30,133756,145,446,134943,397,0,0,16,135947,201,855,127980,432,0,0,440,129908,115,360,82071,191,0,0,36,82773,192,515,108186,216,0,0,16,109125,163,732,40912,217,0,0,10,42034,145,474,43168,161,0,0,82,44030,307,417,88809,167,0,0,33,89733,72,225,73335,146,0,0,16,73794,19,502,96218,162,0,0,51,96952,8565,12866,2179056,3919,0,0,950,2205356,7.82
F002000,永豐期貨,10,82,89865,2,10,0,2,89971,62,58,69234,68,0,0,1,69423,33,99,185613,68,0,0,2,185815,20,153,180868,0,0,0,1,181042,4,23,66247,11,0,0,0,66285,22,78,129812,55,0,0,17,129984,33,48,82410,12,0,0,5,82508,14,6,85532,1,2,0,2,85557,94,68,137782,10,0,0,1,137955,37,20,103414,1,2,0,2,103476,240,35,97776,13,0,0,0,98064,245,38,113656,8,0,0,10,113957,188,75,133794,9,0,0,0,134066,15,132,137847,42,0,0,0,138036,74,84,59444,14,0,0,0,59616,57,196,116460,25,0,0,53,116791,162,141,57047,5,0,0,2,57357,17,16,54783,32,0,0,0,54848,29,47,155804,27,0,0,0,155907,9,6,50938,42,0,0,0,50995,12,12,81251,32,0,0,0,81307,1377,1417,2189577,477,14,0,98,2192960,7.78
F004000,凱基期貨,16,38,107771,1,0,0,6,107832,28,22,66257,43,24,0,10,66384,6,77,171803,4,24,0,1,171915,19,10,171123,93,0,0,14,171259,32,22,72684,41,0,0,16,72795,9,56,145560,28,0,0,8,145661,4,45,93907,32,0,0,24,94012,9,21,82477,43,0,0,6,82556,16,83,124035,4,0,0,12,124150,7,68,94154,20,0,0,10,94259,3,12,88275,35,0,0,7,88332,21,16,116115,24,0,0,0,116176,30,9,123628,1,0,0,18,123686,29,88,140358,72,0,0,5,140552,19,32,72437,103,0,0,9,72600,44,34,124178,160,0,0,6,124422,2,28,57092,41,0,0,13,57176,5,11,57633,22,0,0,4,57675,3,39,150675,38,0,0,14,150769,8,18,55360,41,0,0,6,55433,3,19,69848,33,0,0,1,69904,313,748,2185370,879,48,0,190,2187548,7.76
F029000,康和期貨,4,6,61423,1,0,0,4,61438,13,11,56593,0,0,0,5,56622,15,30,87608,0,0,0,1,87654,2,0,106125,0,0,0,7,106134,10,32,41799,0,0,0,10,41851,0,31,84594,0,0,0,8,84633,16,11,48832,0,0,0,2,48861,12,26,53977,0,4,0,2,54021,0,6,90192,0,0,0,0,90198,11,6,66397,0,2,0,0,66416,1,0,61119,0,0,0,0,61120,0,5,46984,0,2,0,1,46992,2,3,61428,5,4,0,0,61442,43,13,97920,0,0,0,2,97978,1,10,70471,0,5,0,0,70487,1,19,62379,0,0,0,2,62401,1,4,43060,0,0,0,4,43069,0,3,48467,0,0,0,0,48470,31,7,83421,0,0,0,0,83459,6,7,52461,0,3,0,1,52478,9,14,62737,0,0,0,0,62760,178,244,1387987,6,20,0,49,1388484,4.92
F020000,群益期貨,36,65,63119,0,12,0,11,63243,15,2,47669,32,0,0,0,47718,1,23,118552,9,0,0,0,118585,3,28,79611,11,0,0,1,79654,28,16,35922,0,0,0,10,35976,27,27,75764,38,2,0,2,75860,5,31,57876,4,4,0,1,57921,5,44,55571,12,2,0,1,55635,8,31,81927,30,2,0,0,81998,11,12,46840,15,0,0,0,46878,5,2,55566,11,0,0,1,55585,17,44,52329,5,0,0,0,52395,18,73,84673,2,1,0,0,84767,21,102,69573,4,0,0,0,69700,7,62,35191,41,11,0,4,35316,27,64,78680,4,0,0,12,78787,16,10,40885,0,0,0,1,40912,13,9,33351,66,0,0,10,33449,3,68,79823,26,0,0,0,79920,7,10,30372,6,4,0,3,30402,13,38,30599,0,1,0,0,30651,286,761,1253893,316,39,0,57,1255352,4.45
F008000,統一期貨,18,33,50180,2,0,0,6,50239,18,26,34390,8,0,0,1,34443,23,124,82215,2,0,0,1,82365,11,26,89243,3,0,0,1,89284,20,10,32629,4,0,0,2,32665,90,28,60091,2,0,0,33,60244,57,78,39385,1,0,0,13,39534,6,8,46636,2,0,0,0,46652,26,47,80546,1,0,0,1,80621,23,56,36049,27,0,0,1,36156,11,42,35907,16,0,0,0,35976,63,33,40929,12,0,0,2,41039,42,21,62601,5,0,0,3,62672,98,355,82891,17,0,0,1,83362,69,14,29686,22,12,0,65,29868,0,76,60191,59,0,0,14,60340,3,47,27370,3,0,0,3,27426,2,18,32896,4,0,0,87,33007,6,28,96140,1,0,0,50,96225,2,57,23400,7,0,0,3,23469,4,20,30880,2,0,0,0,30906,592,1147,1074255,200,12,0,287,1076493,3.82
F039000,大昌期貨,58,56,56605,4,0,0,7,56730,4,15,28950,0,0,0,0,28969,15,75,75326,0,0,0,2,75418,17,17,67511,0,0,0,0,67545,53,62,32709,0,0,0,2,32826,48,17,55986,0,0,0,0,56051,11,7,50665,1,0,0,0,50684,17,5,41917,2,0,0,0,41941,5,63,55888,0,0,0,0,55956,22,126,36000,0,0,0,1,36149,17,130,42592,0,0,0,0,42739,0,22,37998,2,0,0,0,38022,54,8,46417,4,0,0,2,46485,41,122,52791,0,0,0,0,52954,18,15,31833,0,0,0,0,31866,6,12,61974,0,0,0,1,61993,0,49,28634,0,0,0,0,28683,3,6,25263,0,0,0,61,25333,1,9,64433,0,0,0,40,64483,0,1,30839,0,0,0,0,30840,0,22,28834,1,0,0,0,28857,390,839,953165,14,0,0,116,954524,3.39
B224999,中國信託商業銀行自營,495,680,42731,46,0,0,81,44033,213,103,34371,145,0,0,59,34891,813,1875,72732,206,0,0,44,75670,369,562,99145,211,0,0,37,100324,160,289,38453,121,0,0,43,39066,881,373,51187,169,0,0,72,52682,375,281,36389,124,0,0,48,37217,369,245,41701,114,0,0,51,42480,535,628,64758,160,0,0,40,66121,701,394,27587,87,0,0,42,28811,378,364,28731,31,0,0,42,29546,474,264,40637,29,0,0,40,41444,631,747,30634,66,0,0,42,32120,161,1312,26818,146,0,0,83,28520,30,342,21848,94,0,0,53,22367,81,566,32727,182,0,0,60,33616,81,724,20633,91,0,0,38,21567,151,624,20333,82,0,0,66,21256,128,134,48541,91,0,0,47,48941,38,160,23327,90,0,0,58,23673,11,775,25415,104,0,0,30,26335,7075,11442,828698,2389,0,0,1076,850680,3.02
