期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
S920999,凱基證券自營,0,32,2341,0,0,0,11,2384,0,21,2064,5,0,0,0,2090,0,0,3482,0,0,0,0,3482,0,0,2831,5,0,0,0,2836,0,0,2655,9,0,0,0,2664,0,0,3173,14,0,0,0,3187,0,0,3635,12,0,0,11,3658,0,0,4373,0,0,0,12,4385,0,20,4059,0,0,0,0,4079,0,0,3535,5,0,0,0,3540,0,0,1889,0,0,0,0,1889,0,0,1355,0,0,0,56,1411,0,0,3475,0,0,0,0,3475,0,0,2383,6,0,0,10,2399,0,51,2332,0,0,0,0,2383,0,39,2522,20,0,0,0,2581,0,0,2350,20,0,0,0,2370,0,21,1666,15,0,0,0,1702,0,0,1871,10,0,0,0,1881,0,0,2333,25,0,0,0,2358,0,184,54324,146,0,0,100,54754,0.37
S856000,新光證券,2,1,3224,0,0,0,0,3227,1,6,2505,0,0,0,0,2512,2,0,2951,0,0,0,1,2954,16,3,3702,0,0,0,0,3721,4,3,1693,0,0,0,0,1700,2,7,3320,0,0,0,0,3329,5,7,4723,0,0,0,0,4735,2,0,3939,0,0,0,0,3941,0,3,2340,0,0,0,0,2343,0,0,2014,0,0,0,0,2014,0,0,1407,0,0,0,0,1407,21,0,2536,0,0,0,0,2557,0,0,1906,0,0,0,0,1906,3,0,2440,0,0,0,0,2443,0,3,2356,0,0,0,0,2359,0,4,1810,0,0,0,0,1814,0,3,1901,0,0,0,0,1904,0,2,2414,0,0,0,0,2416,0,0,1944,0,0,0,0,1944,0,4,2091,0,0,0,0,2095,58,46,51216,0,0,0,1,51321,0.34
S653000,大眾證券,0,0,2471,0,0,0,0,2471,16,0,2813,0,0,0,0,2829,21,2,2180,0,0,0,0,2203,0,0,2505,0,0,0,0,2505,0,0,1056,0,0,0,0,1056,0,0,1538,0,0,0,0,1538,1,0,2965,0,0,0,0,2966,1,0,2043,0,0,0,0,2044,0,0,1596,0,0,0,0,1596,0,2,2004,0,0,0,0,2006,72,0,894,0,0,0,0,966,0,0,2110,0,0,0,0,2110,0,1,1619,0,0,0,0,1620,1,1,3171,0,0,0,0,3173,4,0,4619,0,0,0,0,4623,0,5,2179,0,0,0,0,2184,0,0,2075,0,0,0,0,2075,0,5,2246,0,0,0,0,2251,0,0,1390,0,0,0,0,1390,0,0,2539,0,0,0,0,2539,116,16,44013,0,0,0,0,44145,0.29
F021999,元大寶來期貨自營,75,42,502,0,0,0,0,619,5,2,1333,0,0,0,0,1340,0,2,2012,0,0,0,0,2014,0,2,2654,0,0,0,0,2656,0,2,2269,0,0,0,0,2271,0,23,3353,0,0,0,0,3376,40,17,4005,0,0,0,0,4062,0,0,6499,0,0,0,0,6499,0,56,3008,0,0,0,0,3064,0,40,2078,0,0,0,20,2138,0,21,591,0,0,0,16,628,0,0,506,0,0,0,0,506,0,0,176,0,0,0,0,176,0,0,2169,0,0,0,0,2169,0,72,2296,0,0,0,4,2372,0,9,2147,0,0,0,0,2156,16,0,2112,0,0,0,0,2128,0,0,1649,0,0,0,0,1649,0,60,1311,0,0,0,0,1371,0,0,1140,0,0,0,20,1160,136,348,41810,0,0,0,60,42354,0.280000000000000032
S779999,國票證券自營,0,0,1891,0,0,0,0,1891,0,0,2407,0,0,0,0,2407,0,0,3015,0,0,0,0,3015,0,0,1383,0,0,0,0,1383,0,0,525,0,0,0,0,525,0,0,914,0,0,0,0,914,0,0,1751,0,0,0,0,1751,0,0,2701,0,0,0,0,2701,0,0,2490,0,0,0,0,2490,0,0,2174,0,0,0,0,2174,0,0,697,0,0,0,0,697,0,0,1749,0,0,0,0,1749,0,0,1516,0,0,0,0,1516,0,0,2954,0,0,0,0,2954,0,0,1800,0,0,0,0,1800,0,0,1602,0,0,0,0,1602,0,0,2637,0,0,0,0,2637,0,0,3430,0,0,0,0,3430,0,0,708,0,0,0,0,708,0,0,1372,0,0,0,0,1372,0,0,37716,0,0,0,0,37716,0.25
S616000,中國信託證券,0,0,1574,0,0,0,0,1574,0,0,1320,0,0,0,0,1320,0,0,1832,0,0,0,0,1832,3,0,2644,0,0,0,0,2647,0,0,1295,0,0,0,0,1295,0,0,1563,0,0,0,0,1563,0,0,2013,0,0,0,0,2013,0,0,2946,0,0,0,0,2946,0,0,1448,0,0,0,0,1448,0,0,1445,0,0,0,0,1445,0,0,1166,0,0,0,0,1166,3,0,2068,0,0,0,1,2072,7,0,1643,0,0,0,0,1650,1,0,1265,6,0,0,0,1272,2,2,1061,1,0,0,0,1066,0,0,1348,5,0,0,0,1353,1,2,2284,1,0,0,0,2288,0,0,2086,0,0,0,0,2086,3,4,1111,0,0,0,0,1118,0,0,1475,0,0,0,0,1475,20,8,33587,13,0,0,1,33629,0.22
S653999,大眾證券自營,0,0,1458,0,0,0,0,1458,0,0,930,0,0,0,0,930,0,0,1645,0,0,0,0,1645,0,0,2738,0,0,0,0,2738,0,0,1883,0,0,0,0,1883,0,0,1196,0,0,0,0,1196,0,0,2161,0,0,0,0,2161,0,0,1419,0,0,0,0,1419,0,0,2513,0,0,0,0,2513,0,0,1541,0,0,0,0,1541,0,0,265,0,0,0,0,265,0,0,1007,0,0,0,0,1007,0,0,1662,0,0,0,0,1662,0,0,2160,0,0,0,0,2160,0,0,608,0,0,0,0,608,0,0,1022,0,0,0,0,1022,0,0,891,0,0,0,0,891,0,0,2192,0,0,0,0,2192,0,0,1148,0,0,0,0,1148,0,0,2502,0,0,0,0,2502,0,0,30941,0,0,0,0,30941,0.21
F034000,澳帝華期貨,0,0,3091,0,0,0,0,3091,0,0,2570,0,0,0,0,2570,0,0,1575,0,0,0,0,1575,0,0,590,0,0,0,0,590,0,0,708,0,0,0,0,708,0,0,831,0,0,0,0,831,0,0,1633,0,0,0,0,1633,0,0,1778,0,0,0,0,1778,0,0,82,0,0,0,0,82,0,0,334,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,889,0,0,1518,0,0,0,0,1518,0,0,1428,0,0,0,0,1428,0,0,5706,0,0,0,0,5706,0,0,32,0,0,0,0,32,0,0,439,0,0,0,0,439,0,0,2937,0,0,0,0,2937,0,0,1359,0,0,0,0,1359,0,0,2057,0,0,0,0,2057,0,0,29557,0,0,0,0,29557,0.2
S116999,日盛證券自營,0,0,1590,0,0,0,0,1590,0,0,703,0,0,0,0,703,0,0,1334,0,0,0,0,1334,0,0,2360,0,0,0,0,2360,0,0,1124,0,0,0,0,1124,0,0,1695,0,0,0,0,1695,0,0,918,0,0,0,0,918,0,0,485,0,0,0,0,485,0,0,705,0,0,0,0,705,0,0,1565,0,0,0,0,1565,0,0,554,0,0,0,0,554,0,0,1353,0,0,0,0,1353,0,0,1107,0,0,0,0,1107,0,0,703,0,0,0,0,703,0,0,1356,0,0,0,0,1356,0,0,1100,0,0,0,0,1100,0,0,1720,0,0,0,0,1720,0,0,1241,0,0,0,0,1241,0,0,997,0,0,0,0,997,0,0,2241,0,0,0,0,2241,0,0,24851,0,0,0,0,24851,0.17
S218000,亞東證券,0,0,753,0,0,0,0,753,0,0,655,0,0,0,2,657,0,0,1420,0,0,0,0,1420,0,0,1295,0,0,0,0,1295,0,0,854,0,0,0,1,855,0,0,774,0,0,0,0,774,0,0,1390,0,0,0,0,1390,1,0,1629,0,0,0,0,1630,0,0,1096,0,0,0,0,1096,0,0,929,0,0,0,3,932,0,0,544,0,0,0,0,544,2,0,1035,0,0,0,1,1038,0,0,584,0,0,0,1,585,0,0,1520,0,0,0,0,1520,0,0,889,0,1,0,0,890,0,0,1068,0,0,0,0,1068,0,0,783,0,0,0,0,783,0,0,775,0,0,0,1,776,0,0,718,0,0,0,0,718,0,0,477,0,0,0,0,477,3,0,19188,0,1,0,9,19201,0.13
S526000,大慶證券,0,1,1176,0,0,0,0,1177,0,1,1119,0,0,0,0,1120,0,5,819,0,0,0,0,824,0,1,1700,0,0,0,0,1701,0,0,518,0,0,0,0,518,0,2,643,0,0,0,0,645,0,2,1053,0,0,0,0,1055,0,0,1092,0,0,0,0,1092,0,0,709,0,0,0,0,709,0,0,1039,0,0,0,4,1043,0,0,501,0,0,0,0,501,0,0,1039,0,0,0,0,1039,0,0,539,0,0,0,0,539,0,0,1136,0,0,0,0,1136,0,0,1046,0,0,0,0,1046,0,0,817,0,0,0,0,817,0,0,676,0,0,0,0,676,0,0,797,0,0,0,0,797,0,0,275,0,0,0,0,275,0,0,625,0,0,0,0,625,0,12,17319,0,0,0,4,17335,0.12
S844000,摩根大通證券,0,0,0,0,0,0,0,0,0,0,1945,0,0,0,0,1945,0,0,1117,0,0,0,0,1117,0,0,2747,0,0,0,0,2747,0,0,1411,0,0,0,0,1411,0,0,170,0,0,0,0,170,0,0,2315,0,0,0,0,2315,0,0,1637,0,0,0,0,1637,0,0,750,0,0,0,0,750,0,0,2408,0,0,0,0,2408,0,0,0,0,0,0,0,0,0,0,1305,0,0,0,0,1305,0,0,195,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,0,0,16250,0,0,0,0,16250,0.11
S147000,台灣摩根士丹利證券,0,0,1201,0,0,0,0,1201,0,0,4000,0,0,0,0,4000,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,870,0,0,1622,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,1601,0,0,0,0,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,851,0,0,13766,0,0,0,0,13766,0.09
S551999,永豐金證券自營,0,0,1065,0,0,0,0,1065,0,0,534,0,0,0,0,534,0,0,552,0,0,0,0,552,0,0,1495,0,0,0,0,1495,0,0,1268,0,0,0,0,1268,0,0,388,0,0,0,0,388,0,0,1090,0,0,0,0,1090,0,0,628,0,0,0,0,628,0,0,426,0,0,0,0,426,0,0,61,0,0,0,0,61,0,0,203,0,0,0,0,203,0,0,199,0,0,0,0,199,0,0,339,0,0,0,0,339,0,0,177,0,0,0,0,177,0,0,274,0,0,0,0,274,0,0,260,0,0,0,0,260,0,0,390,0,0,0,0,390,0,0,401,0,0,0,0,401,0,0,3130,0,0,0,0,3130,0,0,633,0,0,0,0,633,0,0,13513,0,0,0,0,13513,0.09
S109999,台灣工銀證券自營,0,0,350,0,0,0,0,350,0,0,920,0,0,0,0,920,0,0,592,0,0,0,0,592,0,0,1201,0,0,0,0,1201,0,0,435,0,0,0,0,435,0,0,945,0,0,0,0,945,0,0,654,0,0,0,0,654,0,0,715,0,0,0,0,715,0,0,695,0,0,0,0,695,0,0,938,0,0,0,0,938,0,0,648,0,0,0,0,648,0,0,700,0,0,0,0,700,0,0,538,0,0,0,0,538,0,0,610,0,0,0,0,610,0,0,525,0,0,0,0,525,0,0,690,0,0,0,0,690,0,0,799,0,0,0,0,799,0,0,180,0,0,0,0,180,0,0,371,0,0,0,0,371,0,0,710,0,0,0,0,710,0,0,13216,0,0,0,0,13216,0.09
F007999,日盛期貨自營,0,0,912,0,0,0,0,912,0,0,1183,0,0,0,0,1183,0,0,496,0,0,0,0,496,0,0,1229,0,0,0,0,1229,0,0,1077,0,0,0,0,1077,0,0,479,0,0,0,0,479,0,0,1279,0,0,0,0,1279,0,0,753,0,0,0,0,753,0,0,1150,0,0,0,0,1150,0,0,787,0,0,0,0,787,0,0,22,0,0,0,0,22,0,0,1306,0,0,0,0,1306,0,0,556,0,0,0,0,556,0,0,401,0,0,0,0,401,0,0,75,0,0,0,0,75,0,0,500,0,0,0,0,500,0,0,81,0,0,0,0,81,0,0,130,0,0,0,0,130,0,0,95,0,0,0,0,95,0,0,364,0,0,0,0,364,0,0,12875,0,0,0,0,12875,0.09
S109000,台灣工銀證券,0,0,583,0,0,0,0,583,0,0,667,0,0,0,0,667,0,0,465,0,0,0,0,465,0,0,664,0,0,0,0,664,0,0,455,0,0,0,0,455,0,0,677,0,0,0,0,677,0,0,1225,0,0,0,0,1225,0,0,964,0,0,0,0,964,0,0,588,0,0,0,0,588,0,0,288,0,0,0,0,288,0,0,214,0,0,0,0,214,0,0,435,0,0,0,0,435,0,0,292,0,0,0,0,292,0,0,541,0,0,0,0,541,0,0,346,0,0,0,0,346,0,0,255,0,0,0,0,255,0,0,330,0,0,0,0,330,0,0,392,0,0,0,0,392,0,0,277,0,0,0,0,277,0,0,570,0,0,0,0,570,0,0,10228,0,0,0,0,10228,0.0700000000000000128
S509999,華南永昌證券自營,0,0,785,0,0,0,0,785,0,0,787,0,0,0,0,787,0,0,514,0,0,0,0,514,0,0,934,0,0,0,0,934,0,0,95,0,0,0,0,95,0,0,256,0,0,0,0,256,0,0,606,0,0,0,0,606,0,0,300,0,0,0,0,300,0,0,354,0,0,0,0,354,0,0,275,0,0,0,0,275,0,0,100,0,0,0,0,100,0,0,300,0,0,0,0,300,0,0,150,0,0,0,0,150,0,0,740,0,0,0,0,740,0,0,180,0,0,0,0,180,0,0,185,0,0,0,0,185,0,0,31,0,0,0,0,31,0,0,251,0,0,0,0,251,0,0,15,0,0,0,0,15,0,0,280,0,0,0,0,280,0,0,7138,0,0,0,0,7138,0.05
S845999,康和證券自營,0,0,519,0,0,0,0,519,0,0,966,0,0,0,0,966,0,0,1699,0,0,0,0,1699,0,0,774,0,0,0,0,774,0,0,1692,0,0,0,0,1692,0,0,60,0,0,0,0,60,0,0,83,0,0,0,0,83,0,0,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,0,0,0,0,5880,0.04
F038999,大眾期貨自營,0,0,480,0,0,0,0,480,0,0,1242,0,0,0,0,1242,0,0,498,0,0,0,0,498,0,0,1112,0,0,0,0,1112,0,0,2535,0,0,0,0,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867,0,0,0,0,5867,0.04
S505000,大展證券,0,0,359,0,0,0,0,359,0,0,421,0,0,0,0,421,0,0,93,0,0,0,0,93,0,0,146,0,0,0,0,146,0,0,212,0,0,0,0,212,0,0,158,0,0,0,0,158,0,0,265,0,0,0,0,265,0,0,316,1,0,0,0,317,0,0,123,9,0,0,0,132,0,0,116,1,0,0,0,117,0,0,174,0,0,0,0,174,0,0,173,0,0,0,0,173,0,0,132,0,0,0,0,132,0,0,144,0,0,0,0,144,0,0,179,1,0,0,0,180,0,0,139,0,0,0,0,139,0,0,86,1,0,0,0,87,0,0,102,0,0,0,0,102,0,0,50,1,0,0,0,51,0,0,217,1,0,0,0,218,0,0,3605,15,0,0,0,3620,0.02
F004999,凱基期貨自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,304,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,211,0,0,800,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,590,0,0,490,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,528,0,0,2,0,0,0,0,2,0,0,100,0,0,0,0,100,0,0,3039,0,0,0,0,3039,0.02
S538999,第一金證券自營,0,0,40,0,0,0,0,40,0,0,39,0,0,0,0,39,0,0,294,0,0,0,0,294,0,0,213,0,0,0,0,213,0,0,88,0,0,0,0,88,0,0,173,0,0,0,0,173,0,0,492,0,0,0,0,492,0,0,115,0,0,0,0,115,0,0,132,0,0,0,0,132,0,0,56,0,0,0,0,56,0,0,64,0,0,0,0,64,0,0,94,0,0,0,0,94,0,0,227,0,0,0,0,227,0,0,70,0,0,0,0,70,0,0,67,0,0,0,0,67,0,0,101,0,0,0,0,101,0,0,51,0,0,0,0,51,0,0,211,0,0,0,0,211,0,0,142,0,0,0,0,142,0,0,160,0,0,0,0,160,0,0,2829,0,0,0,0,2829,0.02
S505999,大展證券自營,0,0,114,0,0,0,0,114,0,0,37,0,0,0,0,37,0,0,48,0,0,0,0,48,0,0,179,0,0,0,0,179,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,106,0,0,124,0,0,0,0,124,0,0,218,0,0,0,0,218,0,0,60,0,0,0,0,60,0,0,60,0,0,0,0,60,0,0,190,0,0,0,0,190,0,0,28,0,0,0,0,28,0,0,36,0,0,0,0,36,0,0,174,0,0,0,0,174,0,0,52,0,0,0,0,52,0,0,250,0,0,0,0,250,0,0,2038,0,0,0,0,2038,0.01
S703000,致和證券,0,0,181,0,0,0,0,181,0,0,92,0,0,0,0,92,0,0,172,0,0,0,0,172,0,0,29,0,0,0,0,29,0,0,94,0,0,0,0,94,0,0,96,0,0,0,0,96,0,0,138,0,0,0,0,138,0,0,63,0,0,0,0,63,0,0,87,0,0,0,0,87,0,0,71,0,0,0,0,71,0,0,60,0,0,0,0,60,0,0,80,0,0,0,0,80,0,0,174,0,0,0,0,174,0,0,235,0,0,0,0,235,0,0,26,0,0,0,0,26,0,0,11,0,0,0,0,11,0,0,46,0,0,0,0,46,0,0,16,0,0,0,0,16,0,0,29,0,0,0,0,29,0,0,59,0,0,0,0,59,0,0,1759,0,0,0,0,1759,0.01
S838000,安泰證券,0,0,64,0,0,0,0,64,0,0,159,0,0,0,0,159,0,0,67,0,0,0,0,67,0,0,119,0,0,0,0,119,0,0,172,0,0,0,0,172,0,0,46,0,0,0,0,46,0,0,144,0,0,0,0,144,0,0,148,0,0,0,0,148,0,0,158,0,0,0,0,158,0,0,81,0,0,0,0,81,0,0,30,0,0,0,0,30,0,0,88,0,0,0,0,88,0,0,26,0,0,0,0,26,0,0,33,0,0,0,0,33,0,0,113,0,0,0,0,113,0,0,14,0,0,0,0,14,0,0,29,0,0,0,0,29,0,0,41,0,0,0,0,41,0,0,11,0,0,0,0,11,0,0,108,0,0,0,0,108,0,0,1651,0,0,0,0,1651,0.01
S645000,永全證券,0,0,92,0,0,0,0,92,0,0,92,0,0,0,0,92,0,0,72,0,0,0,0,72,0,0,78,0,0,0,0,78,0,0,63,0,0,0,0,63,0,0,44,0,0,0,0,44,0,0,67,0,0,0,0,67,0,0,69,0,0,0,0,69,0,0,25,0,0,0,0,25,0,0,10,0,0,0,0,10,0,0,18,0,0,0,0,18,0,0,122,0,0,0,0,122,0,0,46,0,0,0,0,46,0,0,127,0,0,0,0,127,0,0,63,0,0,0,0,63,0,0,44,0,0,0,0,44,0,0,31,0,0,0,0,31,0,0,114,0,0,0,0,114,0,0,36,0,0,0,0,36,0,0,85,0,0,0,0,85,0,0,1298,0,0,0,0,1298,0.01
F008999,統一期貨自營,0,0,120,0,0,0,0,120,0,0,108,0,0,0,0,108,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,204,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,108,0,0,39,0,0,0,0,39,0,0,15,0,0,0,0,15,0,0,4,0,0,0,0,4,0,0,16,0,0,0,0,16,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,679,0,0,0,0,679,0
S153000,港商德意志證券台北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,600,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,620,0
S165000,新加坡商瑞銀證券,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,472,0
S218999,亞東證券自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,228,0,0,0,0,228,0,0,168,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,436,0
S601000,奔亞證券,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,21,0,0,0,0,21,0,0,18,0,0,0,0,18,0,0,14,0,0,0,0,14,0,0,10,0,0,0,0,10,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,212,0,0,0,0,212,0
F029999,康和期貨自營,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,2,0,0,0,0,2,0,0,22,0,0,0,0,22,0,0,18,0,0,0,0,18,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,102,0,0,0,0,102,0
S700999,兆豐證券自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,65,0
