期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
S920999,凱基證券自營,0,171,15014,24,0,0,13,15222,1,132,19610,54,0,0,68,19865,2,753,16325,155,0,0,42,17277,3,344,22832,82,0,0,16,23277,62,466,29117,143,0,0,45,29833,3,135,25412,110,0,0,49,25709,2,268,39722,191,0,0,17,40200,17,179,58767,96,0,0,118,59177,0,138,52292,31,0,0,83,52544,2,51,29194,174,0,0,54,29475,23,251,31359,340,0,0,138,32111,5,692,33042,123,0,0,71,33933,683,302,50631,120,0,0,47,51783,60,233,50896,206,0,0,156,51551,105,340,48173,273,0,0,49,48940,16,517,51809,396,0,0,40,52778,21,245,48923,127,0,0,44,49360,0,24,31610,71,0,0,22,31727,6,37,73648,82,0,0,13,73786,0,35,37221,77,0,0,4,37337,11,60,46905,124,0,0,97,47197,1022,5373,812502,2999,0,0,1186,823082,3.83
F008000,統一期貨,6,5,30884,3,0,0,9,30907,62,16,26959,3,0,0,1,27041,6,129,48788,3,0,0,2,48928,5,3,53706,12,0,0,2,53728,1,398,32241,4,0,0,2,32646,19,1,23021,8,0,0,0,23049,42,4,30417,3,0,0,0,30466,305,237,53428,1,0,0,6,53977,62,0,75531,4,0,0,0,75597,84,2,19808,59,0,0,1,19954,48,0,38040,52,0,0,6,38146,2,18,24330,15,0,0,0,24365,8,3,35127,37,0,0,3,35178,4,0,62542,20,0,0,1,62567,7,11,42069,9,0,0,1,42097,9,254,31396,3,0,0,4,31666,2,1,24525,9,0,0,0,24537,0,203,19446,1,0,0,6,19656,7,20,76248,3,0,0,19,76297,1,4,18732,3,0,0,15,18755,0,1,23828,10,0,0,8,23847,680,1310,791066,262,0,0,86,793404,3.69
F039000,大昌期貨,0,4,25559,0,0,0,22,25585,3,54,28680,0,0,0,30,28767,61,58,35245,7,0,0,10,35381,14,66,39831,0,0,0,5,39916,22,32,29645,7,0,0,20,29726,67,26,26070,5,0,0,0,26168,11,59,30955,10,0,0,0,31035,14,10,32812,6,0,0,0,32842,12,9,42987,2,0,0,0,43010,13,4,22374,0,0,0,0,22391,12,18,37176,0,0,0,0,37206,18,1,29818,1,0,0,35,29873,3,52,30141,0,0,0,5,30201,22,5,46361,0,0,0,0,46388,3,4,44080,2,0,0,0,44089,3,4,39221,2,0,0,3,39233,5,1,37675,7,0,0,5,37693,4,20,22977,10,0,0,22,23033,4,16,54019,4,0,0,8,54051,2,27,27885,0,0,0,1,27915,4,10,32489,4,0,0,16,32523,297,480,716000,67,0,0,182,717026,3.34
F026000,富邦期貨,1,1,25878,160,0,0,17,26057,1,0,32168,145,0,0,7,32321,0,17,40908,171,0,0,5,41101,4,28,34737,146,0,0,4,34919,4,8,27245,142,1,0,16,27416,0,1,36701,175,2,0,0,36879,8,0,31885,298,0,0,2,32193,1,1,31045,263,0,0,1,31311,2,0,35173,191,1,0,6,35373,1,0,17911,130,0,0,6,18048,1,0,42010,155,0,0,1,42167,1,23,20179,184,0,0,0,20387,1,1,33327,197,0,0,1,33527,3,6,33484,266,0,0,2,33761,1,6,44879,125,0,0,1,45012,0,5,25702,810,0,0,0,26517,2,25,22544,127,0,0,0,22698,1,24,16416,116,0,0,1,16558,1,38,35157,98,0,0,11,35305,0,15,21206,108,0,0,2,21331,1,2,19907,101,0,0,10,20021,34,201,628462,4108,4,0,93,632902,2.94
F007000,日盛期貨,3,14,20292,0,0,0,24,20333,2,1,23738,0,0,0,1,23742,5,39,23565,3,0,0,0,23612,3,6,27477,2,0,0,24,27512,1,28,23249,4,0,0,2,23284,0,4,18484,2,0,0,3,18493,14,22,21190,2,0,0,0,21228,5,1,23315,10,0,0,32,23363,7,20,32542,2,0,0,0,32571,5,1,16368,0,0,0,10,16384,5,20,23281,0,0,0,6,23312,0,24,13341,0,0,0,5,13370,0,3,15591,0,0,0,2,15596,0,0,22880,1,0,0,0,22881,7,2,34255,0,0,0,4,34268,4,5,29827,0,0,0,7,29843,1,5,23842,0,0,0,20,23868,1,8,25119,0,0,0,22,25150,2,21,42062,0,0,0,4,42089,1,18,24862,0,0,0,0,24881,101,143,22270,0,0,0,55,22569,167,385,507550,26,0,0,221,508349,2.36
F018000,元富期貨,12,6,22312,1,0,0,1,22332,1,11,22232,1,0,0,5,22250,13,39,20199,5,0,0,2,20258,1,16,22901,1,0,0,0,22919,15,11,16881,1,0,0,4,16912,2,5,14914,0,0,0,4,14925,1,3,21209,1,0,0,1,21215,7,3,26377,16,0,0,3,26406,18,16,26362,12,0,0,4,26412,19,3,13051,6,0,0,1,13080,16,43,23709,2,0,0,0,23770,5,19,13469,0,0,0,0,13493,21,20,21732,1,0,0,0,21774,19,46,18346,1,0,0,0,18412,63,23,25560,5,0,0,0,25651,23,7,21689,3,0,0,0,21722,9,6,18423,3,0,0,0,18441,3,23,14215,7,0,0,0,14248,10,47,39015,0,0,0,4,39076,6,26,18179,0,0,0,7,18218,2,14,16716,0,0,0,11,16743,266,387,437491,66,0,0,47,438257,2.04
F014000,華南期貨,0,0,11221,0,0,0,0,11221,0,0,19204,0,0,0,8,19212,0,1,25669,0,0,0,0,25670,0,25,28334,0,0,0,0,28359,0,2,11038,0,0,0,5,11045,12,42,10553,0,0,0,0,10607,0,26,10903,0,0,0,0,10929,0,55,16216,0,0,0,0,16271,0,1,22319,0,0,0,0,22320,0,0,6545,0,0,0,0,6545,0,0,11635,0,0,0,0,11635,0,60,8897,0,0,0,0,8957,0,0,9811,0,0,0,0,9811,0,49,24404,40,0,0,0,24493,0,67,13687,20,0,0,0,13774,0,68,12205,0,0,0,0,12273,0,25,9578,0,0,0,1,9604,0,21,9801,0,0,0,1,9823,0,213,23397,0,0,0,2,23612,0,55,8821,5,0,0,2,8883,0,53,9501,5,0,0,0,9559,12,763,303739,70,0,0,19,304603,1.42
F030000,兆豐期貨,3,134,12793,0,0,0,0,12930,0,245,9587,2,0,0,0,9834,0,1193,13197,0,0,0,0,14390,0,29,13167,0,0,0,0,13196,0,18,8114,1,0,0,0,8133,0,2,6609,0,0,0,0,6611,0,30,15946,0,0,0,0,15976,2,1,11326,0,0,0,0,11329,0,0,20014,0,0,0,0,20014,5,5,12812,3,0,0,2,12827,0,0,9881,2,0,0,0,9883,0,14,13544,2,0,0,3,13563,4,8,22480,0,0,0,0,22492,0,1,25403,0,2,0,1,25407,1,1,17967,0,0,0,2,17971,1,0,11764,0,2,0,0,11767,0,4,9875,2,0,0,0,9881,2,0,7109,0,0,0,0,7111,2,105,19788,0,0,0,0,19895,0,139,11957,0,0,0,0,12096,0,126,7315,0,0,0,3,7444,20,2055,280648,12,4,0,11,282750,1.32
F005000,國票期貨,4,1,13845,0,0,0,0,13850,2,26,8452,5,0,0,1,8486,2,20,13974,0,0,0,0,13996,3,8,18342,5,0,0,0,18358,1,16,9443,33,0,0,1,9494,1,2,8043,0,0,0,0,8046,2,6,13652,30,0,0,0,13690,2,9,12572,40,0,0,0,12623,13,1,13261,31,0,0,1,13307,4,1,5208,5,0,0,0,5218,0,30,12810,0,0,0,0,12840,5,7,9010,0,0,0,0,9022,6,18,9983,10,0,0,1,10018,10,8,13717,49,0,0,0,13784,8,30,18501,2,0,0,0,18541,6,16,10693,12,0,0,0,10727,2,82,9714,14,0,0,0,9812,1,15,7186,5,0,0,1,7208,1,55,20728,37,0,0,0,20821,3,29,9138,43,0,0,0,9213,1,4,14846,26,0,0,0,14877,77,384,253118,347,0,0,5,253931,1.18
S585999,統一證券自營,0,8,8934,0,0,0,0,8942,0,0,7588,0,0,0,0,7588,0,128,16822,0,0,0,0,16950,0,0,12410,0,0,0,0,12410,40,44,5989,0,0,0,0,6073,0,4,2923,0,0,0,0,2927,0,0,7655,0,0,0,0,7655,0,0,15801,0,0,0,0,15801,0,40,15155,0,0,0,0,15195,0,0,6519,0,0,0,0,6519,0,4,21331,0,0,0,0,21335,0,0,7583,0,0,0,0,7583,0,20,6196,0,0,0,0,6216,10,0,10239,0,0,0,0,10249,0,0,5966,0,0,0,0,5966,0,21,6712,0,0,0,0,6733,0,0,5796,0,0,0,0,5796,0,0,4572,0,0,0,0,4572,0,0,22242,0,0,0,0,22242,0,0,4371,0,0,0,0,4371,0,0,6071,0,0,0,0,6071,50,269,200875,0,0,0,0,201194,0.94
S538000,第一金證券,0,0,9281,20,0,0,1,9302,0,0,9124,0,0,0,4,9128,0,5,11111,0,0,0,0,11116,0,2,11077,50,0,0,1,11130,1,2,6191,20,0,0,1,6215,1,1,6546,10,0,0,0,6558,0,3,7210,45,0,0,1,7259,2,1,7773,30,0,0,2,7808,5,0,13984,0,0,0,0,13989,7,0,4178,20,0,0,0,4205,0,0,9618,36,0,0,0,9654,0,7,6595,20,0,0,0,6622,0,3,5820,50,0,0,0,5873,0,2,11383,25,0,0,0,11410,0,0,11358,25,0,0,0,11383,0,1,8747,25,0,0,1,8774,0,1,6809,5,0,0,0,6815,0,2,4506,30,0,0,0,4538,0,0,17617,0,0,0,1,17618,0,0,3502,6,0,0,0,3508,0,0,7161,12,0,0,0,7173,16,30,179591,429,0,0,12,180078,0.84
S888999,國泰證券自營,184,0,4529,0,0,0,0,4713,52,0,2926,0,0,0,0,2978,12,0,5020,0,0,0,0,5032,20,0,11815,0,0,0,0,11835,100,0,4095,0,0,0,0,4195,148,0,3524,0,0,0,0,3672,4,0,4390,0,0,0,0,4394,45,0,7115,0,0,0,0,7160,56,0,12384,0,0,0,0,12440,29,0,2670,0,0,0,0,2699,96,0,9124,0,0,0,0,9220,7,0,5624,0,0,0,0,5631,3381,0,10500,0,0,0,0,13881,98,0,14554,0,0,0,0,14652,66,0,8023,0,0,0,0,8089,19,0,5709,0,0,0,0,5728,129,0,6547,0,0,0,0,6676,0,0,2419,0,0,0,0,2419,41,0,14626,0,0,0,0,14667,9,0,5326,0,0,0,0,5335,32,0,4784,0,0,0,0,4816,4528,0,145704,0,0,0,0,150232,0.7
S592999,元富證券自營,0,0,7978,0,0,0,0,7978,0,0,4006,0,0,0,0,4006,0,0,8632,0,0,0,0,8632,0,0,8366,0,0,0,0,8366,0,0,7795,0,0,0,0,7795,0,0,6125,0,0,0,0,6125,0,0,7036,0,0,0,0,7036,0,0,6262,0,0,0,0,6262,0,0,8852,0,0,0,0,8852,0,0,8086,0,0,0,0,8086,0,0,10408,0,0,0,0,10408,0,0,5095,0,0,0,0,5095,0,0,10754,0,0,0,0,10754,0,0,9848,0,0,0,0,9848,0,0,5172,0,0,0,0,5172,0,0,5383,0,0,0,0,5383,0,0,3120,0,0,0,0,3120,0,0,2076,0,0,0,0,2076,0,0,11148,0,0,0,0,11148,0,0,6448,0,0,0,0,6448,0,0,5174,0,0,0,0,5174,0,0,147764,0,0,0,0,147764,0.69
S126999,宏遠證券自營,0,0,10480,0,0,0,0,10480,0,0,15049,0,0,0,0,15049,0,0,4580,0,0,0,0,4580,0,0,7790,0,0,0,0,7790,0,0,7478,0,0,0,0,7478,0,0,8464,0,0,0,0,8464,0,0,9266,0,0,0,0,9266,0,0,10835,0,0,0,0,10835,0,0,6613,0,0,0,0,6613,0,0,2157,0,0,0,0,2157,0,0,7016,0,0,0,0,7016,0,0,4565,0,0,0,0,4565,0,0,5493,0,0,0,0,5493,0,0,2077,0,0,0,0,2077,0,0,4334,0,0,0,0,4334,0,0,9411,0,0,0,0,9411,0,0,7124,0,0,0,0,7124,0,0,2131,0,0,0,0,2131,0,0,9096,0,0,0,0,9096,0,0,6700,0,0,0,0,6700,0,0,6329,0,0,0,0,6329,0,0,146988,0,0,0,0,146988,0.68
S653000,大眾證券,0,0,1885,0,0,0,0,1885,0,0,4255,0,0,0,0,4255,0,0,5125,0,0,0,0,5125,0,0,4670,0,0,0,0,4670,0,0,5262,0,0,0,0,5262,0,0,2485,0,0,0,0,2485,0,0,4114,0,0,0,0,4114,0,0,6444,0,0,0,0,6444,0,0,7695,0,0,0,0,7695,0,0,3581,0,0,0,0,3581,0,0,4454,0,0,0,0,4454,0,0,5721,0,0,0,0,5721,0,0,7553,0,0,0,0,7553,0,0,5621,0,0,0,0,5621,0,0,14015,0,0,0,0,14015,0,0,13700,0,0,0,0,13700,0,0,11082,0,0,0,0,11082,0,0,5439,0,0,0,0,5439,0,0,16569,0,0,0,0,16569,0,0,4469,0,0,0,0,4469,0,0,4697,0,0,0,0,4697,0,0,138836,0,0,0,0,138836,0.65
F002999,永豐期貨自營,0,0,2484,0,0,0,0,2484,0,0,4260,0,0,0,0,4260,0,120,6573,0,0,0,0,6693,0,0,15303,0,0,0,0,15303,110,115,4053,0,0,0,0,4278,2,61,3045,0,0,0,0,3108,0,40,6130,0,0,0,0,6170,0,0,6976,0,0,0,0,6976,0,0,18994,0,0,0,0,18994,0,62,737,0,0,0,0,799,0,21,5410,0,0,0,0,5431,0,0,1491,0,0,0,0,1491,0,0,7346,0,0,0,0,7346,0,0,10304,0,0,0,0,10304,0,0,6678,0,0,0,0,6678,0,0,4378,0,0,0,0,4378,0,0,3091,0,0,0,0,3091,0,0,2126,0,0,0,0,2126,0,0,8767,0,0,0,0,8767,0,0,4085,0,0,0,0,4085,0,0,2644,0,0,0,0,2644,112,419,124875,0,0,0,0,125406,0.58
S779999,國票證券自營,0,0,4112,0,0,0,0,4112,0,0,8281,0,0,0,0,8281,0,0,6857,0,0,0,0,6857,0,0,11775,0,0,0,0,11775,0,0,5176,0,0,0,0,5176,0,0,2566,0,0,0,0,2566,0,0,2067,0,0,0,0,2067,0,0,4164,0,0,0,0,4164,0,0,14512,0,0,0,0,14512,0,0,3790,0,0,0,0,3790,0,0,3259,43,0,0,0,3302,0,0,2713,15,0,0,0,2728,0,0,5194,10,0,0,0,5204,0,0,8804,4,0,0,0,8808,0,0,5529,25,0,0,0,5554,0,0,4987,19,0,0,0,5006,0,0,4042,14,0,0,0,4056,0,0,2646,3,0,0,0,2649,0,0,13056,44,0,0,0,13100,0,0,4520,18,0,0,0,4538,0,0,3369,33,0,0,0,3402,0,0,121419,228,0,0,0,121647,0.569999999999999936
F001000,國泰期貨,0,0,5387,10,0,0,0,5397,12,0,5850,4,0,0,0,5866,0,0,5055,0,0,0,1,5056,1,4,5217,0,0,0,0,5222,0,5,3091,0,0,0,0,3096,0,2,4655,0,0,0,0,4657,9,8,6114,0,0,0,3,6134,0,4,5694,0,0,0,0,5698,0,3,10692,4,0,0,0,10699,0,0,3381,4,0,0,1,3386,2,0,4326,0,0,0,0,4328,0,0,3311,0,0,0,0,3311,0,0,6851,0,0,0,1,6852,0,0,7471,0,0,0,0,7471,0,0,7909,2,0,0,0,7911,0,0,6637,0,0,0,0,6637,0,0,3769,0,0,0,1,3770,0,1,2952,2,0,0,1,2956,0,1,6978,2,0,0,5,6986,0,0,3862,5,0,0,0,3867,0,24,5219,0,0,0,6,5249,24,52,114421,33,0,0,19,114549,0.53
S884000,玉山證券,0,1,3877,0,0,0,1,3879,0,1,4861,0,0,0,0,4862,0,1,5269,0,0,0,0,5270,0,3,5727,0,0,0,5,5735,0,0,5066,0,0,0,7,5073,0,2,3935,0,0,0,4,3941,0,0,5001,0,0,0,1,5002,0,13,5377,0,0,0,16,5406,0,0,5933,0,0,0,0,5933,0,0,2635,0,0,0,0,2635,0,9,5745,0,0,0,0,5754,0,0,2817,0,0,0,20,2837,0,7,3682,0,0,0,0,3689,0,2,10297,0,0,0,0,10299,0,10,6859,0,0,0,0,6869,0,23,3818,0,0,0,24,3865,0,16,2672,0,0,0,0,2688,0,20,2768,0,0,0,0,2788,0,24,6524,0,0,0,22,6570,0,6,4551,0,0,0,0,4557,0,4,7974,0,0,0,1,7979,0,142,105388,0,0,0,101,105631,0.49
F018999,元富期貨自營,0,0,2119,0,0,0,0,2119,0,0,1016,0,0,0,0,1016,0,0,3753,0,0,0,0,3753,0,0,6735,0,0,0,0,6735,0,0,2546,0,0,0,0,2546,0,0,826,0,0,0,0,826,0,0,383,0,0,0,0,383,0,0,3119,0,0,0,0,3119,0,0,8004,0,0,0,0,8004,0,0,1071,0,0,0,0,1071,0,0,2626,0,0,0,0,2626,0,0,3500,0,0,0,0,3500,0,0,4603,0,0,0,0,4603,0,0,4165,0,0,0,0,4165,0,0,10004,0,0,0,0,10004,0,0,7778,0,0,0,0,7778,0,0,8960,0,0,0,0,8960,0,0,5183,0,0,0,0,5183,0,0,13765,0,0,0,0,13765,0,0,3361,0,0,0,0,3361,0,0,3427,0,0,0,0,3427,0,0,96944,0,0,0,0,96944,0.45
