期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
Date,,20130401,,,,,,,,20130402,,,,,,,,20130403,,,,,,,,20130408,,,,,,,,20130409,,,,,,,,20130410,,,,,,,,20130411,,,,,,,,20130412,,,,,,,,20130415,,,,,,,,20130416,,,,,,,,20130417,,,,,,,,20130418,,,,,,,,20130419,,,,,,,,20130422,,,,,,,,20130423,,,,,,,,20130424,,,,,,,,20130425,,,,,,,,20130426,,,,,,,,20130429,,,,,,,,20130430,,,,,,,,99999999,,,,,,,
S157999,港商法國興業證券自營,74,860,49372,15,0,0,0,50321,32,1862,76914,25,0,0,0,78833,22,1290,76863,25,0,0,0,78200,133,804,208743,15,0,0,0,209695,128,189,124711,40,0,0,0,125068,22,162,81633,30,0,0,0,81847,73,81,107525,32,0,0,0,107711,20,99,78354,20,0,0,0,78493,69,130,141861,25,0,0,0,142085,0,15,175449,30,0,0,0,175494,2,0,88534,29,0,0,0,88565,0,245,122396,722,0,0,0,123363,0,352,223797,10,0,0,0,224159,68,387,88949,11,0,0,0,89415,0,527,85662,17,0,0,0,86206,3,217,107690,15,0,0,0,107925,11,74,75248,15,0,0,0,75348,1,57,117606,15,0,0,0,117679,0,0,65417,25,0,0,0,65442,0,0,101665,25,0,0,0,101690,658,7351,2198389,1141,0,0,0,2207539,11.16
F021000,元大寶來期貨,91,361,45363,3,0,0,3,45821,37,188,63059,2,2,0,71,63359,46,257,72654,7,0,0,89,73053,62,101,181485,2,4,0,22,181676,116,29,106979,0,0,0,20,107144,1,19,72383,0,0,0,29,72432,84,31,104918,8,0,0,120,105161,128,175,70462,11,1,0,3,70780,7,122,98724,10,0,0,161,99024,86,93,136864,11,0,0,212,137266,72,69,111217,5,6,0,117,111486,13,108,106884,27,2,0,92,107126,442,108,172487,15,1,0,117,173170,113,195,89292,4,0,0,80,89684,75,47,88967,1,0,0,42,89132,111,194,156443,17,0,0,41,156806,46,45,71221,0,1,0,54,71367,92,52,117254,4,129,0,71,117602,58,61,47919,4,2,0,6,48050,96,118,108581,20,12,0,4,108831,1776,2373,2023156,151,160,0,1354,2028970,10.26
F034999,澳帝華期貨自營,289,780,63555,36,0,0,34,64694,88,1244,68465,49,0,0,70,69916,40,852,88920,48,0,0,114,89974,358,389,147975,14,0,0,149,148885,135,157,105249,34,0,0,30,105605,13,134,85748,29,0,0,47,85971,151,426,87592,69,0,0,214,88452,174,200,66824,34,0,0,17,67249,210,179,96104,120,0,0,471,97084,98,408,97921,80,0,0,199,98706,41,7,78820,120,0,0,0,78988,52,308,75186,153,0,0,314,76013,785,513,143804,133,0,0,327,145562,142,281,81969,123,0,0,237,82752,121,221,86691,103,0,0,136,87272,226,261,136189,58,0,0,60,136794,35,120,69152,88,0,0,36,69431,193,202,109467,121,0,0,441,110424,9,267,63933,33,0,0,307,64549,247,444,119108,127,0,0,150,120076,3407,7393,1872672,1572,0,0,3353,1888397,9.55000000000000128
S980999,元大寶來證券自營,282,1024,33261,44,0,0,54,34665,215,1694,61169,67,0,0,26,63171,58,824,65105,71,0,0,50,66108,520,1272,182707,55,0,0,70,184624,497,166,85713,60,0,0,44,86480,302,100,70462,80,0,0,56,71000,218,271,104540,90,0,0,26,105145,215,244,54377,85,0,0,25,54946,223,467,87043,114,0,0,445,88292,114,537,83355,131,0,0,422,84559,118,400,75143,166,0,0,405,76232,72,116,70412,42,0,0,315,70957,759,749,95807,86,0,0,320,97721,224,225,54498,45,0,0,312,55304,115,310,49738,77,0,0,92,50332,405,548,76619,59,0,0,36,77667,100,375,58211,35,0,0,44,58765,464,380,84013,78,0,0,280,85215,40,270,42520,66,0,0,89,42985,179,491,70853,60,0,0,36,71619,5120,10463,1505546,1511,0,0,3147,1525787,7.72
F004000,凱基期貨,5,429,33067,49,0,0,0,33550,5,278,46212,15,0,0,3,46513,13,108,55062,12,0,0,91,55286,71,32,115286,0,0,0,18,115407,116,26,66394,2,0,0,5,66543,0,18,55201,2,0,0,18,55239,24,21,71609,12,0,0,38,71704,28,51,47377,6,0,0,22,47484,13,90,67259,1,0,0,33,67396,1,118,92965,40,0,0,28,93152,10,42,65758,4,0,0,6,65820,10,154,64014,36,2,0,66,64282,15,51,138458,45,0,0,15,138584,3,114,76399,18,0,0,5,76539,11,19,57711,10,0,0,33,57784,1,7,102898,6,0,0,3,102915,5,22,51893,2,0,0,8,51930,10,12,84131,5,1,0,94,84253,3,12,44535,21,0,0,107,44678,13,31,86607,37,0,0,6,86694,357,1635,1422836,323,3,0,599,1425753,7.21
F002000,永豐期貨,0,77,39534,1,0,0,0,39612,5,104,48521,1,0,0,0,48631,11,228,69422,3,0,0,20,69684,22,143,123380,6,0,0,11,123562,1,28,74131,11,0,0,0,74171,0,17,55821,13,0,0,4,55855,12,23,65451,7,0,0,31,65524,5,11,45774,1,0,0,1,45792,2,57,75422,16,0,0,45,75542,0,50,98256,35,0,0,206,98547,14,54,74567,100,0,0,51,74786,0,56,52905,52,0,0,107,53120,17,70,109437,15,0,0,30,109569,9,30,64664,50,0,0,59,64812,1,11,55771,39,0,0,24,55846,13,22,87694,16,0,0,45,87790,5,24,44967,47,0,0,41,45084,2,15,67683,92,0,0,82,67874,4,36,31371,30,0,0,79,31520,14,54,84717,17,0,0,25,84827,137,1110,1369488,552,0,0,861,1372148,6.94
F020000,群益期貨,6,30,22055,5,0,0,0,22096,3,19,41444,0,0,0,0,41466,5,93,40231,0,0,0,19,40348,28,54,76590,1,0,0,2,76675,10,17,53232,1,0,0,5,53265,18,70,34340,5,0,0,13,34446,63,4,47763,14,0,0,6,47850,15,36,40529,4,0,0,2,40586,31,15,50468,3,0,0,196,50713,21,31,70463,6,0,0,71,70592,14,36,56171,1,0,0,98,56320,2,31,45556,12,0,0,71,45672,59,70,99360,1,1,0,113,99604,5,39,51706,0,0,0,82,51832,0,22,46500,1,0,0,74,46597,9,32,67359,1,0,0,8,67409,8,51,39617,0,0,0,34,39710,13,90,52997,0,0,0,22,53122,8,32,31710,0,0,0,9,31759,8,78,68611,35,0,0,66,68798,326,850,1036702,90,1,0,891,1038860,5.25
S585999,統一證券自營,0,0,21952,0,0,0,0,21952,0,0,29735,0,0,0,0,29735,0,0,53900,0,0,0,0,53900,0,0,76942,0,0,0,0,76942,0,0,44937,0,0,0,0,44937,0,0,51543,0,0,0,0,51543,0,0,30473,0,0,0,0,30473,0,0,27391,0,0,0,0,27391,0,0,51161,0,0,0,4,51165,0,0,75793,0,0,0,0,75793,0,0,65198,0,0,0,0,65198,0,0,21191,0,0,0,0,21191,0,0,31475,0,0,0,0,31475,0,0,25588,0,0,0,0,25588,0,0,26837,0,0,0,0,26837,0,0,39629,0,0,0,0,39629,0,0,26055,0,0,0,0,26055,0,0,41276,0,0,0,0,41276,0,0,28595,0,0,0,0,28595,0,0,63103,0,0,0,0,63103,0,0,832774,0,0,0,4,832778,4.21
B224999,中國信託商業銀行自營,216,636,14722,51,0,0,7,15632,520,1194,20285,58,0,0,55,22112,88,740,26748,82,0,0,155,27813,359,857,50804,46,0,0,212,52278,191,142,31211,67,0,0,26,31637,215,155,30473,24,0,0,27,30894,160,282,31230,149,0,0,166,31987,225,166,19300,76,0,0,72,19839,230,168,33354,145,0,0,380,34277,95,239,54570,161,0,0,305,55370,96,487,60120,191,0,0,422,61316,25,139,28782,162,0,0,318,29426,565,538,51056,225,0,0,347,52731,102,156,28133,111,0,0,556,29058,35,183,48133,160,0,0,412,48923,122,132,72146,157,0,0,194,72751,84,204,25873,90,0,0,329,26580,335,236,37719,108,0,0,633,39031,64,173,19573,42,0,0,299,20151,96,202,44518,148,0,0,99,45063,3823,7029,728750,2253,0,0,5014,746869,3.78
