期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
F029000,康和期貨,0,4,16495,0,0,0,0,16499,0,4,20898,1,1,0,1,20905,6,8,21015,0,0,0,5,21034,3,13,37135,0,1,0,10,37162,2,1,31844,36,0,0,20,31903,1,0,27917,0,0,0,0,27918,1,8,31387,0,0,0,0,31396,4,2,19798,0,0,0,0,19804,4,2,29185,3,0,0,81,29275,0,14,35579,0,0,0,79,35672,1,12,24871,0,6,0,9,24899,1,71,36527,1,0,0,17,36617,5,31,56489,0,0,0,2,56527,3,1,38185,7,0,0,36,38232,0,7,50325,1,0,0,89,50422,0,35,77517,0,0,0,11,77563,0,3,27999,0,1,0,12,28015,0,0,46983,3,0,0,30,47016,0,0,30107,1,0,0,10,30118,0,0,46456,0,0,0,3,46459,31,216,706712,53,9,0,415,707436,3.58
F026000,富邦期貨,0,10,17387,56,0,0,0,17453,0,6,17284,86,0,0,0,17376,10,34,21624,75,0,0,10,21753,34,25,54021,90,0,0,0,54170,41,41,27722,88,0,0,1,27893,38,54,18599,122,0,0,1,18814,21,78,32438,117,0,0,1,32655,12,6,19286,101,1,0,1,19407,21,36,30449,137,0,0,14,30657,19,16,40892,195,0,0,24,41146,21,32,34000,215,0,0,10,34278,2,19,26899,838,0,0,7,27765,36,22,52420,41,0,0,8,52527,15,42,27920,51,0,0,5,28033,18,15,32039,36,0,0,13,32121,6,27,39418,43,0,0,12,39506,1,9,27751,60,0,0,6,27827,39,7,38480,61,0,0,23,38610,1,15,17985,95,0,0,1,18097,0,24,40266,88,5,0,3,40386,335,518,616880,2595,6,0,140,620474,3.14
F008000,統一期貨,1,4,13031,7,0,0,24,13067,5,86,16269,0,0,0,41,16401,4,111,26171,0,0,0,70,26356,5,102,40776,2,0,0,180,41065,8,46,30904,0,0,0,63,31021,3,8,29372,0,0,0,61,29444,1,34,34422,18,0,0,67,34542,10,70,17706,5,0,0,3,17794,12,85,29086,4,0,0,286,29473,5,213,40506,1,0,0,246,40971,8,236,48871,7,0,0,99,49221,2,177,23601,26,0,0,155,23961,237,164,45226,25,0,0,93,45745,28,58,23901,8,0,0,273,24268,24,32,21110,4,0,0,76,21246,28,3,54335,0,0,0,35,54401,2,2,18851,0,0,0,188,19043,45,23,29611,5,128,0,174,29986,0,65,13631,1,4,0,75,13776,5,5,28883,3,2,0,23,28921,433,1524,586263,116,134,0,2232,590702,2.99
F018000,元富期貨,4,27,26182,0,0,0,1,26214,11,23,29040,0,0,0,0,29074,5,8,39793,0,0,0,7,39813,16,6,40665,2,0,0,0,40689,6,9,44385,2,0,0,0,44402,0,13,36165,2,0,0,0,36180,6,2,34895,2,0,0,11,34916,2,8,26285,0,0,0,0,26295,3,15,39563,0,0,0,12,39593,0,10,40567,0,0,0,48,40625,1,8,27647,0,0,0,23,27679,4,9,15872,2,0,0,0,15887,13,22,28598,2,0,0,0,28635,0,1,16365,4,0,0,3,16373,0,20,15209,4,0,0,4,15237,35,15,26914,3,0,0,10,26977,23,9,11077,0,0,0,1,11110,14,5,18315,0,0,0,8,18342,0,1,10437,0,0,0,2,10440,3,14,17515,1,0,0,1,17534,146,225,545489,24,0,0,131,546015,2.75999999999999968
F039000,大昌期貨,0,5,15981,0,0,0,0,15986,0,36,18827,24,0,0,0,18887,0,18,25291,0,0,0,7,25316,4,4,44659,0,0,0,52,44719,0,16,31979,17,0,0,0,32012,0,2,22262,0,0,0,0,22264,2,21,28470,28,0,0,4,28525,3,15,18227,31,0,0,1,18277,0,4,27184,108,0,0,122,27418,3,14,42695,14,0,0,129,42855,4,35,26828,27,0,0,75,26969,1,52,18918,2,0,0,17,18990,18,32,39835,66,0,0,85,40036,0,15,19907,9,0,0,61,19992,3,2,22329,8,0,0,68,22410,3,18,36170,25,0,0,54,36270,9,3,17678,13,0,0,100,17803,12,6,22314,83,0,0,97,22512,0,2,13967,5,0,0,6,13980,4,7,28962,26,0,0,12,29011,66,307,522483,486,0,0,890,524232,2.65
F007000,日盛期貨,0,840,10373,0,0,0,0,11213,1,1880,15629,0,0,0,6,17516,0,995,17950,0,0,0,11,18956,0,927,34574,3,0,0,18,35522,0,25,21654,2,0,0,0,21681,0,6,17777,0,0,0,3,17786,5,407,21155,0,0,0,5,21572,203,8,13987,3,0,0,10,14211,204,7,25321,5,0,0,69,25606,0,142,29202,3,0,0,44,29391,0,4,22700,0,0,0,129,22833,0,0,26311,1,0,0,29,26341,2,376,37227,18,0,0,44,37667,153,200,17854,0,0,0,138,18345,55,167,14685,0,0,0,62,14969,121,85,26429,0,0,0,25,26660,42,327,12732,0,0,0,14,13115,62,156,25871,1,0,0,88,26178,0,370,12349,3,0,0,24,12746,298,248,27367,0,0,0,4,27917,1146,7170,431147,39,0,0,723,440225,2.23
F020999,群益期貨自營,0,0,6441,0,0,0,0,6441,0,0,25096,10,0,0,0,25106,0,0,15783,0,0,0,18,15801,0,0,33287,0,0,0,20,33307,0,80,16470,0,0,0,0,16550,0,0,10089,0,0,0,0,10089,0,0,13263,25,0,0,0,13288,0,0,8243,0,0,0,10,8253,0,40,14308,10,0,0,20,14378,0,0,23128,20,0,0,0,23148,0,0,10739,5,0,0,0,10744,0,0,19086,7,0,0,0,19093,0,0,35961,0,0,0,0,35961,0,40,24275,5,0,0,0,24320,4,42,16506,0,0,0,20,16572,34,40,13202,7,0,0,0,13283,0,0,15980,0,0,0,0,15980,100,80,21613,0,0,0,0,21793,0,0,8919,5,0,0,40,8964,0,0,14792,0,0,0,0,14792,138,322,347181,94,0,0,128,347863,1.76
F005000,國票期貨,1,11,6369,0,0,0,0,6381,0,23,9068,31,0,0,31,9153,2,26,11707,11,0,0,12,11758,0,24,21141,5,0,0,12,21182,1,9,18166,2,0,0,0,18178,0,6,11879,0,0,0,0,11885,0,3,10773,4,0,0,44,10824,1,5,6816,0,0,0,4,6826,0,30,13904,0,0,0,5,13939,0,34,17946,0,0,0,5,17985,4,8,13156,0,0,0,8,13176,0,4,11527,5,0,0,7,11543,0,4,18962,10,0,0,7,18983,2,4,9778,9,0,0,12,9805,0,8,10062,0,0,0,58,10128,3,0,16323,4,0,0,1,16331,1,0,7529,5,0,0,14,7549,0,0,11626,1,0,0,69,11696,1,2,5654,0,0,0,3,5660,1,7,14816,4,0,0,0,14828,17,208,247202,91,0,0,292,247810,1.25
F014000,華南期貨,0,5,6069,0,0,0,0,6074,0,14,9437,1,0,0,0,9452,0,12,7501,0,0,0,6,7519,0,33,16426,0,0,0,3,16462,0,1,9197,2,0,0,0,9200,0,30,10308,0,0,0,0,10338,1,41,9518,10,0,0,3,9573,1,2,6628,0,0,0,1,6632,1,60,9952,5,0,0,4,10022,4,33,14058,0,0,0,2,14097,4,19,11608,31,0,0,15,11677,4,3,12049,1,0,0,7,12064,0,0,22676,0,0,0,17,22693,0,1,13827,5,0,0,14,13847,2,10,8772,0,0,0,10,8794,0,1,16261,0,0,0,3,16265,0,0,6536,0,0,0,11,6547,0,52,12275,0,0,0,26,12353,0,0,6107,0,0,0,5,6112,0,41,14721,0,0,0,1,14763,17,358,223926,55,0,0,128,224484,1.13999999999999984
F002999,永豐期貨自營,0,0,5584,0,0,0,0,5584,0,0,9855,0,0,0,0,9855,0,0,15172,0,0,0,0,15172,0,0,16829,0,0,0,0,16829,0,0,14237,0,0,0,0,14237,0,0,10395,0,0,0,0,10395,0,0,11169,0,0,0,0,11169,0,0,5576,0,0,0,0,5576,0,0,11567,0,0,0,0,11567,0,0,14217,0,0,0,0,14217,0,0,14492,0,0,0,0,14492,0,0,8294,0,0,0,0,8294,0,0,15037,0,0,0,0,15037,0,0,6373,0,0,0,0,6373,0,0,4252,0,0,0,0,4252,0,0,16977,0,0,0,0,16977,0,0,5315,0,0,0,0,5315,0,0,8881,0,0,0,0,8881,0,0,3496,0,0,0,0,3496,0,0,10233,0,0,0,0,10233,0,0,207951,0,0,0,0,207951,1.05
F013000,大華期貨,0,10,6406,1,0,0,0,6417,0,21,7717,2,0,0,0,7740,1,32,13552,1,0,0,0,13586,21,55,14718,4,0,0,0,14798,2,6,12175,0,0,0,0,12183,14,12,9058,3,0,0,1,9088,0,9,7243,3,0,0,0,7255,0,18,11565,24,0,0,0,11607,8,39,8961,38,0,0,35,9081,0,16,16661,35,0,0,10,16722,1,22,16258,2,0,0,4,16287,0,9,6904,6,0,0,3,6922,7,4,11736,4,0,0,4,11755,0,1,4908,0,0,0,0,4909,1,1,6177,1,0,0,11,6191,5,12,16172,2,0,0,5,16196,0,0,4555,0,0,0,11,4566,16,8,10598,2,0,0,21,10645,0,0,5555,1,0,0,4,5560,0,1,10134,0,0,0,1,10136,76,276,201053,129,0,0,110,201644,1.02
S592999,元富證券自營,0,0,3132,0,0,0,0,3132,0,0,5243,0,0,0,0,5243,0,0,8235,0,0,0,0,8235,0,0,22305,0,0,0,0,22305,0,0,10503,0,0,0,0,10503,0,0,8494,0,0,0,0,8494,0,0,9416,0,0,0,0,9416,0,0,6708,0,0,0,0,6708,0,0,8564,0,0,0,0,8564,0,0,10674,0,0,0,0,10674,0,0,10820,0,0,0,0,10820,0,0,10019,0,0,0,0,10019,0,0,18413,0,0,0,0,18413,0,0,6076,0,0,0,0,6076,0,0,5051,0,0,0,0,5051,0,0,11734,0,0,0,0,11734,0,0,4619,0,0,0,0,4619,0,0,10778,0,0,0,0,10778,0,0,5723,0,0,0,0,5723,0,0,9318,0,0,0,0,9318,0,0,185825,0,0,0,0,185825,0.94
F030000,兆豐期貨,0,2,6481,1,0,0,0,6484,0,3,6604,2,0,0,0,6609,0,4,9627,0,0,0,20,9651,0,12,12412,0,0,0,8,12432,0,1,11174,0,0,0,8,11183,0,2,8840,0,0,0,4,8846,0,0,8790,5,0,0,34,8829,2,1,6553,0,0,0,8,6564,1,0,8108,5,0,0,44,8158,7,4,10869,0,0,0,19,10899,1,4,9282,0,0,0,41,9328,0,2,9128,0,0,0,26,9156,2,0,17364,6,0,0,0,17372,1,0,6409,0,0,0,31,6441,0,0,10547,0,0,0,1,10548,1,13,11316,0,0,0,3,11333,0,0,5323,0,0,0,2,5325,0,0,9003,0,0,0,31,9034,0,0,4803,0,0,0,1,4804,2,0,9302,5,0,0,10,9319,17,48,181935,24,0,0,291,182315,0.92
F001000,國泰期貨,0,1,2725,0,0,0,0,2726,1,4,4500,0,0,0,0,4505,0,4,4706,0,0,0,2,4712,2,7,9860,0,0,0,0,9869,0,0,5290,0,0,0,0,5290,1,3,5510,8,0,0,0,5522,1,3,8254,0,0,0,0,8258,0,0,3069,0,0,0,0,3069,0,0,6704,3,0,0,20,6727,1,3,9804,5,0,0,27,9840,0,0,4497,10,0,0,5,4512,0,2,5788,5,0,0,0,5795,2,0,9990,3,0,0,3,9998,1,0,5685,0,0,0,3,5689,0,0,6242,5,0,0,2,6249,2,0,7159,0,0,0,0,7161,0,0,4354,0,0,0,0,4354,1,0,4732,0,0,0,3,4736,0,0,4611,0,0,0,0,4611,3,0,9097,0,2,0,3,9105,15,27,122577,39,2,0,68,122728,0.62
S538000,第一金證券,1,4,2918,0,0,0,8,2931,0,2,3844,0,0,0,5,3851,0,2,6119,2,0,0,21,6144,0,3,8935,5,0,0,0,8943,0,8,5029,0,0,0,0,5037,0,0,3363,0,0,0,0,3363,0,0,4907,0,0,0,2,4909,0,8,3067,0,0,0,0,3075,0,10,4261,0,0,0,4,4275,0,7,7529,0,0,0,5,7541,0,0,6069,0,0,0,4,6073,0,0,4826,0,0,0,0,4826,1,8,12684,5,0,0,4,12702,0,8,6833,0,0,0,2,6843,0,0,6944,0,0,0,8,6952,0,0,10722,2,0,0,3,10727,0,0,4374,0,0,0,5,4379,0,0,7428,0,0,0,2,7430,0,2,3150,0,0,0,0,3152,0,0,7548,0,0,0,0,7548,2,62,120550,14,0,0,73,120701,0.61
S144000,美林證券,0,0,4319,0,0,0,0,4319,0,0,1978,0,0,0,0,1978,0,0,6014,0,0,0,0,6014,0,0,11106,0,0,0,0,11106,0,0,5529,0,0,0,0,5529,0,0,6730,0,0,0,0,6730,0,0,4740,0,0,0,0,4740,0,0,32,0,0,0,0,32,0,0,6259,0,0,0,21,6280,0,0,8045,0,0,0,0,8045,0,0,9176,0,0,0,0,9176,0,0,17989,0,0,0,0,17989,484,0,11628,0,0,0,0,12112,0,0,7591,0,0,0,0,7591,0,0,2854,0,0,0,0,2854,0,0,5859,0,0,0,0,5859,0,0,548,0,0,0,54,602,0,0,1881,0,0,0,4,1885,0,0,1028,0,0,0,366,1394,0,0,4098,0,0,0,0,4098,484,0,117404,0,0,0,445,118333,0.6
S126999,宏遠證券自營,0,0,2137,0,0,0,0,2137,0,0,1939,0,0,0,0,1939,0,0,1987,0,0,0,0,1987,0,0,6531,0,0,0,0,6531,0,0,5372,0,0,0,0,5372,0,0,5030,0,0,0,0,5030,0,0,5640,0,0,0,0,5640,0,0,3776,0,0,0,0,3776,0,0,6514,0,0,0,0,6514,0,0,4533,0,0,0,0,4533,0,0,2153,0,0,0,0,2153,0,0,4752,0,0,0,0,4752,0,0,7599,0,0,0,0,7599,0,0,5962,0,0,0,0,5962,0,0,6462,0,0,0,0,6462,0,0,4677,0,0,0,0,4677,0,0,5143,0,0,0,0,5143,0,0,7628,0,0,0,0,7628,0,0,3510,0,0,0,0,3510,0,0,8766,0,0,0,0,8766,0,0,100111,0,0,0,0,100111,0.51
S884000,玉山證券,0,2,2403,0,0,0,0,2405,0,2,4514,0,0,0,1,4517,0,1,3182,0,0,0,2,3185,0,2,9805,0,0,0,5,9812,1,0,7071,0,0,0,0,7072,0,2,5413,0,0,0,3,5418,3,0,4582,0,0,0,2,4587,0,1,4551,0,0,0,3,4555,0,0,3629,0,0,0,8,3637,0,0,5938,0,0,0,16,5954,0,0,4590,0,0,0,1,4591,0,0,3149,0,0,0,4,3153,5,0,9183,0,0,0,1,9189,1,0,4536,0,0,0,3,4540,0,0,5213,0,0,0,13,5226,0,0,7058,0,0,0,2,7060,0,0,2611,0,0,0,13,2624,0,0,3960,0,0,0,9,3969,0,2,2757,0,0,0,1,2760,0,0,5313,0,0,0,2,5315,10,12,99458,0,0,0,89,99569,0.5
S616999,中國信託證券自營,364,260,3188,10,0,0,0,3822,215,744,4218,0,0,0,0,5177,83,356,2185,20,0,0,0,2644,0,0,4115,0,0,0,0,4115,510,219,7290,6,0,0,0,8025,174,126,4760,15,0,0,0,5075,146,241,5510,0,0,0,0,5897,193,201,3183,25,0,0,0,3602,1,225,4618,10,0,0,0,4854,121,204,6527,0,0,0,0,6852,92,98,7742,10,0,0,0,7942,26,2,4998,0,0,0,0,5026,414,249,7798,2,0,0,0,8463,0,0,985,0,0,0,0,985,0,0,2467,11,0,0,0,2478,4,2,4688,0,0,0,0,4694,8,142,2597,0,0,0,0,2747,9,27,810,0,0,0,0,846,0,0,732,0,0,0,0,732,1,105,4028,0,0,0,0,4134,2361,3201,82439,109,0,0,0,88110,0.45
S845999,康和證券自營,0,37,4077,0,0,0,0,4114,0,37,1004,0,0,0,0,1041,0,0,4628,0,0,0,0,4628,0,0,6242,0,0,0,0,6242,0,0,5255,0,0,0,0,5255,0,0,3145,0,0,0,0,3145,0,0,5377,0,0,0,0,5377,0,0,2774,0,0,0,0,2774,0,0,5166,0,0,0,0,5166,0,0,9106,0,0,0,0,9106,0,0,1565,0,0,0,0,1565,0,0,2518,0,0,0,0,2518,0,0,7579,0,0,0,0,7579,0,0,1795,0,0,0,0,1795,0,0,1144,0,0,0,0,1144,0,0,7394,0,0,0,0,7394,0,0,3083,0,0,0,0,3083,0,0,4716,0,0,0,0,4716,0,0,2518,0,0,0,0,2518,0,0,6581,0,0,0,0,6581,0,74,85667,0,0,0,0,85741,0.43
F018999,元富期貨自營,0,0,2944,0,0,0,0,2944,0,0,3846,0,0,0,0,3846,0,0,4426,0,0,0,0,4426,0,0,8397,0,0,0,0,8397,0,0,3719,0,0,0,0,3719,0,0,3428,0,0,0,0,3428,0,0,5348,0,0,0,0,5348,0,0,5166,0,0,0,0,5166,0,0,3190,0,0,0,0,3190,0,0,8546,0,0,0,0,8546,0,0,3591,0,0,0,0,3591,0,0,2887,0,0,0,0,2887,0,0,6716,0,0,0,0,6716,0,0,161,0,0,0,0,161,0,0,1440,0,0,0,0,1440,0,0,3541,0,0,0,0,3541,0,0,2272,0,0,0,0,2272,0,0,5600,0,0,0,0,5600,0,0,2164,0,0,0,0,2164,0,0,5600,0,0,0,0,5600,0,0,82982,0,0,0,0,82982,0.42
F034000,澳帝華期貨,0,0,2654,0,0,0,0,2654,0,0,445,0,0,0,0,445,0,0,3457,0,0,0,0,3457,0,0,6243,0,0,0,0,6243,0,0,3510,0,0,0,0,3510,0,0,1829,0,0,0,0,1829,0,0,7841,0,0,0,0,7841,0,0,1063,0,0,0,0,1063,0,0,2884,0,0,0,0,2884,0,0,3733,0,0,0,0,3733,0,0,1734,0,0,0,0,1734,0,0,6764,0,0,0,0,6764,0,0,10805,0,0,0,0,10805,0,0,5436,0,0,0,0,5436,0,0,3349,0,0,0,0,3349,0,0,2505,0,0,0,0,2505,0,0,1892,0,0,0,0,1892,0,0,6452,0,0,0,0,6452,0,0,585,0,0,0,0,585,0,0,2769,0,0,0,0,2769,0,0,75950,0,0,0,0,75950,0.38
