期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
F034000,澳帝華期貨,0,0,9654,0,0,0,0,9654,0,0,5324,0,0,0,0,5324,0,0,11878,0,0,0,0,11878,0,0,3103,0,0,0,0,3103,0,0,2502,0,0,0,0,2502,0,0,4082,0,0,0,0,4082,0,0,2462,0,0,0,0,2462,0,0,4375,0,0,0,0,4375,0,0,3528,0,0,0,0,3528,0,0,4651,0,0,0,0,4651,0,0,759,0,0,0,0,759,0,0,957,0,0,0,0,957,0,0,3336,0,0,0,0,3336,0,0,2489,0,0,0,0,2489,0,0,651,0,0,0,0,651,0,0,2262,0,0,0,0,2262,0,0,732,0,0,0,0,732,0,0,62745,0,0,0,0,62745,0.41
S653000,大眾證券,0,0,5726,0,0,0,0,5726,0,0,2256,0,0,0,0,2256,0,0,6648,0,0,0,0,6648,0,0,2569,0,0,0,0,2569,0,0,4766,0,0,0,0,4766,0,0,4863,0,0,0,0,4863,0,0,2189,0,0,0,0,2189,0,0,3880,0,0,0,0,3880,0,0,2608,0,0,0,0,2608,0,5,2255,0,0,0,0,2260,0,0,2019,0,0,0,0,2019,0,0,3193,0,0,0,0,3193,0,0,3462,0,0,0,0,3462,0,0,4916,0,0,0,0,4916,0,0,3077,0,0,0,0,3077,0,0,4374,0,0,0,0,4374,0,0,3041,0,0,0,0,3041,0,5,61842,0,0,0,0,61847,0.4
S884000,玉山證券,4,0,7958,0,0,0,0,7962,0,2,3329,0,0,0,0,3331,10,1,3988,0,0,0,1,4000,0,1,3588,0,0,0,0,3589,9,4,2666,0,0,0,1,2680,15,4,4837,0,0,0,1,4857,15,0,2032,0,0,0,0,2047,5,0,4445,0,0,0,2,4452,0,0,2059,0,0,0,1,2060,0,0,4021,0,0,0,0,4021,0,0,3052,0,0,0,0,3052,5,0,3252,0,0,0,0,3257,11,0,3034,0,0,0,3,3048,4,0,3216,0,0,0,3,3223,2,2,2337,0,0,0,2,2343,2,2,3829,0,0,0,0,3833,0,0,2221,0,0,0,1,2222,82,16,59864,0,0,0,15,59977,0.39
F001000,國泰期貨,0,0,5746,3,0,0,16,5765,0,0,2412,1,0,0,1,2414,0,0,4020,2,0,0,9,4031,0,0,2360,3,0,0,14,2377,0,0,2880,3,0,0,1,2884,0,0,5918,0,0,0,3,5921,0,0,2456,4,0,0,25,2485,0,0,5421,7,0,0,19,5447,0,0,3036,0,0,0,23,3059,0,0,2975,4,0,0,11,2990,0,2,3242,0,0,0,24,3268,0,0,2355,0,0,0,2,2357,0,0,3051,4,0,0,11,3066,0,0,3085,4,0,0,4,3093,0,0,2763,5,0,0,15,2783,0,0,5257,0,0,0,3,5260,0,0,2171,0,0,0,1,2172,0,2,59148,40,0,0,182,59372,0.39
F007999,日盛期貨自營,0,0,11251,0,0,0,0,11251,0,0,4226,0,0,0,0,4226,0,0,3315,0,0,0,0,3315,0,0,2710,0,0,0,0,2710,0,0,2398,0,0,0,0,2398,0,0,5190,0,0,0,0,5190,0,0,2923,0,0,0,0,2923,0,0,4851,0,0,0,0,4851,0,0,2993,0,0,0,0,2993,0,0,4241,0,0,0,0,4241,0,0,3564,0,0,0,0,3564,0,0,2890,0,0,0,0,2890,0,0,1513,0,0,0,0,1513,0,0,2085,0,0,0,0,2085,0,0,1070,0,0,0,0,1070,0,0,2249,0,0,0,0,2249,0,0,902,0,0,0,0,902,0,0,58371,0,0,0,0,58371,0.38
S779999,國票證券自營,0,0,9414,0,0,0,0,9414,0,0,3669,0,0,0,0,3669,0,0,1876,0,0,0,0,1876,0,0,1188,0,0,0,0,1188,0,0,1104,0,0,0,0,1104,0,0,5366,0,0,0,0,5366,0,0,1411,0,0,0,0,1411,0,0,2932,0,0,0,0,2932,0,0,1294,0,0,0,0,1294,0,0,2024,0,0,0,0,2024,0,0,4528,0,0,0,0,4528,0,0,2211,0,0,0,0,2211,0,0,2181,0,0,0,0,2181,0,0,1048,0,0,0,0,1048,0,0,653,0,0,0,0,653,0,0,5812,0,0,0,0,5812,0,0,892,0,0,0,0,892,0,0,47603,0,0,0,0,47603,0.31
S616999,中國信託證券自營,0,750,3054,0,0,0,0,3804,0,49,783,0,0,0,0,832,0,103,3563,0,0,0,0,3666,0,433,4704,0,0,0,0,5137,0,58,2465,0,0,0,0,2523,0,66,2503,0,0,0,0,2569,0,84,1355,0,0,0,0,1439,0,63,4264,0,0,0,0,4327,0,48,640,0,0,0,0,688,0,109,1934,0,0,0,0,2043,0,144,4688,0,0,0,0,4832,0,156,3960,0,0,0,0,4116,0,12,3367,0,0,0,0,3379,0,308,2700,0,0,0,0,3008,0,126,1439,0,0,0,0,1565,0,2,1980,0,0,0,0,1982,0,174,1111,0,0,0,0,1285,0,2685,44510,0,0,0,0,47195,0.31
F018999,元富期貨自營,0,0,2453,0,0,0,0,2453,0,0,1174,0,0,0,0,1174,0,0,2378,0,0,0,0,2378,0,0,2165,0,0,0,0,2165,0,0,2586,0,0,0,0,2586,0,0,3691,0,0,0,0,3691,0,0,1872,0,0,0,0,1872,0,0,4167,0,0,0,0,4167,0,0,2967,0,0,0,0,2967,0,0,3231,0,0,0,0,3231,0,0,2350,0,0,0,0,2350,0,0,2336,0,0,0,0,2336,0,0,2406,0,0,0,0,2406,0,0,1442,0,0,0,0,1442,0,0,587,0,0,0,0,587,0,0,2939,0,0,0,0,2939,0,0,524,0,0,0,0,524,0,0,39268,0,0,0,0,39268,0.26
S109999,台灣工銀證券自營,0,0,3447,0,0,0,0,3447,0,0,3265,0,0,0,0,3265,0,0,2235,0,0,0,0,2235,0,0,2187,0,0,0,0,2187,0,0,1936,0,0,0,0,1936,0,0,7427,0,0,0,0,7427,0,0,1025,0,0,0,0,1025,0,0,1585,0,0,0,0,1585,0,0,539,0,0,0,0,539,0,0,2106,0,0,0,0,2106,0,0,1890,0,0,0,0,1890,0,0,1593,0,0,0,0,1593,0,0,1806,0,0,0,0,1806,0,0,1248,0,0,0,0,1248,0,0,1657,0,0,0,0,1657,0,0,3025,0,0,0,0,3025,0,0,720,0,0,0,0,720,0,0,37691,0,0,0,0,37691,0.24
S653999,大眾證券自營,0,0,3412,0,0,0,0,3412,0,0,3538,0,0,0,0,3538,0,0,3174,0,0,0,0,3174,0,0,3539,0,0,0,0,3539,0,0,1959,0,0,0,0,1959,0,0,1704,0,0,0,0,1704,0,0,1655,0,0,0,0,1655,0,0,1237,0,0,0,0,1237,0,0,1396,0,0,0,0,1396,0,0,1289,0,0,0,0,1289,0,0,1640,0,0,0,0,1640,0,0,1500,0,0,0,0,1500,0,0,2228,0,0,0,0,2228,0,0,2212,0,0,0,0,2212,0,0,1492,0,0,0,0,1492,0,0,831,0,0,0,0,831,0,0,1760,0,0,0,0,1760,0,0,34566,0,0,0,0,34566,0.22
F021999,元大寶來期貨自營,212,186,4868,20,0,0,0,5286,0,0,5708,41,0,0,0,5749,0,0,3283,20,0,0,42,3345,0,0,3572,50,0,0,20,3642,8,0,2332,18,0,0,58,2416,40,0,4105,0,0,0,0,4145,0,0,635,23,0,0,1,659,0,0,719,4,0,0,49,772,0,0,899,40,0,0,91,1030,0,0,262,43,0,0,44,349,0,8,2161,14,0,0,32,2215,0,0,103,0,0,0,25,128,8,0,56,30,0,0,19,113,0,0,635,78,0,0,0,713,0,0,827,42,0,0,8,877,0,0,2786,0,0,0,40,2826,0,0,87,30,0,0,4,121,268,194,33038,453,0,0,433,34386,0.22
S616000,中國信託證券,1,0,2512,0,0,0,2,2515,0,0,1371,0,0,0,0,1371,1,0,1885,0,0,0,1,1887,6,0,1595,5,0,0,3,1609,0,0,1410,0,0,0,4,1414,7,0,2678,0,0,0,1,2686,1,0,1369,0,0,0,1,1371,4,0,2847,31,0,0,2,2884,0,0,2282,0,0,0,0,2282,0,0,2693,1,0,0,0,2694,0,0,1531,11,0,0,0,1542,1,0,1407,10,0,0,0,1418,0,0,2250,15,0,0,4,2269,3,0,1380,0,0,0,0,1383,0,0,1586,0,0,0,1,1587,0,0,2254,0,0,0,0,2254,0,0,1408,0,0,0,2,1410,24,0,32458,73,0,0,21,32576,0.21
S147000,台灣摩根士丹利證券,0,0,1,0,0,0,0,1,0,0,305,0,0,0,0,305,0,0,360,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,4245,0,0,0,0,4245,0,0,5372,0,0,0,0,5372,0,0,8004,0,0,0,0,8004,0,0,3200,0,0,0,0,3200,0,0,4350,0,0,0,0,4350,0,0,28,0,0,0,0,28,0,0,1500,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,30625,0,0,0,0,30625,0.2
S116999,日盛證券自營,0,0,1587,0,0,0,0,1587,0,0,1015,0,0,0,0,1015,0,0,1454,0,0,0,0,1454,0,0,1736,0,0,0,0,1736,0,0,1067,0,0,0,0,1067,0,0,1580,0,0,0,0,1580,0,0,754,0,0,0,0,754,0,0,2124,0,0,0,0,2124,0,0,613,0,0,0,0,613,0,0,1431,0,0,0,0,1431,0,0,2053,0,0,0,0,2053,0,0,1146,0,0,0,0,1146,0,0,884,0,0,0,0,884,0,0,970,0,0,0,0,970,0,0,448,0,0,0,0,448,0,0,1175,0,0,0,0,1175,0,0,1021,0,0,0,0,1021,0,0,21058,0,0,0,0,21058,0.140000000000000016
S844000,摩根大通證券,0,0,1760,0,0,0,0,1760,0,0,4117,0,0,0,0,4117,0,0,900,0,0,0,0,900,0,0,1300,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,400,0,0,3900,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,2763,0,0,0,0,2763,0,0,5368,0,0,0,0,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,20703,0,0,0,0,20703,0.13
S526000,大慶證券,0,2,2437,0,0,0,0,2439,0,2,921,0,0,0,0,923,0,2,1493,0,0,0,0,1495,0,0,560,0,0,0,0,560,0,2,544,0,0,0,0,546,0,0,2218,0,0,0,0,2218,0,0,643,0,0,0,1,644,0,0,1452,0,0,0,0,1452,0,0,755,0,0,0,0,755,0,0,1066,0,0,0,0,1066,0,0,1076,0,0,0,0,1076,0,0,492,0,0,0,0,492,0,6,995,0,0,0,0,1001,0,10,1101,0,0,0,0,1111,0,0,703,0,0,0,0,703,0,0,1543,0,0,0,0,1543,0,0,360,0,0,0,0,360,0,24,18359,0,0,0,1,18384,0.12
S509999,華南永昌證券自營,0,0,2636,0,0,0,0,2636,0,0,579,0,0,0,0,579,0,0,870,0,0,0,0,870,0,0,486,0,0,0,0,486,0,0,1311,0,0,0,0,1311,0,0,1300,0,0,0,0,1300,0,0,700,0,0,0,0,700,0,0,1832,0,0,0,0,1832,0,0,1412,0,0,0,0,1412,0,0,533,0,0,0,0,533,0,0,172,0,0,0,0,172,0,0,335,0,0,0,0,335,0,0,1404,0,0,0,0,1404,0,0,330,0,0,0,0,330,0,0,227,0,0,0,0,227,0,0,1021,0,0,0,0,1021,0,0,178,0,0,0,0,178,0,0,15326,0,0,0,0,15326,0.1
S109000,台灣工銀證券,0,0,1622,0,0,0,0,1622,0,0,320,0,0,0,0,320,0,0,769,0,0,0,0,769,0,0,604,0,0,0,0,604,0,0,436,0,0,0,0,436,0,0,787,0,0,0,0,787,0,0,608,0,0,0,0,608,0,0,2856,0,0,0,0,2856,0,0,737,0,0,0,0,737,0,0,702,0,0,0,0,702,0,0,519,0,0,0,0,519,0,0,585,0,0,0,0,585,0,0,530,0,0,0,0,530,0,0,1127,0,0,0,0,1127,0,0,889,0,0,0,0,889,0,0,499,0,0,0,0,499,2,0,309,0,0,0,0,311,2,0,13899,0,0,0,0,13901,0.09
S218000,亞東證券,0,0,1454,0,0,0,0,1454,0,0,619,0,0,0,0,619,0,0,850,0,0,0,0,850,0,0,758,0,0,0,1,759,0,0,442,0,0,0,0,442,0,0,1232,0,0,0,0,1232,0,0,683,0,0,0,2,685,0,0,843,0,0,0,0,843,0,0,620,0,0,0,0,620,0,0,889,0,0,0,0,889,0,0,1217,0,0,0,1,1218,0,0,581,0,0,0,0,581,0,0,502,0,0,0,1,503,0,0,559,0,0,0,0,559,1,3,569,0,0,0,4,577,1,0,869,0,0,0,1,871,0,0,408,0,0,0,0,408,2,3,13095,0,0,0,10,13110,0.09
S551999,永豐金證券自營,0,0,2356,0,0,0,0,2356,0,0,594,0,0,0,0,594,0,0,785,0,0,0,0,785,0,0,249,0,0,0,0,249,0,0,329,0,0,0,0,329,0,0,496,0,0,0,0,496,0,0,168,0,0,0,0,168,0,0,239,0,0,0,0,239,0,0,400,0,0,0,0,400,0,0,445,0,0,0,0,445,0,0,193,0,0,0,0,193,0,0,586,0,0,0,0,586,0,0,460,0,0,0,0,460,0,0,10,0,0,0,0,10,0,0,32,0,0,0,0,32,0,0,1026,0,0,0,0,1026,0,0,452,0,0,0,0,452,0,0,8820,0,0,0,0,8820,0.06
S505000,大展證券,0,0,341,0,0,0,0,341,0,0,155,0,0,0,0,155,0,2,317,0,0,0,0,319,0,0,247,0,0,0,0,247,0,0,122,0,0,0,0,122,0,0,390,0,0,0,0,390,0,0,135,13,0,0,0,148,0,0,377,0,0,0,0,377,0,0,140,0,0,0,0,140,0,0,183,2,0,0,0,185,0,0,168,0,0,0,0,168,0,0,252,3,0,0,0,255,0,0,223,0,0,0,0,223,0,0,148,0,0,0,0,148,0,0,138,0,0,0,0,138,0,0,152,0,0,0,0,152,0,0,62,0,0,0,0,62,0,2,3550,18,0,0,0,3570,0.02
F029999,康和期貨自營,0,0,278,0,0,0,0,278,0,0,101,0,0,0,0,101,0,0,321,0,0,0,0,321,0,0,213,0,0,0,0,213,0,0,178,0,0,0,0,178,0,0,126,0,0,0,0,126,0,0,220,0,0,0,0,220,0,0,316,0,0,0,0,316,0,0,92,0,0,0,0,92,0,0,60,0,0,0,0,60,0,0,20,0,0,0,0,20,0,0,390,0,0,0,0,390,0,0,200,0,0,0,0,200,0,0,289,0,0,0,0,289,0,0,241,0,0,0,0,241,0,0,270,0,0,0,0,270,0,0,140,0,0,0,0,140,0,0,3455,0,0,0,0,3455,0.02
F008999,統一期貨自營,0,0,246,0,0,0,0,246,0,0,10,0,0,0,0,10,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,639,0,0,0,0,639,0,0,17,0,0,0,0,17,0,0,300,0,0,0,0,300,0,0,11,0,0,0,0,11,0,0,21,10,0,0,0,31,0,0,106,15,0,0,0,121,0,0,20,5,0,0,0,25,0,0,81,0,0,0,0,81,0,23,0,0,0,0,0,23,0,0,60,0,0,0,0,60,0,0,1099,0,0,0,0,1099,0,25,68,0,0,0,0,93,0,48,2751,30,0,0,0,2829,0.02
S153000,港商德意志證券台北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,607,0,0,451,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,2161,0.01
S645000,永全證券,0,0,59,0,0,0,0,59,0,0,76,0,0,0,0,76,0,0,205,0,0,0,0,205,0,0,87,0,0,0,0,87,0,0,55,0,0,0,0,55,0,0,215,0,0,0,0,215,0,0,108,0,0,0,0,108,0,0,319,0,0,0,0,319,0,0,171,0,0,0,0,171,0,0,84,0,0,0,0,84,0,0,126,0,0,0,0,126,0,0,69,0,0,0,0,69,0,0,79,0,0,0,0,79,0,0,49,0,0,0,0,49,0,0,62,0,0,0,0,62,0,0,157,0,0,0,0,157,0,0,122,0,0,0,0,122,0,0,2043,0,0,0,0,2043,0.01
S159000,花旗環球國際證券,0,0,1800,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,1850,0.01
S218999,亞東證券自營,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,80,0,0,0,0,80,0,0,130,0,0,0,0,130,0,0,60,0,0,0,0,60,0,0,170,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,10,0,0,0,0,10,0,0,330,0,0,0,0,330,0,0,10,0,0,0,0,10,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,1140,0.01
S703000,致和證券,0,0,57,0,0,0,0,57,0,0,32,0,0,0,0,32,0,0,83,0,0,0,0,83,0,0,43,0,0,0,0,43,0,0,77,0,0,0,0,77,0,0,161,0,0,0,0,161,0,0,20,0,0,0,0,20,0,0,59,0,0,0,0,59,0,0,13,0,0,0,0,13,0,0,12,0,0,0,0,12,0,0,41,0,0,0,0,41,0,0,29,0,0,0,0,29,0,0,32,0,0,0,0,32,0,0,6,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,39,0,0,0,0,39,0,0,61,0,0,0,0,61,0,0,768,0,0,0,0,768,0
S538999,第一金證券自營,0,0,36,0,0,0,0,36,0,0,96,0,0,0,0,96,0,0,74,0,0,0,0,74,0,0,13,0,0,0,0,13,0,0,61,0,0,0,0,61,0,0,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,62,0,0,0,0,62,0,0,38,0,0,0,0,38,0,0,18,0,0,0,0,18,0,0,18,0,0,0,0,18,0,0,9,0,0,0,0,9,0,0,40,0,0,0,0,40,0,0,20,0,0,0,0,20,0,0,725,0,0,0,0,725,0
F005999,國票期貨自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,720,0
S700999,兆豐證券自營,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,45,0,0,0,0,45,0,0,30,0,0,0,0,30,0,0,46,0,0,0,0,46,0,0,604,0,0,0,0,604,0
S601000,奔亞證券,0,0,32,0,0,0,0,32,0,0,5,0,0,0,0,5,0,0,10,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,17,0,0,0,0,17,0,0,1,0,0,0,0,1,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,10,0,0,0,0,10,0,0,22,0,0,0,0,22,0,0,5,0,0,0,0,5,0,0,12,0,0,0,0,12,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,153,0
