期貨商代號,名稱,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計XIO,總計GTO,總計TGO,總計,市佔率
B224999,中國信託商業銀行自營,71,163,23001,59,0,0,80,23374,72,281,26019,6,0,0,405,26783,47,43,13352,0,0,0,0,13442,82,172,38002,62,0,0,494,38812,153,146,52883,56,0,0,364,53602,77,72,24249,87,0,0,209,24694,199,137,36568,87,0,0,345,37336,110,148,21618,41,0,0,171,22088,193,167,33088,32,0,0,147,33627,2657,196,37669,34,0,0,92,40648,247,544,21350,74,0,0,250,22465,223,410,39999,116,0,0,564,41312,59,151,21473,123,0,0,539,22345,172,290,40326,112,0,0,142,41042,180,148,57632,109,0,0,167,58236,148,229,14964,254,0,0,96,15691,275,124,19515,74,0,0,201,20189,103,559,25599,76,0,0,156,26493,179,209,67061,152,0,0,297,67898,164,73,27483,81,0,0,295,28096,110,312,31158,146,0,0,307,32033,5521,4574,673009,1781,0,0,5321,690206,3.81
F008000,統一期貨,0,3,21601,1,0,0,34,21639,2,1,24248,0,0,0,161,24412,0,1,16592,0,0,0,60,16653,7,6,38021,2,0,0,70,38106,42,5,46194,2,0,0,210,46453,7,3,15928,0,0,0,101,16039,10,6,29248,1,0,0,116,29381,0,3,18118,0,0,0,91,18212,0,8,29338,1,0,0,116,29463,0,3,29809,2,0,0,125,29939,2,3,23826,1,0,0,214,24046,4,3,37202,3,0,0,303,37515,0,3,13751,6,0,0,685,14445,65,1,44891,5,0,0,45,45007,5,2,47567,22,0,0,77,47673,11,0,22516,23,0,0,96,22646,2,1,17219,10,0,0,208,17440,1,0,19152,5,0,0,154,19312,3,0,34863,3,0,0,451,35320,4,1,25050,2,0,0,63,25120,1,3,27340,0,0,0,14,27358,166,56,582474,89,0,0,3394,586179,3.24
F026000,富邦期貨,61,21,17169,54,0,0,20,17325,29,27,25906,66,1,0,10,26039,11,13,17623,106,0,0,3,17756,10,47,38527,85,1,0,8,38678,11,188,33672,316,0,0,17,34204,5,72,16382,140,0,0,8,16607,78,27,27335,170,0,0,5,27615,5,1,17905,186,0,0,8,18105,18,4,25421,221,0,0,4,25668,46,30,26953,202,0,0,4,27235,6,47,25098,216,0,0,13,25380,18,32,33666,241,0,0,65,34022,2,84,15915,530,0,0,79,16610,42,2,31113,252,0,0,29,31438,103,63,37162,260,0,0,15,37603,6,3,24590,133,0,0,23,24755,9,29,17730,96,0,0,16,17880,0,17,20980,120,0,0,23,21140,7,14,33788,289,0,0,69,34167,4,2,28640,114,0,0,24,28784,8,79,28624,115,0,0,11,28837,479,802,544199,3912,2,0,454,549848,3.04
F039000,大昌期貨,0,10,15181,0,0,0,11,15202,0,8,21076,3,0,0,27,21114,0,45,16140,0,0,0,11,16196,2,8,24972,0,0,0,33,25015,1,24,31647,2,0,0,24,31698,3,7,23711,1,0,0,13,23735,0,16,28547,1,0,0,19,28583,2,6,16994,0,0,0,11,17013,1,3,30157,3,0,0,5,30169,1,17,25448,0,0,0,7,25473,0,4,21843,2,0,0,37,21886,8,4,31676,28,0,0,29,31745,2,0,17025,3,0,0,291,17321,16,9,31824,4,0,0,3,31856,12,13,43202,2,0,0,20,43249,20,3,21320,7,0,0,2,21352,12,0,15719,0,0,0,2,15733,0,0,16790,2,0,0,107,16899,7,4,26959,1,0,0,253,27224,1,0,23768,9,0,0,7,23785,2,11,26858,2,0,0,10,26883,90,192,510857,70,0,0,922,512131,2.83
F007000,日盛期貨,0,85,17925,2,0,0,21,18033,1,556,17598,0,0,0,69,18224,0,5,12742,0,0,0,35,12782,0,1,25712,0,0,0,23,25736,0,9,30445,0,0,0,2,30456,0,7,14465,0,0,0,13,14485,1,5,16844,0,0,0,19,16869,0,2,10477,0,0,0,22,10501,11,1,22379,0,0,0,32,22423,2705,4,26081,0,0,0,10,28800,0,11,21083,0,0,0,2,21096,2,0,30425,1,0,0,32,30460,0,1,16063,0,0,0,43,16107,1,1,28146,0,0,0,11,28159,3,3,37127,0,0,0,15,37148,3,4,17427,1,0,0,12,17447,1,0,12901,0,0,0,28,12930,0,2,13505,0,0,0,11,13518,0,0,28473,1,0,0,31,28505,0,3,25434,0,0,0,3,25440,0,2,27207,0,0,0,45,27254,2728,702,452459,5,0,0,479,456373,2.52
F018000,元富期貨,9,45,13529,2,0,0,2,13587,2,17,13556,0,0,0,9,13584,0,22,10700,0,0,0,2,10724,5,28,19899,0,0,0,10,19942,10,30,23655,0,0,0,5,23700,7,20,13380,3,0,0,3,13413,16,46,22780,0,0,0,3,22845,6,29,9572,4,0,0,5,9616,8,39,16958,0,0,0,0,17005,0,58,16596,0,0,0,0,16654,21,44,16184,3,0,0,8,16260,12,32,24426,7,2,0,27,24506,12,13,11351,0,0,0,2,11378,12,14,25093,0,0,0,1,25120,14,20,26239,5,0,0,8,26286,3,9,13305,1,0,0,4,13322,17,2,13608,5,0,0,4,13636,5,8,15008,3,0,0,3,15027,3,14,20610,1,0,0,4,20632,12,8,19044,2,4,0,0,19070,7,1,17125,0,0,0,0,17133,181,499,362618,36,6,0,100,363440,2.00999999999999968
F005000,國票期貨,0,0,9686,0,0,0,38,9724,2,0,11870,0,0,0,16,11888,0,1,8784,0,0,0,5,8790,1,1,13300,5,0,0,27,13334,1,0,17309,0,0,0,19,17329,0,16,8715,10,0,0,0,8741,24,48,11342,25,0,0,2,11441,0,12,7221,0,0,0,17,7250,24,5,12616,6,0,0,1,12652,29,12,12832,0,0,0,5,12878,8,12,9752,0,0,0,1,9773,12,14,11512,2,0,0,7,11547,0,10,5981,0,0,0,2,5993,16,14,14587,12,0,0,12,14641,0,5,16842,0,0,0,0,16847,20,20,9126,25,0,0,4,9195,0,10,5719,5,0,0,0,5734,0,7,10092,10,0,0,4,10113,20,2,16340,3,0,0,10,16375,0,7,9689,0,0,0,1,9697,0,8,9956,0,0,0,2,9966,157,204,233271,103,0,0,173,233908,1.29
F014000,華南期貨,0,58,6761,10,0,0,0,6829,5,6,8070,0,0,0,5,8086,3,4,6852,5,0,0,0,6864,0,45,10822,0,0,0,0,10867,0,8,13585,0,0,0,0,13593,0,0,6795,0,0,0,0,6795,2,68,8269,0,0,0,0,8339,1,0,4701,0,0,0,5,4707,3,0,8103,0,0,0,3,8109,0,0,9812,0,0,0,1,9813,4,3,7498,10,0,0,3,7518,0,41,11397,10,0,0,7,11455,0,0,6652,26,0,0,3,6681,0,0,12407,5,0,0,3,12415,0,5,11349,20,0,0,0,11374,0,3,6878,0,0,0,3,6884,0,0,4051,0,0,0,2,4053,0,4,6799,0,0,0,6,6809,0,0,10326,0,0,0,14,10340,0,4,8744,0,0,0,0,8748,0,1,10961,0,0,0,1,10963,18,250,180832,86,0,0,56,181242,1
S144000,美林證券,0,0,6644,0,0,0,0,6644,0,0,9194,0,0,0,435,9629,0,0,5382,0,0,0,0,5382,0,0,8286,0,0,0,0,8286,0,0,3893,0,0,0,0,3893,0,0,10009,0,0,0,0,10009,0,0,4785,0,0,0,0,4785,0,0,7999,0,0,0,0,7999,0,0,7298,0,0,0,0,7298,0,0,6083,0,0,0,0,6083,0,0,1290,0,0,0,0,1290,0,0,12619,0,0,0,40,12659,0,0,10038,0,0,0,0,10038,0,0,8495,0,0,0,0,8495,0,0,9021,0,0,0,0,9021,0,0,3494,0,0,0,0,3494,0,0,7563,0,0,0,2,7565,0,0,9868,0,0,0,0,9868,0,0,13445,0,0,0,0,13445,0,0,17155,0,0,0,0,17155,0,0,17255,0,0,0,258,17513,0,0,179816,0,0,0,735,180551,1
S126999,宏遠證券自營,0,0,5513,0,0,0,0,5513,0,0,8635,0,0,0,0,8635,0,0,8283,0,0,0,0,8283,0,0,8330,0,0,0,0,8330,0,0,14100,0,0,0,0,14100,0,0,7429,0,0,0,0,7429,0,0,12937,0,0,0,0,12937,0,0,7146,0,0,0,0,7146,0,0,7903,0,0,0,0,7903,0,0,1702,0,0,0,0,1702,0,0,6076,0,0,0,0,6076,0,0,5878,0,0,0,0,5878,0,0,2855,0,0,0,0,2855,0,0,3308,0,0,0,0,3308,0,0,7710,0,0,0,0,7710,0,0,11698,0,0,0,0,11698,0,0,7549,0,0,0,0,7549,0,0,7409,0,0,0,0,7409,0,0,14038,0,0,0,0,14038,0,0,13324,0,0,0,0,13324,0,0,14316,0,0,0,0,14316,0,0,176139,0,0,0,0,176139,0.97
F030000,兆豐期貨,1,0,4722,0,0,0,1,4724,0,18,9530,0,0,0,0,9548,1,0,7079,0,0,0,0,7080,1,5,8797,0,0,0,2,8805,5,3,13146,0,0,0,0,13154,0,5,4792,0,0,0,0,4797,1,33,8035,0,0,0,0,8069,0,4,4641,0,0,0,2,4647,2,6,8044,0,0,0,1,8053,0,105,7347,0,0,0,1,7453,0,243,7434,0,0,0,0,7677,0,341,10657,0,0,0,4,11002,7,103,4135,0,0,0,2,4247,7,0,11302,0,0,0,2,11311,2,36,15282,0,0,0,4,15324,0,362,6644,0,0,0,5,7011,0,96,8350,0,0,0,6,8452,2,119,6803,0,0,0,1,6925,1,6,10530,0,0,0,11,10548,6,8,9331,0,0,0,2,9347,7,350,7321,0,0,0,0,7678,43,1843,173922,0,0,0,44,175852,0.97
F020999,群益期貨自營,0,0,10096,5,0,0,2,10103,60,38,10411,0,0,0,0,10509,0,0,3301,0,0,0,0,3301,0,0,6310,5,0,0,4,6319,0,0,8687,0,0,0,20,8707,0,0,5020,5,0,0,0,5025,0,0,6883,5,0,0,20,6908,0,0,6256,5,0,0,0,6261,0,0,6955,0,0,0,60,7015,0,0,5374,0,0,0,0,5374,0,0,6163,0,0,0,42,6205,0,18,13063,0,0,0,20,13101,0,0,6899,5,0,0,0,6904,0,20,14812,5,0,0,26,14863,2,0,7271,0,0,0,0,7273,0,0,2828,15,0,0,0,2843,40,0,3928,0,0,0,0,3968,40,0,4710,40,0,0,0,4790,0,0,6291,0,0,0,0,6291,0,0,3471,5,0,0,0,3476,0,0,4662,25,0,0,88,4775,142,76,143391,120,0,0,282,144011,0.8
S920999,凱基證券自營,94,0,6569,15,0,0,0,6678,0,0,10173,5,0,0,0,10178,0,0,5227,30,0,0,0,5257,0,17,9431,0,0,0,20,9468,10,60,10254,25,0,0,2,10351,0,14,8475,25,0,0,10,8524,0,20,7937,55,0,0,0,8012,0,0,4465,46,0,0,0,4511,0,0,6900,55,0,0,0,6955,0,0,7020,30,0,0,20,7070,20,0,7610,27,0,0,1,7658,20,0,9269,16,0,0,0,9305,0,0,2773,20,0,0,10,2803,0,0,4565,0,0,0,0,4565,0,0,4975,0,0,0,0,4975,0,0,6308,13,0,0,0,6321,20,0,2055,10,0,0,0,2085,0,0,2866,20,0,0,0,2886,41,0,5243,7,0,0,0,5291,0,0,4672,5,0,0,39,4716,0,0,3537,0,0,0,19,3556,205,111,130324,404,0,0,121,131165,0.72
S538000,第一金證券,1,0,4012,0,0,0,5,4018,0,0,5865,0,0,0,5,5870,0,0,3493,0,0,0,1,3494,0,4,7260,0,0,0,3,7267,0,0,8270,0,0,0,1,8271,0,0,4970,0,0,0,9,4979,0,12,5958,0,0,0,10,5980,0,0,3236,0,0,0,3,3239,0,0,5007,0,0,0,3,5010,0,0,8181,0,0,0,1,8182,0,0,5540,0,0,0,0,5540,2,4,8497,0,0,0,22,8525,2,0,3255,1,0,0,0,3258,1,12,7497,0,0,0,0,7510,4,0,9121,0,0,0,2,9127,0,2,4700,0,0,0,0,4702,0,6,3201,0,0,0,3,3210,0,0,4226,0,0,0,2,4228,0,0,8844,0,0,0,0,8844,0,0,5605,0,0,0,3,5608,0,14,6924,0,0,0,0,6938,10,54,123662,1,0,0,73,123800,0.68
S884000,玉山證券,0,0,3200,10,0,0,0,3210,2,0,4978,0,0,0,39,5019,2,0,3156,0,0,0,31,3189,0,2,5335,5,0,0,3,5345,0,2,6912,0,0,0,54,6968,0,0,4392,0,0,0,0,4392,0,0,3892,0,0,0,0,3892,0,1,5988,0,0,0,3,5992,0,0,4743,0,0,0,0,4743,0,0,7230,0,0,0,43,7273,0,0,8868,0,0,0,0,8868,0,1,5899,0,0,0,2,5902,18,0,5479,0,0,0,0,5497,16,0,8483,0,0,0,2,8501,0,0,6350,0,0,0,0,6350,0,0,3593,0,0,0,1,3594,0,0,3724,0,0,0,7,3731,0,0,4922,0,0,0,0,4922,0,2,7465,0,0,0,0,7467,0,1,5277,0,0,0,80,5358,0,1,5449,0,0,0,2,5452,38,10,115335,15,0,0,267,115665,0.64
S616999,中國信託證券自營,0,0,2333,0,0,0,0,2333,0,102,5458,0,0,0,0,5560,0,0,1520,0,0,0,0,1520,0,228,3572,0,0,0,0,3800,0,98,5941,0,0,0,0,6039,0,130,3869,55,0,0,0,4054,0,0,1371,25,0,0,0,1396,0,100,851,15,0,0,0,966,0,20,5870,10,0,0,0,5900,0,23,8479,0,0,0,0,8502,0,330,7370,13,0,0,0,7713,0,0,2755,0,0,0,0,2755,0,0,200,0,0,0,0,200,0,0,1983,10,0,0,0,1993,0,0,7217,5,0,0,0,7222,0,0,2651,10,0,0,0,2661,0,0,2065,0,0,0,0,2065,0,0,4112,0,0,0,0,4112,0,0,11059,0,0,0,0,11059,0,0,4131,0,0,0,0,4131,0,0,4032,5,0,0,0,4037,0,1031,86839,148,0,0,0,88018,0.49
F001000,國泰期貨,0,0,4680,2,0,0,1,4683,0,7,3355,0,0,0,1,3363,0,0,2142,1,0,0,0,2143,2,0,4798,5,0,0,2,4807,5,0,5746,5,0,0,1,5757,0,0,2656,0,0,0,0,2656,2,0,2790,0,0,0,0,2792,2,0,5068,3,0,0,3,5076,5,0,4075,0,0,0,0,4080,4,0,3392,0,0,0,1,3397,5,0,3991,15,0,0,2,4013,1,0,7694,12,0,0,1,7708,3,0,3670,2,0,0,5,3680,0,0,4528,7,0,0,23,4558,4,0,4559,3,0,0,0,4566,4,0,2686,7,0,0,17,2714,4,0,2784,1,0,0,5,2794,2,0,3400,4,0,0,18,3424,0,0,5333,5,0,0,14,5352,0,0,3617,6,0,0,24,3647,0,0,3647,5,0,0,5,3657,43,7,84611,83,0,0,123,84867,0.47
F002999,永豐期貨自營,0,0,785,0,0,0,0,785,0,0,1518,0,0,0,0,1518,0,0,864,0,0,0,0,864,0,0,1739,0,0,0,0,1739,0,0,5209,0,0,0,0,5209,0,0,2495,0,0,0,0,2495,0,0,3352,0,0,0,0,3352,0,0,798,0,0,0,0,798,0,0,3273,0,0,0,0,3273,0,0,5838,0,0,0,0,5838,0,0,2474,0,0,0,0,2474,0,0,4887,0,0,0,0,4887,0,0,1535,0,0,0,0,1535,0,0,9952,0,0,0,0,9952,0,0,15020,0,0,0,0,15020,0,0,1974,0,0,0,0,1974,0,0,1810,0,0,0,0,1810,0,0,5027,0,0,0,0,5027,0,0,7027,0,0,0,0,7027,0,0,5093,0,0,0,0,5093,0,0,3399,0,0,0,0,3399,0,0,84069,0,0,0,0,84069,0.46
F004999,凱基期貨自營,0,0,2852,0,0,0,0,2852,0,0,4670,0,0,0,0,4670,0,0,3406,0,0,0,0,3406,0,0,7862,0,0,0,0,7862,0,0,4906,0,0,0,0,4906,0,0,30,0,0,0,0,30,0,0,3646,0,0,0,0,3646,0,0,1400,0,0,0,0,1400,0,0,4876,0,0,0,0,4876,0,0,2636,0,0,0,0,2636,0,0,5414,0,0,0,0,5414,0,0,6250,0,0,0,0,6250,0,0,536,0,0,0,0,536,0,0,10466,0,0,0,0,10466,0,0,6632,0,0,0,0,6632,0,0,840,0,0,0,0,840,0,0,1758,0,0,0,0,1758,0,0,3024,0,0,0,0,3024,0,0,2710,0,0,0,0,2710,0,0,3854,0,0,0,0,3854,0,0,1668,0,0,0,0,1668,0,0,79436,0,0,0,0,79436,0.44
F021999,元大寶來期貨自營,360,10,233,0,0,0,0,603,0,0,380,0,0,0,165,545,0,0,263,0,0,0,66,329,0,0,709,0,0,0,100,809,0,0,2632,0,0,0,0,2632,0,0,605,0,0,0,0,605,0,0,6145,0,0,0,27,6172,0,0,2827,0,0,0,14,2841,0,0,6698,0,0,0,63,6761,0,0,5802,0,0,0,0,5802,0,0,2583,0,0,0,41,2624,0,0,1273,0,0,0,64,1337,0,0,1024,0,0,0,15,1039,0,114,2565,0,0,0,20,2699,80,80,17059,0,0,0,5,17224,0,0,222,0,0,0,1,223,8,0,386,0,0,0,3,397,0,16,2014,0,0,0,4,2034,0,50,6338,0,0,0,0,6388,0,0,230,0,0,0,14,244,0,10,422,0,0,0,84,516,448,280,60410,0,0,0,686,61824,0.34
S856000,新光證券,0,0,3176,0,0,0,0,3176,0,0,3026,0,0,0,0,3026,0,0,1708,0,0,0,0,1708,0,0,3983,0,0,0,0,3983,0,0,4282,0,0,0,0,4282,30,10,2436,0,0,0,0,2476,1,1,3334,0,0,0,0,3336,0,0,2233,0,0,0,0,2233,1,0,2782,0,0,0,1,2784,0,0,2756,0,0,0,0,2756,0,0,2357,0,0,0,0,2357,4,1,3433,0,0,0,0,3438,0,0,1822,0,0,0,0,1822,0,0,3594,0,0,0,0,3594,0,1,4047,0,0,0,0,4048,16,0,2306,0,0,0,0,2322,0,0,1641,0,0,0,0,1641,0,0,1860,0,0,0,0,1860,1,0,2532,0,0,0,0,2533,4,3,2664,0,0,0,0,2671,0,1,3167,0,0,0,0,3168,57,17,59139,0,0,0,1,59214,0.33
