期貨商代號,名稱,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,TEO,TFO,TXO,STC,MSO,XIO,GTO,TGO,小計,總計TEO,總計TFO,總計TXO,總計STC,總計MSO,總計XIO,總計GTO,總計TGO,總計,市佔率
F020000,群益期貨,3.000000000000000000,15.00000000000000000,24369.00000000000000,7.000000000000000000,0,0,0,0,24394.00000000000000,10.00000000000000000,8.000000000000000000,32901.00000000000000,9.000000000000000000,0,2.000000000000000000,0,0,32930.00000000000000,0,48.00000000000000000,43949.00000000000000,19.00000000000000000,0,0,0,14.00000000000000000,44030.00000000000000,7.000000000000000000,49.00000000000000000,47081.00000000000000,32.00000000000000000,0,0,0,3.000000000000000000,47172.00000000000000,0,107.0000000000000000,92885.0000000000000,0,0,0,0,300.0000000000000000,93292.0000000000000,0,4.000000000000000000,120568.0000000000000,8.000000000000000000,0,0,0,27.00000000000000000,120607.0000000000000,9.000000000000000000,3.000000000000000000,89483.00000000000000,7.000000000000000000,0,0,0,10.00000000000000000,89512.00000000000000,0,100.0000000000000000,54082.00000000000000,5.000000000000000000,0,0,0,803.0000000000000000,54990.00000000000000,12.00000000000000000,415.0000000000000000,72520.00000000000000,199.0000000000000000,0,0,0,48.00000000000000000,73194.00000000000000,35.00000000000000000,48.00000000000000000,41785.00000000000000,39.00000000000000000,0,0,0,183.0000000000000000,42090.00000000000000,1.000000000000000000,6.000000000000000000,38065.00000000000000,10.00000000000000000,0,0,0,3.000000000000000000,38085.00000000000000,0,6.000000000000000000,44503.00000000000000,0,0,0,0,71.00000000000000000,44580.00000000000000,8.000000000000000000,125.0000000000000000,46103.00000000000000,3.000000000000000000,0,0,0,6.000000000000000000,46245.00000000000000,0,14.00000000000000000,34754.00000000000000,6.000000000000000000,0,0,0,9.000000000000000000,34783.00000000000000,32.00000000000000000,3.000000000000000000,43379.00000000000000,8.000000000000000000,0,0,0,23.00000000000000000,43445.00000000000000,0,2.000000000000000000,42641.00000000000000,41.00000000000000000,0,0,0,4.000000000000000000,42688.00000000000000,0,3.000000000000000000,30505.00000000000000,185.0000000000000000,0,0,0,27.00000000000000000,30720.00000000000000,24.00000000000000000,1.000000000000000000,28096.00000000000000,80.00000000000000000,0,0,0,18.00000000000000000,28219.00000000000000,50.00000000000000000,1.000000000000000000,31223.00000000000000,122.0000000000000000,0,0,0,56.00000000000000000,31452.00000000000000,0,0,29891.00000000000000,55.00000000000000000,0,0,0,16.00000000000000000,29962.00000000000000,0,8.000000000000000000,32196.00000000000000,59.00000000000000000,0,0,0,79.00000000000000000,32342.00000000000000,3.000000000000000000,0,27905.00000000000000,53.00000000000000000,0,0,0,32.00000000000000000,27993.00000000000000,0,0,26602.00000000000000,61.00000000000000000,0,0,0,0,26663.00000000000000,194.0000000000000000,966.000000000000000,1075486.000000000000,1008.000000000000000,0,2.000000000000000000,0,1732.000000000000000,1079388.000000000000,3.760000000000000000
B224999,中國信託商業銀行,161.0000000000000000,278.0000000000000000,18458.00000000000000,23.00000000000000000,0,0,0,0,18920.00000000000000,227.0000000000000000,287.0000000000000000,16811.00000000000000,45.00000000000000000,0,1.000000000000000000,0,0,17371.00000000000000,181.0000000000000000,250.0000000000000000,46805.00000000000000,82.00000000000000000,0,0,0,558.0000000000000000,47876.00000000000000,357.0000000000000000,504.0000000000000000,49791.00000000000000,79.00000000000000000,0,0,0,53.00000000000000000,50784.00000000000000,343.0000000000000000,1071.000000000000000,83158.00000000000000,5.000000000000000000,0,0,0,157.0000000000000000,84734.00000000000000,390.0000000000000000,503.0000000000000000,75029.00000000000000,14.00000000000000000,0,0,0,198.0000000000000000,76134.00000000000000,0,143.0000000000000000,49593.00000000000000,0,0,0,0,172.0000000000000000,49908.00000000000000,775.0000000000000000,1027.000000000000000,46638.00000000000000,22.00000000000000000,0,0,0,980.000000000000000,49442.00000000000000,520.0000000000000000,220.0000000000000000,55713.00000000000000,29.00000000000000000,0,0,0,391.0000000000000000,56873.00000000000000,415.0000000000000000,1999.000000000000000,60188.00000000000000,83.00000000000000000,0,0,0,367.0000000000000000,63052.00000000000000,303.0000000000000000,903.0000000000000000,44080.00000000000000,21.00000000000000000,0,0,0,87.00000000000000000,45394.00000000000000,1398.000000000000000,384.0000000000000000,55489.00000000000000,94.0000000000000000,0,0,0,193.0000000000000000,57558.00000000000000,387.0000000000000000,574.0000000000000000,57587.00000000000000,73.00000000000000000,0,0,0,38.00000000000000000,58659.00000000000000,342.0000000000000000,474.0000000000000000,19770.00000000000000,190.0000000000000000,0,0,0,78.00000000000000000,20854.00000000000000,0,0,34889.00000000000000,9.000000000000000000,0,0,0,153.0000000000000000,35051.00000000000000,954.000000000000000,410.0000000000000000,28042.00000000000000,128.0000000000000000,0,0,0,231.0000000000000000,29765.00000000000000,727.0000000000000000,634.0000000000000000,37188.00000000000000,103.0000000000000000,0,0,0,600.0000000000000000,39252.00000000000000,789.0000000000000000,535.0000000000000000,41407.00000000000000,18.00000000000000000,0,0,0,241.0000000000000000,42990.00000000000000,0,60.00000000000000000,38910.00000000000000,97.0000000000000000,0,0,0,58.00000000000000000,39125.00000000000000,1320.000000000000000,1216.000000000000000,28011.00000000000000,64.00000000000000000,0,0,0,86.00000000000000000,30697.00000000000000,515.0000000000000000,162.0000000000000000,31572.00000000000000,96.0000000000000000,0,0,0,168.0000000000000000,32513.00000000000000,209.0000000000000000,70.00000000000000000,32225.00000000000000,122.0000000000000000,0,0,0,47.00000000000000000,32673.00000000000000,180.0000000000000000,261.0000000000000000,35264.00000000000000,143.0000000000000000,0,0,0,71.00000000000000000,35919.00000000000000,10493.00000000000000,11965.00000000000000,986618.000000000000,1540.000000000000000,0,1.000000000000000000,0,4927.000000000000000,1015544.000000000000,3.540000000000000000
F026000,富邦期貨,15.00000000000000000,26.00000000000000000,15884.00000000000000,190.0000000000000000,0,0,0,2.000000000000000000,16117.00000000000000,5.000000000000000000,7.000000000000000000,27646.00000000000000,370.0000000000000000,0,0,0,3.000000000000000000,28031.00000000000000,6.000000000000000000,7.000000000000000000,35014.00000000000000,428.0000000000000000,0,0,0,16.00000000000000000,35471.00000000000000,36.00000000000000000,117.0000000000000000,39606.00000000000000,344.0000000000000000,0,0,0,64.00000000000000000,40167.00000000000000,11.00000000000000000,21.00000000000000000,59810.00000000000000,670.0000000000000000,0,0,0,12.00000000000000000,60524.00000000000000,2.000000000000000000,12.00000000000000000,49095.00000000000000,129.0000000000000000,0,0,0,28.00000000000000000,49266.00000000000000,16.00000000000000000,14.00000000000000000,57371.00000000000000,80.00000000000000000,0,0,0,70.00000000000000000,57551.00000000000000,0,27.00000000000000000,36367.00000000000000,269.0000000000000000,0,0,0,12.00000000000000000,36675.00000000000000,0,17.00000000000000000,49329.00000000000000,15.00000000000000000,0,0,0,28.00000000000000000,49389.00000000000000,0,14.00000000000000000,37819.00000000000000,908.0000000000000000,0,0,0,36.00000000000000000,38777.00000000000000,1.000000000000000000,14.00000000000000000,32366.00000000000000,726.0000000000000000,0,0,0,42.00000000000000000,33149.00000000000000,1.000000000000000000,0,36460.00000000000000,202.0000000000000000,0,0,0,76.00000000000000000,36739.00000000000000,0,10.00000000000000000,34642.00000000000000,270.0000000000000000,0,0,0,20.00000000000000000,34942.00000000000000,8.000000000000000000,1.000000000000000000,17267.00000000000000,30.00000000000000000,0,0,0,14.00000000000000000,17320.00000000000000,7.000000000000000000,8.000000000000000000,20809.00000000000000,13.00000000000000000,0,0,0,39.00000000000000000,20876.00000000000000,0,4.000000000000000000,24183.00000000000000,113.0000000000000000,0,0,0,23.00000000000000000,24323.00000000000000,0,4.000000000000000000,20058.00000000000000,82.00000000000000000,0,0,0,19.00000000000000000,20163.00000000000000,2.000000000000000000,7.000000000000000000,24745.00000000000000,59.00000000000000000,0,0,0,10.00000000000000000,24823.00000000000000,1.000000000000000000,8.000000000000000000,17592.00000000000000,79.00000000000000000,0,0,0,21.00000000000000000,17701.00000000000000,2.000000000000000000,1.000000000000000000,17178.00000000000000,89.00000000000000000,0,0,0,17.00000000000000000,17287.00000000000000,2.000000000000000000,15.00000000000000000,19002.00000000000000,56.00000000000000000,0,0,0,9.000000000000000000,19084.00000000000000,0,7.000000000000000000,15808.00000000000000,30.00000000000000000,0,0,0,4.000000000000000000,15849.00000000000000,0,4.000000000000000000,13139.00000000000000,19.00000000000000000,0,0,0,20.00000000000000000,13182.00000000000000,115.0000000000000000,345.0000000000000000,701190.0000000000000,5171.000000000000000,0,0,0,585.0000000000000000,707406.0000000000000,2.460000000000000000
F006999,元大期貨自營,0,78.00000000000000000,13430.00000000000000,30.00000000000000000,0,0,0,0,13538.00000000000000,0,0,20721.00000000000000,25.00000000000000000,0,0,0,39.00000000000000000,20785.00000000000000,0,0,27144.00000000000000,15.00000000000000000,0,0,0,1129.000000000000000,28288.00000000000000,0,0,774.0000000000000000,0,0,0,0,0,774.0000000000000000,112.0000000000000000,0,78576.00000000000000,0,0,0,0,30.00000000000000000,78718.00000000000000,44.00000000000000000,80.00000000000000000,138731.0000000000000,110.0000000000000000,0,0,0,27.00000000000000000,138992.0000000000000,0,64.00000000000000000,88938.00000000000000,20.00000000000000000,0,0,0,22.00000000000000000,89044.00000000000000,40.00000000000000000,0,39031.00000000000000,1669.000000000000000,0,0,0,450.0000000000000000,41190.00000000000000,1490.000000000000000,220.0000000000000000,60062.00000000000000,25.00000000000000000,0,0,0,0,61797.00000000000000,315.0000000000000000,1610.000000000000000,23351.00000000000000,1188.000000000000000,0,0,0,38.00000000000000000,26502.00000000000000,0,20.00000000000000000,20349.00000000000000,229.0000000000000000,0,0,0,20.00000000000000000,20618.00000000000000,0,0,62927.00000000000000,430.0000000000000000,0,0,0,20.00000000000000000,63377.00000000000000,0,0,26652.00000000000000,446.0000000000000000,0,0,0,0,27098.00000000000000,0,0,22944.00000000000000,15.00000000000000000,0,0,0,0,22959.00000000000000,0,0,44142.00000000000000,92.00000000000000000,0,0,0,18.00000000000000000,44252.00000000000000,40.00000000000000000,0,6813.000000000000000,76.00000000000000000,0,0,0,0,6929.000000000000000,0,4.000000000000000000,2513.000000000000000,55.00000000000000000,0,0,0,60.00000000000000000,2632.000000000000000,0,0,1834.000000000000000,108.0000000000000000,0,0,0,35.00000000000000000,1977.000000000000000,0,0,3255.000000000000000,51.00000000000000000,0,0,0,10.00000000000000000,3316.000000000000000,0,0,236.0000000000000000,65.00000000000000000,0,0,0,0,301.0000000000000000,0,0,2100.000000000000000,130.0000000000000000,0,0,0,0,2230.000000000000000,0,0,7996.000000000000000,163.0000000000000000,0,0,0,0,8159.000000000000000,0,0,2244.000000000000000,141.0000000000000000,0,0,0,0,2385.000000000000000,2041.000000000000000,2076.000000000000000,694763.0000000000000,5083.000000000000000,0,0,0,1898.000000000000000,705861.0000000000000,2.460000000000000000
F008000,統一期貨,17.00000000000000000,33.00000000000000000,15466.00000000000000,0,0,0,0,41.00000000000000000,15557.00000000000000,13.00000000000000000,74.00000000000000000,16251.00000000000000,2.000000000000000000,0,0,0,9.000000000000000000,16349.00000000000000,69.00000000000000000,215.0000000000000000,28978.00000000000000,10.00000000000000000,0,0,0,19.00000000000000000,29291.00000000000000,305.0000000000000000,243.0000000000000000,25294.00000000000000,0,0,0,0,63.00000000000000000,25905.00000000000000,156.0000000000000000,517.0000000000000000,68060.00000000000000,0,0,0,0,102.0000000000000000,68835.00000000000000,10.00000000000000000,322.0000000000000000,56034.00000000000000,0,0,0,0,82.00000000000000000,56448.00000000000000,3.000000000000000000,133.0000000000000000,63744.00000000000000,0,0,0,0,136.0000000000000000,64016.00000000000000,112.0000000000000000,552.0000000000000000,23494.00000000000000,0,0,0,0,33.00000000000000000,24191.00000000000000,8.000000000000000000,28.00000000000000000,34622.00000000000000,0,0,0,0,36.00000000000000000,34694.00000000000000,20.00000000000000000,630.0000000000000000,31000.00000000000000,0,0,0,0,97.0000000000000000,31747.00000000000000,4.000000000000000000,186.0000000000000000,34109.00000000000000,0,0,0,0,14.00000000000000000,34313.00000000000000,0,0,25593.00000000000000,0,0,0,0,14.00000000000000000,25607.00000000000000,5.000000000000000000,13.00000000000000000,29428.00000000000000,0,0,0,0,6.000000000000000000,29452.00000000000000,227.0000000000000000,6.000000000000000000,12475.00000000000000,0,0,0,0,10.00000000000000000,12718.00000000000000,65.00000000000000000,5.000000000000000000,24130.00000000000000,0,0,0,0,100.0000000000000000,24300.00000000000000,1.000000000000000000,25.00000000000000000,19311.00000000000000,0,0,0,0,123.0000000000000000,19460.00000000000000,226.0000000000000000,40.00000000000000000,18615.00000000000000,3.000000000000000000,0,0,0,61.00000000000000000,18945.00000000000000,4.000000000000000000,28.00000000000000000,16038.00000000000000,0,0,0,0,11.00000000000000000,16081.00000000000000,89.00000000000000000,73.00000000000000000,16690.00000000000000,0,0,0,0,46.00000000000000000,16898.00000000000000,72.00000000000000000,77.00000000000000000,14116.00000000000000,0,0,0,0,51.00000000000000000,14316.00000000000000,350.0000000000000000,0,18054.00000000000000,0,0,0,0,65.00000000000000000,18469.00000000000000,121.0000000000000000,65.00000000000000000,11974.00000000000000,0,0,0,0,8.000000000000000000,12168.00000000000000,3.000000000000000000,241.0000000000000000,13844.00000000000000,2.000000000000000000,0,0,0,21.00000000000000000,14111.00000000000000,1880.000000000000000,3506.000000000000000,617320.0000000000000,17.00000000000000000,0,0,0,1148.000000000000000,623871.0000000000000,2.170000000000000000
F029000,康和期貨,12.00000000000000000,69.00000000000000000,14610.00000000000000,0,0,0,0,0,14691.00000000000000,5.000000000000000000,48.00000000000000000,22393.00000000000000,15.00000000000000000,0,0,0,35.00000000000000000,22496.00000000000000,11.00000000000000000,50.00000000000000000,25808.00000000000000,11.00000000000000000,0,0,0,112.0000000000000000,25992.00000000000000,14.00000000000000000,34.00000000000000000,23721.00000000000000,3.000000000000000000,0,0,0,62.00000000000000000,23834.00000000000000,18.00000000000000000,106.0000000000000000,60972.00000000000000,0,0,0,0,30.00000000000000000,61126.00000000000000,9.000000000000000000,51.00000000000000000,47688.00000000000000,7.000000000000000000,0,0,0,161.0000000000000000,47916.00000000000000,3.000000000000000000,130.0000000000000000,42874.00000000000000,0,0,0,0,96.0000000000000000,43103.00000000000000,13.00000000000000000,75.00000000000000000,22696.00000000000000,0,0,0,0,12.00000000000000000,22796.00000000000000,20.00000000000000000,31.00000000000000000,38506.00000000000000,0,0,0,0,67.00000000000000000,38624.00000000000000,6.000000000000000000,44.00000000000000000,26006.00000000000000,0,0,0,0,17.00000000000000000,26073.00000000000000,21.00000000000000000,13.00000000000000000,22469.00000000000000,5.000000000000000000,0,0,0,18.00000000000000000,22526.00000000000000,0,34.00000000000000000,21900.00000000000000,0,0,0,0,12.00000000000000000,21946.00000000000000,0,14.00000000000000000,29922.00000000000000,0,0,0,0,13.00000000000000000,29949.00000000000000,10.00000000000000000,2.000000000000000000,12171.00000000000000,1.000000000000000000,0,0,0,2.000000000000000000,12186.00000000000000,2.000000000000000000,4.000000000000000000,19590.00000000000000,1.000000000000000000,0,0,0,110.0000000000000000,19707.00000000000000,33.00000000000000000,16.00000000000000000,20510.00000000000000,0,0,0,0,153.0000000000000000,20712.00000000000000,5.000000000000000000,0,18428.00000000000000,10.00000000000000000,0,0,0,103.0000000000000000,18546.00000000000000,1.000000000000000000,4.000000000000000000,18545.00000000000000,5.000000000000000000,0,0,0,41.00000000000000000,18596.00000000000000,14.00000000000000000,1.000000000000000000,14543.00000000000000,1.000000000000000000,0,0,0,75.00000000000000000,14634.00000000000000,0,7.000000000000000000,14894.00000000000000,11.00000000000000000,0,0,0,21.00000000000000000,14933.00000000000000,3.000000000000000000,0,14111.00000000000000,7.000000000000000000,0,0,0,46.00000000000000000,14167.00000000000000,6.000000000000000000,6.000000000000000000,13691.00000000000000,26.00000000000000000,0,0,0,13.00000000000000000,13742.00000000000000,2.000000000000000000,2.000000000000000000,14190.00000000000000,3.000000000000000000,0,0,0,23.00000000000000000,14220.00000000000000,208.0000000000000000,741.0000000000000000,560238.0000000000000,106.0000000000000000,0,0,0,1222.000000000000000,562515.0000000000000,1.960000000000000000
F007000,日盛期貨,372.0000000000000000,16.00000000000000000,14297.00000000000000,0,0,0,0,7.000000000000000000,14692.00000000000000,31.00000000000000000,7.000000000000000000,16962.00000000000000,0,0,0,0,2.000000000000000000,17002.00000000000000,11.00000000000000000,18.00000000000000000,31109.00000000000000,0,0,0,0,72.00000000000000000,31210.00000000000000,10.00000000000000000,185.0000000000000000,27689.00000000000000,0,0,0,0,4.000000000000000000,27888.00000000000000,0,184.0000000000000000,46423.00000000000000,0,0,0,0,1.000000000000000000,46608.00000000000000,0,12.00000000000000000,55598.00000000000000,0,0,0,0,18.00000000000000000,55628.00000000000000,0,23.00000000000000000,44507.00000000000000,0,0,0,0,24.00000000000000000,44554.00000000000000,0,2.000000000000000000,23569.00000000000000,0,0,0,0,21.00000000000000000,23592.00000000000000,0,1.000000000000000000,28391.00000000000000,0,0,0,0,3.000000000000000000,28395.00000000000000,2.000000000000000000,0,25455.00000000000000,0,0,0,0,2.000000000000000000,25459.00000000000000,2.000000000000000000,0,21351.00000000000000,0,0,0,0,37.00000000000000000,21390.00000000000000,2.000000000000000000,1.000000000000000000,27304.00000000000000,2.000000000000000000,0,0,0,1.000000000000000000,27310.00000000000000,2.000000000000000000,3.000000000000000000,25318.00000000000000,3.000000000000000000,0,0,0,1.000000000000000000,25327.00000000000000,1.000000000000000000,1.000000000000000000,12960.00000000000000,0,0,0,0,11.00000000000000000,12973.00000000000000,0,2.000000000000000000,14443.00000000000000,5.000000000000000000,0,0,0,0,14450.00000000000000,4.000000000000000000,0,14742.00000000000000,0,0,0,0,1.000000000000000000,14747.00000000000000,3.000000000000000000,3.000000000000000000,19019.00000000000000,0,0,0,0,33.00000000000000000,19058.00000000000000,0,4.000000000000000000,13893.00000000000000,0,0,0,0,1.000000000000000000,13898.00000000000000,3.000000000000000000,3.000000000000000000,9326.00000000000000,0,0,0,0,10.00000000000000000,9342.00000000000000,2.000000000000000000,0,10495.00000000000000,10.00000000000000000,0,0,0,0,10507.00000000000000,2.000000000000000000,0,13614.00000000000000,0,0,0,0,11.00000000000000000,13627.00000000000000,2.000000000000000000,0,12814.00000000000000,20.00000000000000000,0,0,0,10.00000000000000000,12846.00000000000000,0,1.000000000000000000,11282.00000000000000,0,0,0,0,2.000000000000000000,11285.00000000000000,449.0000000000000000,466.0000000000000000,520561.0000000000000,40.00000000000000000,0,0,0,272.0000000000000000,521788.0000000000000,1.820000000000000000
F039000,大昌期貨,40.00000000000000000,37.00000000000000000,13641.00000000000000,15.00000000000000000,0,0,0,0,13733.00000000000000,17.00000000000000000,33.00000000000000000,19156.00000000000000,52.00000000000000000,0,0,0,1.000000000000000000,19259.00000000000000,0,14.00000000000000000,25187.00000000000000,400.0000000000000000,0,0,0,2.000000000000000000,25603.00000000000000,51.00000000000000000,33.00000000000000000,20939.00000000000000,22.00000000000000000,0,0,0,0,21045.00000000000000,15.00000000000000000,15.00000000000000000,45765.00000000000000,5.000000000000000000,0,0,0,3.000000000000000000,45803.00000000000000,1.000000000000000000,10.00000000000000000,49486.00000000000000,7.000000000000000000,0,0,0,0,49504.00000000000000,1.000000000000000000,24.00000000000000000,46894.00000000000000,2.000000000000000000,0,0,0,10.00000000000000000,46931.00000000000000,0,20.00000000000000000,24793.00000000000000,2.000000000000000000,0,0,0,21.00000000000000000,24836.00000000000000,0,1.000000000000000000,36459.00000000000000,32.00000000000000000,0,0,0,14.00000000000000000,36506.00000000000000,0,7.000000000000000000,27848.00000000000000,10.00000000000000000,0,0,0,1.000000000000000000,27866.00000000000000,11.00000000000000000,6.000000000000000000,22091.00000000000000,1.000000000000000000,0,0,0,3.000000000000000000,22112.00000000000000,1.000000000000000000,0,20586.00000000000000,5.000000000000000000,0,0,0,0,20592.00000000000000,6.000000000000000000,0,24927.00000000000000,15.00000000000000000,0,0,0,3.000000000000000000,24951.00000000000000,2.000000000000000000,0,9784.00000000000000,8.000000000000000000,0,0,0,29.00000000000000000,9823.00000000000000,4.000000000000000000,1.000000000000000000,14701.00000000000000,2.000000000000000000,0,0,0,77.00000000000000000,14785.00000000000000,0,12.00000000000000000,14966.00000000000000,17.00000000000000000,0,0,0,388.0000000000000000,15383.00000000000000,0,12.00000000000000000,15871.00000000000000,16.00000000000000000,0,0,0,265.0000000000000000,16164.00000000000000,55.00000000000000000,4.000000000000000000,16852.00000000000000,17.00000000000000000,0,0,0,196.0000000000000000,17124.00000000000000,15.00000000000000000,14.00000000000000000,12389.00000000000000,0,0,0,0,159.0000000000000000,12577.00000000000000,26.00000000000000000,0,9973.00000000000000,15.00000000000000000,0,0,0,128.0000000000000000,10142.00000000000000,43.00000000000000000,0,11464.00000000000000,21.00000000000000000,0,0,0,94.0000000000000000,11622.00000000000000,48.00000000000000000,9.000000000000000000,9220.000000000000000,19.00000000000000000,0,0,0,47.00000000000000000,9343.00000000000000,41.00000000000000000,0,10631.00000000000000,34.00000000000000000,0,0,0,14.00000000000000000,10720.00000000000000,377.0000000000000000,252.0000000000000000,503623.0000000000000,717.0000000000000000,0,0,0,1455.000000000000000,506424.0000000000000,1.760000000000000000
S920999,凱基證券自營,0,40.00000000000000000,7727.000000000000000,33.00000000000000000,0,0,0,40.00000000000000000,7840.000000000000000,0,0,13699.00000000000000,35.00000000000000000,0,0,0,10.00000000000000000,13744.00000000000000,0,3.000000000000000000,22186.00000000000000,76.00000000000000000,0,0,0,61.00000000000000000,22326.00000000000000,0,0,28371.00000000000000,60.00000000000000000,0,0,0,57.00000000000000000,28488.00000000000000,0,102.0000000000000000,65526.00000000000000,0,0,0,0,100.0000000000000000,65728.00000000000000,0,0,60048.00000000000000,10.00000000000000000,0,0,0,68.00000000000000000,60126.00000000000000,0,0,26672.00000000000000,0,0,0,0,10.00000000000000000,26682.00000000000000,0,0,23443.00000000000000,0,0,0,0,32.00000000000000000,23475.00000000000000,82.00000000000000000,180.0000000000000000,31191.00000000000000,16.00000000000000000,0,0,0,90.00000000000000000,31559.00000000000000,0,0,20432.00000000000000,0,0,0,0,172.0000000000000000,20604.00000000000000,0,0,30262.00000000000000,0,0,0,0,163.0000000000000000,30425.00000000000000,120.0000000000000000,40.00000000000000000,23152.00000000000000,6.000000000000000000,0,0,0,10.00000000000000000,23328.00000000000000,20.00000000000000000,0,20141.00000000000000,1.000000000000000000,0,0,0,47.00000000000000000,20209.00000000000000,41.00000000000000000,46.00000000000000000,11824.00000000000000,0,0,0,0,48.00000000000000000,11959.00000000000000,184.0000000000000000,20.00000000000000000,19311.00000000000000,1.000000000000000000,0,0,0,258.0000000000000000,19774.00000000000000,564.0000000000000000,340.0000000000000000,15064.00000000000000,75.00000000000000000,0,0,0,234.0000000000000000,16277.00000000000000,101.0000000000000000,82.00000000000000000,15755.00000000000000,25.00000000000000000,0,0,0,220.0000000000000000,16183.00000000000000,300.0000000000000000,62.00000000000000000,9891.00000000000000,35.00000000000000000,0,0,0,177.0000000000000000,10465.00000000000000,157.0000000000000000,0,8154.000000000000000,15.00000000000000000,0,0,0,176.0000000000000000,8502.000000000000000,117.0000000000000000,160.0000000000000000,9594.00000000000000,20.00000000000000000,0,0,0,10.00000000000000000,9901.00000000000000,84.00000000000000000,0,10085.00000000000000,12.00000000000000000,0,0,0,0,10181.00000000000000,40.00000000000000000,4.000000000000000000,16961.00000000000000,120.0000000000000000,0,0,0,0,17125.00000000000000,1.000000000000000000,40.00000000000000000,6345.000000000000000,15.00000000000000000,0,0,0,31.00000000000000000,6432.000000000000000,1811.000000000000000,1119.000000000000000,495834.0000000000000,555.0000000000000000,0,0,0,2014.000000000000000,501333.0000000000000,1.750000000000000000
F021999,寶來曼氏期貨自營,0,0,406.0000000000000000,0,0,0,0,0,406.0000000000000000,0,0,1341.000000000000000,0,0,0,0,0,1341.000000000000000,0,0,2792.000000000000000,0,0,0,0,0,2792.000000000000000,0,16.00000000000000000,1994.000000000000000,0,0,0,0,0,2010.000000000000000,0,120.0000000000000000,110478.0000000000000,0,0,0,0,0,110598.0000000000000,0,0,112488.0000000000000,0,0,0,0,0,112488.0000000000000,8.000000000000000000,8.000000000000000000,115888.0000000000000,0,0,0,0,0,115904.0000000000000,0,0,37378.00000000000000,0,0,0,0,0,37378.00000000000000,0,0,29828.00000000000000,0,0,0,0,0,29828.00000000000000,0,0,28890.00000000000000,0,0,0,0,0,28890.00000000000000,16.00000000000000000,0,15798.00000000000000,0,0,0,0,0,15814.00000000000000,0,0,3799.000000000000000,0,0,0,0,0,3799.000000000000000,0,0,4826.000000000000000,0,0,0,0,0,4826.000000000000000,0,0,788.0000000000000000,0,0,0,0,0,788.0000000000000000,0,0,14344.00000000000000,0,0,0,0,0,14344.00000000000000,0,0,9300.00000000000000,0,0,0,0,0,9300.00000000000000,0,0,2975.000000000000000,0,0,0,0,0,2975.000000000000000,0,0,909.0000000000000000,0,0,0,0,0,909.0000000000000000,0,0,956.000000000000000,0,0,0,0,0,956.000000000000000,0,0,558.0000000000000000,0,0,0,0,0,558.0000000000000000,0,0,3020.000000000000000,0,0,0,0,0,3020.000000000000000,0,0,356.0000000000000000,0,0,0,0,0,356.0000000000000000,0,0,1485.000000000000000,0,0,0,0,0,1485.000000000000000,24.00000000000000000,144.0000000000000000,500597.0000000000000,0,0,0,0,0,500765.0000000000000,1.740000000000000000
